canonical_candidate_id,wave_1_candidate_ids,wave_2_candidate_ids,candidate_url,normalized_url,candidate_title,candidate_snippet,candidate_domain,official_source_flag_from_search,municipality,state,period,side_scope,department_scope,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrades,original_external_data_families,search_priority,source_quality_score,candidate_relevance_score,prior_provisional_bucket,prior_provisional_family,duplicate_linkage_status,search_wave_provenance,search_target_ids,search_call_ids,query_versions,source_candidate_id,discovered_at,likely_source_type_from_search,likely_file_type_from_search,review_id,primary_external_data_family,secondary_external_data_families,direct_staffing_relevance,administrative_source_type,primary_source_quality,claim_upgrade_tags,administrative_directness_score,official_source_score,expected_field_yield_score,event_linkage_score,claim_upgrade_score,verification_priority_score,duplicate_risk_score,navigation_risk_score,review_confidence_score,reason_codes,concise_review_rationale,review_confidence,final_priority_bucket,official_source_flag,review_method,candidate_review_lane_id,reviewed_at
EXTCAND-8af01d92e85107ef2b77023f,EXTCAND-8af01d92e85107ef2b77023f,,https://www.salary.com/research/salary/listing/payroll-specialist-salary/thompsons-tx,https://www.salary.com/research/salary/listing/payroll-specialist-salary/thompsons-tx,,"Below are the **likely primary/official source types** to target for metadata-only discovery around **“Thompsons, TX (2024) payroll/salaries/overtime/authorized positions/vacancies/staffing/recruitment/retention/turnover/pay plan/pension/health/compensation study”** for a **small Texas municipality**. ### 1) Town/city administrative records (official PDFs/pages) - **Annual Budget / Operating Budge",www.salary.com,unconfirmed,Thompsons,TX,2024,side_independent,side_independent,ROOTCOMP-52ceca098b0a8589184ec47b,MECHEXP-651caa1675878cded658105e|MECHEXP-8c29a9d582c0c289ffcc4570|MECHEXP-afd54eddc22dd610688bac86|MECHEXP-c81ffee48cb8008180d23360|MECHEXP-dd52a8b1228b376503d2e7ff|MECHEXP-ddc84a3789120794c227b86c,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,unreviewed,unreviewed,excluded_out_of_scope,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-8286541c4595e02417ecc042,SEARCHCALL-3555420872e56af61d3df593,v1_primary,EXTCAND-8af01d92e85107ef2b77023f,2026-08-05T00:10:39.121702+00:00,public_source_candidate_unconfirmed,web,AVAILREVIEW-f98988841612588cee6e8049,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,weak_secondary_source,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,4,1,4,4,4,3,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|root_event_linked,weak secondary source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,false,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:38.738117+00:00
EXTCAND-8bcd71bd6359bc909be7d80a,EXTCAND-8bcd71bd6359bc909be7d80a,,https://www.coventry.gov.uk/strategies-plans-policies/people-plan-2023-2025/print,https://www.coventry.gov.uk/strategies-plans-policies/people-plan-2023-2025/print,,"Based on live web search for **“Coventry” (OH) + 2020 payroll/salaries/overtime/pay plan/ordinance/resolution/authorized positions/vacancies/staffing/recruitment/retention/turnover/step schedule/compensation study** terms, the strongest *official / primary public administrative source types* you should target for metadata discovery are: 1. **Municipal Code / Municipal Ordinance & Pay Plan adoption",www.coventry.gov.uk,true,Coventry,OH,2020,fire,fire,ROOTCOMP-1f99df04e1f36cdb18b4843c|ROOTCOMP-ef54651b801c3021ae492f45,MECHEXP-16df61ad349cdd5cec01dce2|MECHEXP-22f2a6a6c647d031c4242d15|MECHEXP-901a1bb1127d487182a88598|MECHEXP-93cda44027a9c403e0cedca0|MECHEXP-ce7e0085e5b6b2d074e53662|MECHEXP-d55459848504248ef42230c4|MECHEXP-fef183ec75f38f93f5b7790f,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-43352c7051a3184352f6fbba,SEARCHCALL-39350037541ab4fa9618aff7,v1_primary,EXTCAND-8bcd71bd6359bc909be7d80a,2026-08-04T23:47:54.923409+00:00,official_government_search_result,web,AVAILREVIEW-25ef6ace2e1557de1563f884,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,true,deterministic_local_metadata_only,candidate_review_lane_003,2026-08-05T14:31:37.958283+00:00
EXTCAND-8c76a2e4cfe4f0f74b2fae49,EXTCAND-8c76a2e4cfe4f0f74b2fae49,,https://www.indeed.com/q-Payroll-l-wisconsin-jobs.html,https://www.indeed.com/q-Payroll-l-wisconsin-jobs.html,,"Below are **likely primary/official administrative source types** you should target for a metadata-only discovery of **“Greenwood, WI (2025)”** data related to *pay plan / authorized positions / vacancies / staffing & recruitment / retention / turnover / salary steps / overtime / budget authorized positions / ordinance/resolution* and related compensation/pension/benefit contributions. ### Likely ",www.indeed.com,unconfirmed,Greenwood,WI,2025,all_units,all_units,ROOTCOMP-36f5b20d80c94b651a901b3f,MECHEXP-49c56b63f67a7f2c7e8f1feb|MECHEXP-4c67ca326fb1658914c38007|MECHEXP-cab181e10e4dc40c10cab937|MECHEXP-d513efea5b37b4a6beaf321b,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,unreviewed,unreviewed,excluded_out_of_scope,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-d62a54090d6ec5b94b5640ac,SEARCHCALL-9b9f0fabbc7ada85a738192f,v1_primary,EXTCAND-8c76a2e4cfe4f0f74b2fae49,2026-08-05T00:19:41.138389+00:00,public_source_candidate_unconfirmed,html,AVAILREVIEW-e9ec40434245f898cbeb45fa,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,weak_secondary_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,4,1,4,4,4,3,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|root_event_linked,weak secondary source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,false,deterministic_local_metadata_only,candidate_review_lane_004,2026-08-05T14:35:38.471065+00:00
EXTCAND-8c86824c4386e0f4ca9f6aba,EXTCAND-8c86824c4386e0f4ca9f6aba,,https://myjobscotland.gov.uk/sites/default/files/job-attachments/2022-02/042%20-%20Application%20Pack.pdf,https://myjobscotland.gov.uk/sites/default/files/job-attachments/2022-02/042%20-%20Application%20Pack.pdf,,"Likely **official / primary public administrative source types** you’d search for a “Kinross Charter” **(Kinross Charter Township, MI)** payroll compensation metadata discovery target (salaries, overtime, authorized positions/FTEs, staffing/vacancies, recruitment/retention/turnover, step/pay schedules, ordinance/resolution pay plans, pension/health contributions, and compensation studies) are: 1. ",myjobscotland.gov.uk,true,Kinross charter,MI,undated,side_independent,side_independent,ROOTCOMP-e549fd951b19e267d6ac506c,MECHEXP-ab0235c6247d8c300e74b6b8|MECHEXP-bbcd3e63bf80e99742039bf5|MECHEXP-bd35a55ee0919fd4ce11188a|MECHEXP-ffe70e7724ec06f5719b85f4,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-82d3f9101232cb55e5653054,SEARCHCALL-b524ef8007a767ccd52bc398,v1_primary,EXTCAND-8c86824c4386e0f4ca9f6aba,2026-08-04T23:36:40.710236+00:00,official_government_search_result,pdf,AVAILREVIEW-b330addddb1a44914e0acee5,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:37.916975+00:00
EXTCAND-8d9f5a2066a1a07147342f59,EXTCAND-8d9f5a2066a1a07147342f59,,https://www.rutland.gov.uk/jobs-volunteering/pay-grading-council-staff,https://www.rutland.gov.uk/jobs-volunteering/pay-grading-council-staff,,"Likely **official / primary public administrative source types** you’d target for “Rutland, ND” municipal payroll/salaries/overtime/authorized positions/vacancies/staffing-recruitment/retention-turnover/pay steps/ordinances-resolutions/pay plan & benefits/pensions/compensation studies: 1. **City Council meeting materials (minutes, agendas, packets)** - Where payroll-related **ordinances/resolution",www.rutland.gov.uk,true,Rutland,ND,undated,all_units,all_units,ROOTCOMP-8e129e3b43908fd2f371af66,MECHEXP-208adb4ea71e6602abb61771|MECHEXP-25ddbe6cbb3bc5e229238947|MECHEXP-4230d66bb967bb157b4750de|MECHEXP-6c60c999f707a1d01d3b634d|MECHEXP-b4d0beefe91bfbe151ae741e,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-637b19a3967b86ed75dac89f,SEARCHCALL-dd9195b45aeec90b4ebdb36a,v1_primary,EXTCAND-8d9f5a2066a1a07147342f59,2026-08-04T23:45:07.533145+00:00,official_government_search_result,web,AVAILREVIEW-ae7ef97cbac68baeb027fc0f,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,true,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:38.223293+00:00
EXTCAND-8e54588a8bf80d2dd4ff24cb,EXTCAND-8e54588a8bf80d2dd4ff24cb,,https://www.indeed.com/q-software-architect-l-oak-park-heights%2C-mn-jobs.html,https://www.indeed.com/q-software-architect-l-oak-park-heights%2C-mn-jobs.html,,"Likely **official/primary administrative source types** for metadata-only discovery of **Oak Park Heights, MN (2024)** personnel/payroll items (salaries, overtime, authorized positions, vacancies, staffing/recruitment/retention/turnover, salary step schedules, pay plans, pension/benefits, compensation/market studies, and pay/ordinance/resolution items): - **City budget documents (2024 Adopted/Amen",www.indeed.com,unconfirmed,Oak Park Heights,MN,2024,police,police,ROOTCOMP-8c28f9e4341d5bed0ab52f5d,MECHEXP-4a950099cc63edf726a2569e|MECHEXP-4a983ce8758fe1413c7d0c8c|MECHEXP-8be2140e697b22fa3ebbd9e2|MECHEXP-c1f666dbb8b61eee421e18d9|MECHEXP-cef62b0a7b4a91ceca8b42e4|MECHEXP-d3fc33bd639e3f1e0e67d88c|MECHEXP-dd93567871d61890bdcdc79f,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,unreviewed,unreviewed,excluded_out_of_scope,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-d13263477ecf39899947064d,SEARCHCALL-f7f127fecb870e554ec908f4,v1_primary,EXTCAND-8e54588a8bf80d2dd4ff24cb,2026-08-04T23:59:31.092981+00:00,public_source_candidate_unconfirmed,html,AVAILREVIEW-22219b078137f62178e3d176,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,weak_secondary_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,4,1,4,4,4,3,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|root_event_linked,weak secondary source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,false,deterministic_local_metadata_only,candidate_review_lane_004,2026-08-05T14:35:38.469633+00:00
EXTCAND-8e6c235f9ba430fbf52e7e56,EXTCAND-8e6c235f9ba430fbf52e7e56,,https://www.bromley.gov.uk/downloads/download/419/london-borough-of-bromley-pension-fund-annual-report,https://www.bromley.gov.uk/downloads/download/419/london-borough-of-bromley-pension-fund-annual-report,,"Likely **official / primary administrative** source types for a metadata-only discovery on **“Bromley, KY”** and municipal personnel/payroll topics (salaries, overtime, authorized positions, vacancies, staffing/recruitment/retention/turnover, pay plan/step schedule, ordinances/resolutions, budgeted compensation, benefits contributions/pension/health): 1. **City government document repositories** -",www.bromley.gov.uk,true,Bromley,KY,undated,all_units,all_units,ROOTCOMP-73077f1c42a8d553afdad9b8,MECHEXP-2d28523781fa6f3d15132595|MECHEXP-a17991ecc4ec181a5e13adb9|MECHEXP-dea54c6e286954f9e7a8707d|MECHEXP-ecdff27c3a9fa32aefba8dc9,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-4e7e3fb1ec922c3fcf1a9aa4,SEARCHCALL-3c3cce653f8454a3eb764efc,v1_primary,EXTCAND-8e6c235f9ba430fbf52e7e56,2026-08-04T23:46:54.424317+00:00,official_government_search_result,web,AVAILREVIEW-0493e686879a03378b0a9db3,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:37.982662+00:00
EXTCAND-8ffd9d583022e19ea0141c13,EXTCAND-8ffd9d583022e19ea0141c13,,https://edemocracy.coventry.gov.uk/ieListDocuments.aspx?CId=568&MId=13543,https://edemocracy.coventry.gov.uk/ieListDocuments.aspx?CId=568&MId=13543,,"Based on live web search for **“Coventry” (OH) + 2020 payroll/salaries/overtime/pay plan/ordinance/resolution/authorized positions/vacancies/staffing/recruitment/retention/turnover/step schedule/compensation study** terms, the strongest *official / primary public administrative source types* you should target for metadata discovery are: 1. **Municipal Code / Municipal Ordinance & Pay Plan adoption",edemocracy.coventry.gov.uk,true,Coventry,OH,2020,fire,fire,ROOTCOMP-1f99df04e1f36cdb18b4843c|ROOTCOMP-ef54651b801c3021ae492f45,MECHEXP-16df61ad349cdd5cec01dce2|MECHEXP-22f2a6a6c647d031c4242d15|MECHEXP-901a1bb1127d487182a88598|MECHEXP-93cda44027a9c403e0cedca0|MECHEXP-ce7e0085e5b6b2d074e53662|MECHEXP-d55459848504248ef42230c4|MECHEXP-fef183ec75f38f93f5b7790f,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-43352c7051a3184352f6fbba,SEARCHCALL-39350037541ab4fa9618aff7,v1_primary,EXTCAND-8ffd9d583022e19ea0141c13,2026-08-04T23:47:54.923548+00:00,official_government_search_result,aspx,AVAILREVIEW-6881a64eff6c739df4c4c459,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:37.876262+00:00
EXTCAND-905c1ee25069aae4f089954a,EXTCAND-905c1ee25069aae4f089954a,,https://www.indeed.com/q-battle-lake-l-battle-lake%2C-mn-jobs.html,https://www.indeed.com/q-battle-lake-l-battle-lake%2C-mn-jobs.html,,Likely **official/primary administrative source types** for “Battle Lake (MN) – 2023 payroll/salaries/earnings/overtime/compensation + authorized positions/vacancies/staffing & recruitment/retention/turnover + salary step schedule + ordinance/resolution pay plan + pension/health contributions” are: - **City Council packet materials (primary local governance records)** - **Sources:** City council m,www.indeed.com,unconfirmed,Battle Lake,MN,2023,all_units,all_units,ROOTCOMP-c9579c5ffa46f21963c01c2d,MECHEXP-54ea8aa123b7310a809d87ca|MECHEXP-6bf2beea82698976eb76de4e|MECHEXP-82f7fddb6406e0fd0cf79841|MECHEXP-92b1531d588c5145da7f3abb|MECHEXP-9f8ec3a56e0921522813c9df,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,unreviewed,unreviewed,excluded_out_of_scope,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-aeb136bcb47f8626692a62a5,SEARCHCALL-2d0aa45a8371f4a3981b863a,v1_primary,EXTCAND-905c1ee25069aae4f089954a,2026-08-04T23:56:22.939222+00:00,public_source_candidate_unconfirmed,html,AVAILREVIEW-8ae82b6abc773428ef03b8a6,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,weak_secondary_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,4,1,4,4,4,3,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|root_event_linked,weak secondary source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,false,deterministic_local_metadata_only,candidate_review_lane_004,2026-08-05T14:35:38.469386+00:00
EXTCAND-90beb1c902b36494a2744eaf,EXTCAND-90beb1c902b36494a2744eaf,,https://www.indeed.com/l-manzanita%2C-or-jobs.html,https://www.indeed.com/l-manzanita%2C-or-jobs.html,,"Based on live search results for **“Manzanita”** payroll/salaries/pay plan/authorized positions/vacancies/staffing (and related keywords like overtime, recruitment, retention, turnover), the most likely *official/primary administrative* public source types are: 1. **City Council “Resolution adopting/setting salaries / pay plan / salary schedule” (FY 2025–2026 / FY 2026–2027)** - These resolutions ",www.indeed.com,unconfirmed,Manzanita,OR,2026,all_units,all_units,ROOTCOMP-b12a0594b52c84d1a70bea26,MECHEXP-29f49ec3f6f611a1954187f3|MECHEXP-30d09b55aed4679ded40cd38|MECHEXP-4131001716ca8652ff06215c|MECHEXP-5b25b6a1f798930ab5c9c6b2|MECHEXP-b5befb5cd1ee5ef19fd56e1c,,and staffing gaps linked to this municipality-period action bundle|benefit|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|implementation|payroll|progression|workforce,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,unreviewed,unreviewed,excluded_out_of_scope,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_001_compacted,EXTSEARCH-acfe50fd66a75d2bf20f9ef8,SEARCHCALL-5d2d1fdda06d59fa5d1c81ff,v1_primary,EXTCAND-90beb1c902b36494a2744eaf,2026-08-05T00:18:22.483058+00:00,public_source_candidate_unconfirmed,html,AVAILREVIEW-8e88304af53cd838657561f3,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,weak_secondary_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,1,4,4,4,3,0,0,4,administrative_source_type_signal|direct_staffing_relevance|excluded_domain_or_non_us_source|mechanism_event_linked|root_event_linked,weak secondary source; metadata indicates payroll roster in multi family administrative source. Final bucket: excluded out of scope.,high,excluded_out_of_scope,false,deterministic_local_metadata_only,candidate_review_lane_003,2026-08-05T14:31:38.425684+00:00
