extracted_text_id,retained_source_id,candidate_id,lane_id,target_mechanism_family,state,derived_region,readiness_status,extraction_status,extracted_text_path,extracted_text_sha256,extracted_text_size_bytes,extracted_char_count,extraction_method,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
TXT378-55b73082703018419a70,RS556-198cba6628572f24b1f8,TS4L-c24e347ea0ff4802b653,lane_1,non_safety_constraint_signal,FL,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-55b73082703018419a70.txt,b58f9c550a2891385314728981f04a464ce3352590b1dd97ed295fdbeb5e2634,144893,144479,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-7b8aca6322d03a6289f9,RS556-1ebac3cbffc9cfed552f,TS4L-bb5877734e06c5a40721,lane_1,non_safety_constraint_signal,WI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-7b8aca6322d03a6289f9.txt,7e286debee1ba693adc8cc321eb42e4d7880b108f63c43c730851546cd7dcdd1,200134,199140,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-f7a2267be529141b58da,RS556-22bd33e84a15a9bd719e,TS4L-0cb8665dbbcc2d3fd8fb,lane_1,non_safety_constraint_signal,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f7a2267be529141b58da.txt,afc27c5fd63aa83ea818f4af4fddcf7fef01b6e5334b8105272a73d7c56cdbdc,215396,213417,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-d434452f01dfd5ca0cbc,RS556-238ea1f4836380f41011,TS4L-9e63c8dff2db502fdaa2,lane_1,non_safety_constraint_signal,TX,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d434452f01dfd5ca0cbc.txt,58ab56de862d8fe516c19030443b14bb6f70938b774c71ca6af4838282b31016,29752,29752,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-0aa57723f113101d5f3e,RS556-259bc782293ece178105,TS4L-11df7e4f45e8553b14ae,lane_1,non_safety_constraint_signal,MT,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0aa57723f113101d5f3e.txt,dfd5f53177ee7f8f262ef58609084733ead00c2ecfcaf1f97ea74112cb3dbe14,63136,63115,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-c8a0f27ca0c8c5fbee5c,RS556-2a18247eca0399539c86,TS4L-7522cded099919d7d840,lane_1,non_safety_constraint_signal,MI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c8a0f27ca0c8c5fbee5c.txt,418ddd95d962096a76974f2d13200551e1d3b40c72b0dcb35c67c0a7401c410a,91672,91383,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-e3ccbdbba7bcd5187409,RS556-2c217a4b2d266cae519d,TS4L-d7b99fc8c0ac80efbcf0,lane_1,non_safety_constraint_signal,OK,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e3ccbdbba7bcd5187409.txt,9f9c8f1a4930a05f0a406e3b36728502cfadde14079a9587534320ff8679c2c4,138591,138470,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-1d27b5b424dc381f1a66,RS556-2dd71c179955d3157313,TS4L-de76c0d96c179f68c66b,lane_1,non_safety_constraint_signal,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-1d27b5b424dc381f1a66.txt,7cad519ec07b36823a0ab515edd079693b1e700aca60939f23ae02f53d88ca16,85647,85638,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-2ccbe8d63ac6c2aa6fc4,RS556-3209cd0d3b29f8296e8a,TS4L-ca2dcd110e45bce44376,lane_1,non_safety_constraint_signal,OK,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-2ccbe8d63ac6c2aa6fc4.txt,3e7596a736234a9c2f20a73020c52b0ecd2413006f6db04b00c3b03c1ffbfbc1,2953,2953,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-f2315f2d4339f24fc798,RS556-32bfe57d2781305131f3,TS4L-8f09ef3d1f44f685cbd0,lane_1,non_safety_constraint_signal,NY,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f2315f2d4339f24fc798.txt,b791484e047cf6f121f9a54a106c3b0793abec033c66f380679a6264e76b4213,268519,267604,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-a5a78893cd5c49a0086c,RS556-3bd18cf1d08308c22eab,TS4L-2180f325dfca28ec355a,lane_1,non_safety_constraint_signal,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-a5a78893cd5c49a0086c.txt,4e5d101e09b84f0f993c950c2c80c8002c74e3efd4bc178089330ecb7567405f,89487,89338,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-68b93d0e2b9943603573,RS556-3ec651852c59751deee3,TS4L-49b4afc651bfe3148a5d,lane_1,non_safety_constraint_signal,NY,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-68b93d0e2b9943603573.txt,6d8ed89d1bad3f3ac7cefa39b19981b066a37cb9ec0d97b6874dc5c76039bfc3,115120,114959,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-c0d9c78edcef781885f9,RS556-41f7b525b50ab1fdc4d9,TS4L-768516aa797aad73cd00,lane_1,non_safety_constraint_signal,NY,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c0d9c78edcef781885f9.txt,9297e009584811d9b316ecbe908f29bc0cf516bc60a394177543154fe86e0d5c,162675,162309,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-279f05758631bc584faa,RS556-429008cbccdc67e3e3ab,TS4L-f9f6d6fc8e550303d2be,lane_1,non_safety_constraint_signal,CA,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-279f05758631bc584faa.txt,3baea1fc5e138ef80acca0940688d0cbf1e8682f6a277635eead30275d898b4c,52161,52161,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-95a8b41bd073fb1668f9,RS556-449be4b2be6cfb02e487,TS4L-487835422fd293368ee9,lane_1,non_safety_constraint_signal,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-95a8b41bd073fb1668f9.txt,24e8ad8b4a64942d99a22111c2de0858323bac8041498329a65dfe98eb796272,166716,166710,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-45f76c88b3c551788441,RS556-458131d7ab8c9212cabe,TS4L-6ee1fbf16fe954247ef0,lane_1,non_safety_constraint_signal,FL,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-45f76c88b3c551788441.txt,4545ce61fba153a657d7c6e135cd0f60105b957fe41ecddc8ba3552e699c1dad,6518,6472,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-750ba743724f9a9b346c,RS556-47bb2942506fac42c694,TS4L-9c49c589c2540893add3,lane_1,non_safety_constraint_signal,WA,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-750ba743724f9a9b346c.txt,d1be34b41b974d299bb5eb658fca06339039d56d0f7036a9fd748ad3f37b89d2,28290,28289,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-53b4aaa4c864ede0ad59,RS556-4b9f832a9e816f04bbf2,TS4L-4db29474cf538ed41b66,lane_1,non_safety_constraint_signal,WI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-53b4aaa4c864ede0ad59.txt,000f83fca088fb3d949eeb03f62e2b4b4acc1dc24c1836204cf3b773039ae8b4,57934,57435,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-65327a3004cac63005c3,RS556-4dd7fdacf43c4b0aa64e,TS4L-6f0c792766df422f4a46,lane_1,non_safety_constraint_signal,FL,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-65327a3004cac63005c3.txt,f4ea78825d4d88064d67d07acc50cb3c6a120e9e55d867c05611217be0b56e2b,90491,90133,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-67f77fbb3d7b21472fcf,RS556-4f1aa4b4207b9fd93f9a,TS4L-86b6874f13264e834f6e,lane_1,non_safety_constraint_signal,MN,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-67f77fbb3d7b21472fcf.txt,de1e1967c87542a2b15574f216d0d847feba4e41cb4a8694edaf128cdccfaff4,34729,34665,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-925ef3dd363a7ded9d40,RS556-50b290149fea0bd503b9,TS4L-f982ab3509345e831d28,lane_1,non_safety_constraint_signal,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-925ef3dd363a7ded9d40.txt,61d203c9aa69d0f60a9d66f0ae934953b743717029ce8f88dc2bf8c97cddc963,90693,90562,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-4b47b8f0caf1bbcf66e3,RS556-557a208ef2eb0d0712e3,TS4L-13011dee35fe595fb7b4,lane_1,non_safety_constraint_signal,NV,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4b47b8f0caf1bbcf66e3.txt,d5196f682f77de59128b1077dcf0be8fb2f67ac9123714f75e4477cdc47ed9b3,85640,85636,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-5ec81a0bc01fe9ff311e,RS556-592fbeedba21290df82e,TS4L-d176faeb935a595f800a,lane_1,non_safety_constraint_signal,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5ec81a0bc01fe9ff311e.txt,5f9c811c0c7ee0be20d1ffdef9181b372919039de0a99c3da5c72c502aa55cd3,209892,208928,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-52524a80cffa711ae04e,RS556-60dc5422d0888220eb80,TS4L-0bbd4602a4b08a27c19f,lane_1,non_safety_constraint_signal,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52524a80cffa711ae04e.txt,c444c5eceaaf41fb069cb80ebc032eba050292b8de8f62cbbe6206103d402d44,7577,7577,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-6a8f4b9586675052b3ad,RS556-621e0c91b278d622fbec,TS4L-ba6e66ef78ebdc93f2a9,lane_1,non_safety_constraint_signal,TX,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-6a8f4b9586675052b3ad.txt,1dc8f8688fca5719d4b2019d0a81962a7539b569cb34d8a2f771d1ac9b5e24cc,136669,136222,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-ac6a7023f05a84248a34,RS556-626b7b2f1668f99a5b47,TS4L-3510d6909467d5019c81,lane_1,non_safety_constraint_signal,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ac6a7023f05a84248a34.txt,b4fe8d334cdcc03883d2886534637d72a8bd36f64a9a0cff6462a6936e4d3c74,155934,155497,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-c6406c8a40dcda09f0d1,RS556-646d855e1d67cac9562d,TS4L-c7f21669e779c8a1e9e3,lane_1,non_safety_constraint_signal,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c6406c8a40dcda09f0d1.txt,993cb66410611371fb0114b983aff1f76673c63f82482cf53f07b2853a9aef44,1624,1624,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-1569d597576d34e8c92b,RS556-6dc6ac32d1f2cd0a77c8,TS4L-c5810a7ab9813b26452f,lane_1,non_safety_constraint_signal,CA,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-1569d597576d34e8c92b.txt,7be4cdb621c7ae9af5cceeb8e98bbe4d3b1898a0ca415a01b90ca9feb8e45d30,52571,52571,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-71e2a46fe14022316355,RS556-71fdc4116834aae47d47,TS4L-fc7ba01e19c9ed25e198,lane_1,non_safety_constraint_signal,FL,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-71e2a46fe14022316355.txt,1e3691dfcf13a323d4e3cd72cf12272b4c9d83740c5e7ef3e0db3f44dfa01a0f,146731,146436,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-b2d8cd720990f2698fc2,RS556-75f8acb9b92c1975d9ce,TS4L-c239d44772c3d11c8b40,lane_1,non_safety_constraint_signal,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b2d8cd720990f2698fc2.txt,54e5fdadd425968a5a91b8b38862eb9c5fc35fad39f58cb2c00f2d3dda6aa8b7,5902,5902,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-efd6cd28b379618611af,RS556-7603458f4bfe59b1a1bd,TS4L-7e5468df74ed8dd9c7a2,lane_1,non_safety_constraint_signal,MN,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-efd6cd28b379618611af.txt,3779bcb7b733e0126f82080b4a58c043b930554f5e46f10f857728792caa8a03,20724,20568,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-5f979147901a095e5bee,RS556-7cf367a1825bf44ff355,TS4L-2989e9a3654a49a8b811,lane_1,non_safety_constraint_signal,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5f979147901a095e5bee.txt,257fc7c09a588c953ce78161f258bb2ff6bd20eaf26e1163894755a86f9e2b67,80668,80468,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-cbb1f47ef1a2c07e774c,RS556-7fe6811848b3626a0809,TS4L-a04b59111aac9792c671,lane_1,non_safety_constraint_signal,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-cbb1f47ef1a2c07e774c.txt,fdea86626382c314716f78f53bc68e3101759358e6f6940fd0f232a84959cd3a,2606,2606,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-b64aeaba2d1a916843f9,RS556-815032f1117442f8bc6d,TS4L-38a6926da6477f578153,lane_1,non_safety_constraint_signal,CO,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b64aeaba2d1a916843f9.txt,a1437fccd00ecd0682ba207abe8ec69253b6403fb0b8d425231a92c67313d8ea,61264,60937,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
