span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_status,span_status_reason,span_record_count,mechanism_family,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,documentary_claim_support,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
SPAN378-50cec1e5ba8db547a7bbddc5,TXT378-52d94a1a44f35df5f115,RS556-3ec7e016a8465b142104,TS4L-dbe8fa9089712456c5d5,lane_2,tier_c,verification_ready_medium,https://www.bullheadcityaz.gov/media/bunjp3ai/mou-fopoa-executed-agreement-2024.pdf,"City of Bullhead City and Bullhead City Fraternal Order of Police Officers Association — Memorandum of Understanding (Executed Agreement) (July 1, 2024–June 30, 2027; revised Oct. 1, 2024)",Bullhead City,AZ,West,safety_and_non_safety_bargaining_units,Police (sworn) / Police Employee Unit,Bullhead City Fraternal Order of Police Officers Association (FOPOA),"July 1, 2024–June 30, 2027",2024-07-01,2027-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52d94a1a44f35df5f115.txt,066c722695bf1c4b93d5dff9ed0eaecbc083be37a57b6f5e764c88088e6326e0,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,No Strike or Slowdown ..................................................................................... - 19 -,5122,5236,eb2ec087a0dab0120704c8837d104823bf477c126944a610383118f4a66a4da3,"................... - 19 -

Article 36.

Labor/Management Committee ...................................................................... - 19 -

Article 37.

","

Article 38.

Public Safety Bill of Rights .............................................................................. - 20 -

Article 39.

Negotiation Proc",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-f7b4a3d60dc82161e1ef10ff,TXT378-52d94a1a44f35df5f115,RS556-3ec7e016a8465b142104,TS4L-dbe8fa9089712456c5d5,lane_2,tier_c,verification_ready_medium,https://www.bullheadcityaz.gov/media/bunjp3ai/mou-fopoa-executed-agreement-2024.pdf,"City of Bullhead City and Bullhead City Fraternal Order of Police Officers Association — Memorandum of Understanding (Executed Agreement) (July 1, 2024–June 30, 2027; revised Oct. 1, 2024)",Bullhead City,AZ,West,safety_and_non_safety_bargaining_units,Police (sworn) / Police Employee Unit,Bullhead City Fraternal Order of Police Officers Association (FOPOA),"July 1, 2024–June 30, 2027",2024-07-01,2027-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52d94a1a44f35df5f115.txt,066c722695bf1c4b93d5dff9ed0eaecbc083be37a57b6f5e764c88088e6326e0,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"The arbitrator will be selected from a list o f seven (7) arbitrators requested fro m the Federal Mediation and
Conc iliation Service (FMCS). The Associati on shall request a list of ar bitrators wi th no special requiremen ts
from the FMCS a nd shall be responsible for the completion of the re la ted paperwork. Upo n receipt of the
list, the moving party to the arbitratio n shall strike the first name from the list. T he parties shall alternately
strike na mes un til there is one na me re maining tha t shall be arbi trator.
T he arbitrator shall conduct the hearing as soon as possible.",56846,57439,e916c6100e5b7d1e471a394ca2390f9a4ee30a17bd7fe92dfb88be1923279946,"arbitratio n within ten ( 10) days of receipt of the City Manager' s decision not to
accept the committee recommendation.

G. Arbitratio n

- 17 -

I.

2.

H.

","

3.

The arbitrator's decision sha ll be in writing and shall include th e dec ision, the rationale and, if appropria te,
relie f.

4.

The arbi trator shall n",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,moderate,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-da87217b9df31947cd90311a,TXT378-52d94a1a44f35df5f115,RS556-3ec7e016a8465b142104,TS4L-dbe8fa9089712456c5d5,lane_2,tier_c,verification_ready_medium,https://www.bullheadcityaz.gov/media/bunjp3ai/mou-fopoa-executed-agreement-2024.pdf,"City of Bullhead City and Bullhead City Fraternal Order of Police Officers Association — Memorandum of Understanding (Executed Agreement) (July 1, 2024–June 30, 2027; revised Oct. 1, 2024)",Bullhead City,AZ,West,safety_and_non_safety_bargaining_units,Police (sworn) / Police Employee Unit,Bullhead City Fraternal Order of Police Officers Association (FOPOA),"July 1, 2024–June 30, 2027",2024-07-01,2027-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52d94a1a44f35df5f115.txt,066c722695bf1c4b93d5dff9ed0eaecbc083be37a57b6f5e764c88088e6326e0,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"to change
the provisio ns of the MOU.

D. Add iti onal parties may participate in the meetings by the mutual agreeme nt of the parties.

Article 37.

No Strike or Slowdown

A. Strikes against the City are illegal under the laws of Arizona. T he Associatio n and the employees in this
desig nated empl oyee g roup w ill not encourage, support, instigate, threaten o r participate in a strike or slowdown
or a ny other work disruption.
B. The Associatio n and the City shall subscribe to the princ iple that differences will be resolved by peaceful and
appropriate means without interruptio n o f work. The Association w ill not authorize, institute, aid, co nd",61611,62270,1528b50e2ea4be5c0c039ee62c67fc4ed9f902a29f6a183c67dec920f45b760f," authori zed for the purpose of these meetings.

C.

The parties w ill di scuss issues that are mutually agreed upon; however, the committee is no t authorized ","o ne,
threaten or e ngage in a slo wdown, work sto ppage or strike. The employer fo r any reason shall no t autho ri ze,
institute, aid, or pro mote any locko u",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-9102fe021d831feb2e7e713c,TXT378-52d94a1a44f35df5f115,RS556-3ec7e016a8465b142104,TS4L-dbe8fa9089712456c5d5,lane_2,tier_c,verification_ready_medium,https://www.bullheadcityaz.gov/media/bunjp3ai/mou-fopoa-executed-agreement-2024.pdf,"City of Bullhead City and Bullhead City Fraternal Order of Police Officers Association — Memorandum of Understanding (Executed Agreement) (July 1, 2024–June 30, 2027; revised Oct. 1, 2024)",Bullhead City,AZ,West,safety_and_non_safety_bargaining_units,Police (sworn) / Police Employee Unit,Bullhead City Fraternal Order of Police Officers Association (FOPOA),"July 1, 2024–June 30, 2027",2024-07-01,2027-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52d94a1a44f35df5f115.txt,066c722695bf1c4b93d5dff9ed0eaecbc083be37a57b6f5e764c88088e6326e0,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"provisio ns of the MOU.

D. Add iti onal parties may participate in the meetings by the mutual agreeme nt of the parties.

Article 37.

No Strike or Slowdown

A. Strikes against the City are illegal under the laws of Arizona. T he Associatio n and the employees in this
desig nated empl oyee g roup w ill not encourage, support, instigate, threaten o r participate in a strike or slowdown
or a ny other work disruption.
B. The Associatio n and the City shall subscribe to the princ iple that differences will be resolved by peaceful and
appropriate means without interruptio n o f work. The Association w ill not authorize, institute, aid, co ndo ne,
threat",61625,62282,8647e3a638d3093e9f2c89d4c2fd022db1868bbae44cf9850f3941c2e913ba8f,"or the purpose of these meetings.

C.

The parties w ill di scuss issues that are mutually agreed upon; however, the committee is no t authorized to change
the ","en or e ngage in a slo wdown, work sto ppage or strike. The employer fo r any reason shall no t autho ri ze,
institute, aid, or pro mote any locko ut of employe",STRIKE_SLOWDOWN,slowdown_sickout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-40a9f104b171aa0bfe53880a,TXT378-52d94a1a44f35df5f115,RS556-3ec7e016a8465b142104,TS4L-dbe8fa9089712456c5d5,lane_2,tier_c,verification_ready_medium,https://www.bullheadcityaz.gov/media/bunjp3ai/mou-fopoa-executed-agreement-2024.pdf,"City of Bullhead City and Bullhead City Fraternal Order of Police Officers Association — Memorandum of Understanding (Executed Agreement) (July 1, 2024–June 30, 2027; revised Oct. 1, 2024)",Bullhead City,AZ,West,safety_and_non_safety_bargaining_units,Police (sworn) / Police Employee Unit,Bullhead City Fraternal Order of Police Officers Association (FOPOA),"July 1, 2024–June 30, 2027",2024-07-01,2027-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52d94a1a44f35df5f115.txt,066c722695bf1c4b93d5dff9ed0eaecbc083be37a57b6f5e764c88088e6326e0,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"A. Strikes against the City are illegal under the laws of Arizona. T he Associatio n and the employees in this
desig nated empl oyee g roup w ill not encourage, support, instigate, threaten o r participate in a strike or slowdown
or a ny other work disruption.
B. The Associatio n and the City shall subscribe to the princ iple that differences will be resolved by peaceful and
appropriate means without interruptio n o f work. The Association w ill not authorize, institute, aid, co ndo ne,
threaten or e ngage in a slo wdown, work sto ppage or strike. The employer fo r any reason shall no t autho ri ze,
institute, aid, or pro mote any locko ut of employees covered by this MOU.
C.",61784,62468,8dbb55407bd54bab543e18b1faeb965638833d3b937fe53d5d017b9f9c01aca9," provisio ns of the MOU.

D. Add iti onal parties may participate in the meetings by the mutual agreeme nt of the parties.

Article 37.

No Strike or Slowdown

","

In the event any e mployees covered by this MO U, indi vidua lly or collectively, violate the prov isio ns of the artic le
and the Associatio n fails to e xer",STRIKE_SLOWDOWN,slowdown_sickout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-4a2af2088efb40cb1b17eb14,TXT378-5c03d9cc6335ec5b2457,RS556-606236c213a29d0f9153,TS4L-d64f97b3ed4367347a9d,lane_2,tier_c,verification_ready_low,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/NorthProvidence_Police.pdf,North Providence Police (DDC NO. 00012459) — Collective Bargaining Agreement (municipalfinance.ri.gov),North Providence,RI,Northeast,safety_and_non_safety_bargaining_units,Police (safety),"Fraternal Order of Police, Lodge 13",CBA term not fully stated in search snippet; embedded within the PDF contract.,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5c03d9cc6335ec5b2457.txt,b49e5c36ce3159db657f7947205fb4c0c1d76d6501ce896be7481aa01175d140,1028c7e0419984e8b0d935575fcfe5a24cb51b91b67d3600917007ede6da21fd,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"civilian personnel to perfonn those tasks, duties or assigmnents which are associated with and
recognized as being part of the police profession.
Section 3. Right to Strike Prohibited
All employees subject to the terms of this agreement shall have no right to engage in any
work stoppage, slowdown or strike against the Town, and Title 28 Chapter 9.2 Section 12 of the
General Laws of Rhode Island, as amended, is hereby incorporated by reference into this
agreement and made a part hereof.
Section 4. Dues and Assessments
Employees shall have the right to join or refrain from joining Lodge 13.
Any employee who chooses not to join Lodge 13, and who is covered by tenns of this
agreement, shall however, be required to pay to Lodge 13 a",19522,20259,d9d9f303fe7eee1db762144757ff5a7fd1eaa534bcbcabd055c4c6ccb0fa4d8f,"ever, it shall be deemed to be in violation of the spirit and provisions
set fo1ih in this agreement and subject to the grievance procedure, the hiring of

r/

","n amount of money equal to the
initiation fee unifonnly required for membership in Lodge 13 and a monthly fair share service
fee equal to the monthly dues charg",STRIKE_STOPPAGE,work_stoppage_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-4c774c23fcdc2dbe4053319c,TXT378-5c03d9cc6335ec5b2457,RS556-606236c213a29d0f9153,TS4L-d64f97b3ed4367347a9d,lane_2,tier_c,verification_ready_low,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/NorthProvidence_Police.pdf,North Providence Police (DDC NO. 00012459) — Collective Bargaining Agreement (municipalfinance.ri.gov),North Providence,RI,Northeast,safety_and_non_safety_bargaining_units,Police (safety),"Fraternal Order of Police, Lodge 13",CBA term not fully stated in search snippet; embedded within the PDF contract.,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5c03d9cc6335ec5b2457.txt,b49e5c36ce3159db657f7947205fb4c0c1d76d6501ce896be7481aa01175d140,1028c7e0419984e8b0d935575fcfe5a24cb51b91b67d3600917007ede6da21fd,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"civilian personnel to perfonn those tasks, duties or assigmnents which are associated with and
recognized as being part of the police profession.
Section 3. Right to Strike Prohibited
All employees subject to the terms of this agreement shall have no right to engage in any
work stoppage, slowdown or strike against the Town, and Title 28 Chapter 9.2 Section 12 of the
General Laws of Rhode Island, as amended, is hereby incorporated by reference into this
agreement and made a part hereof.
Section 4. Dues and Assessments
Employees shall have the right to join or refrain from joining Lodge 13.
Any employee who chooses not to join Lodge 13, and who is covered by tenns of this
agreement, shall however, be required to pay to Lodge 13 an amount o",19522,20269,e35540ec3111348b3cef41fd291eb437c4003db447a35f31c78d6c3fa54dff2e,"ever, it shall be deemed to be in violation of the spirit and provisions
set fo1ih in this agreement and subject to the grievance procedure, the hiring of

r/

","f money equal to the
initiation fee unifonnly required for membership in Lodge 13 and a monthly fair share service
fee equal to the monthly dues charged members",STRIKE_SLOWDOWN,slowdown_sickout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-5eb472299ae76c66a50de814,TXT378-f4b37c37d3f85692b3f9,RS556-70ec8b4011e745142973,TS4L-9d4fb416edd8335ec617,lane_2,tier_c,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-18-326-arb-award.pdf,"S-MA-18-326 Arb Award (City of Springfield & Police Benevolent and Protective Association, Unit #5) — Illinois Labor Relations Board",Capital,IL,Midwest,safety_and_non_safety_bargaining_units,"police (patrol officers, sergeants, detectives)","Police Benevolent and Protective Association, Unit #5 (PBPA) (City of Springfield)","Issued Feb 24, 2020 (interest arbitration award within 2014-2024 window)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record (interest arbitration award),strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f4b37c37d3f85692b3f9.txt,5873caf036acd6f90b622d7bf5d70721c57a5c2c3c20e78d14887aeb7603cce4,f055fd9221e7bfcc8c102c14d586c4699cf7837e6a5d0d898b62d3c2ef03f0c0,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"change to the status quo has the burden to show that:
1) There is a proven need for the change;
2) The proposal meets the identified need without imposing undue hardship on the
other party; and
3) There has been a quid pro quo offered to the other party of sufficient value to
buy out the change or that comparable groups were able to achieve the
provision.
This breakthrough standard has been applied in a long series of interest arbitration
decisions. Arbitrators believe its use helps ensure that the parties do not achieve through
interest arbitration what they could not achieve at the bargaining table and also that neither
party gets something for free or a deal beyond what it could have obtained if it could strike. City
of Rockford, S-MA-99-078. (Goldstein, 2008)
Arbitrator Ed Benn explained in one of his interest arbitration decisions how the use of
the breakthrough standards pr",36533,37425,89cac8bca32880972dc16d3f81b26af71750cbfcd0703d9e2d145ba30edc567d,"ting proposals in several interest arbitrations. Arbitrator McAlpin
has expressed this standard in several cases. 3

Under this standard, the party desiring a

","ovides important stability to the parties' expectations. Benn
asserted that the parties:
. . . also know that the interest arbitrator (if doing the job correctl",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,moderate,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-3fcd781b4e7d70d94374a298,TXT378-f4b37c37d3f85692b3f9,RS556-70ec8b4011e745142973,TS4L-9d4fb416edd8335ec617,lane_2,tier_c,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-18-326-arb-award.pdf,"S-MA-18-326 Arb Award (City of Springfield & Police Benevolent and Protective Association, Unit #5) — Illinois Labor Relations Board",Capital,IL,Midwest,safety_and_non_safety_bargaining_units,"police (patrol officers, sergeants, detectives)","Police Benevolent and Protective Association, Unit #5 (PBPA) (City of Springfield)","Issued Feb 24, 2020 (interest arbitration award within 2014-2024 window)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record (interest arbitration award),strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f4b37c37d3f85692b3f9.txt,5873caf036acd6f90b622d7bf5d70721c57a5c2c3c20e78d14887aeb7603cce4,f055fd9221e7bfcc8c102c14d586c4699cf7837e6a5d0d898b62d3c2ef03f0c0,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"the change or that comparable groups were able to achieve the
provision.
This breakthrough standard has been applied in a long series of interest arbitration
decisions. Arbitrators believe its use helps ensure that the parties do not achieve through
interest arbitration what they could not achieve at the bargaining table and also that neither
party gets something for free or a deal beyond what it could have obtained if it could strike. City
of Rockford, S-MA-99-078. (Goldstein, 2008)
Arbitrator Ed Benn explained in one of his interest arbitration decisions how the use of
the breakthrough standards provides important stability to the parties' expectations. Benn
asserted that the parties:
. . . also know that the",36818,37538,ce218cf130945b17c165395b7cc72f453e8a3504a3f9b34d45b12735ca4e75d6,"ntified need without imposing undue hardship on the
other party; and
3) There has been a quid pro quo offered to the other party of sufficient value to
buy out "," interest arbitrator (if doing the job correctly by consistently
following his or her own prior decisions to provide stability) is not going to award
a breakthr",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,moderate,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-5d5a424bd491b5b85c19d1a2,TXT378-f4b37c37d3f85692b3f9,RS556-70ec8b4011e745142973,TS4L-9d4fb416edd8335ec617,lane_2,tier_c,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-18-326-arb-award.pdf,"S-MA-18-326 Arb Award (City of Springfield & Police Benevolent and Protective Association, Unit #5) — Illinois Labor Relations Board",Capital,IL,Midwest,safety_and_non_safety_bargaining_units,"police (patrol officers, sergeants, detectives)","Police Benevolent and Protective Association, Unit #5 (PBPA) (City of Springfield)","Issued Feb 24, 2020 (interest arbitration award within 2014-2024 window)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record (interest arbitration award),strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f4b37c37d3f85692b3f9.txt,5873caf036acd6f90b622d7bf5d70721c57a5c2c3c20e78d14887aeb7603cce4,f055fd9221e7bfcc8c102c14d586c4699cf7837e6a5d0d898b62d3c2ef03f0c0,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ould not achieve at the bargaining table and also that neither
party gets something for free or a deal beyond what it could have obtained if it could strike. City
of Rockford, S-MA-99-078. (Goldstein, 2008)
Arbitrator Ed Benn explained in one of his interest arbitration decisions how the use of
the breakthrough standards provides important stability to the parties' expectations. Benn
asserted that the parties:
. . . also know that the interest arbitrator (if doing the job correctly by consistently
following his or her own prior decisions to provide stability) is not going to award
a breakthrough or change the status quo either through establishing a new
benefit or reducing an existing one unless there is a show",37100,37820,a7bbe6c7a59105ca5e27f325b32576763064533d49393f0603ca15aec51233e9,"long series of interest arbitration
decisions. Arbitrators believe its use helps ensure that the parties do not achieve through
interest arbitration what they c","ing that the existing
system is broken - which is a heavy burden to meet. And that means that
through prior awards of the interest arbitrator the arbitrator has",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,moderate,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-57141fc60325d6c8860f4017,TXT378-8784989046e10a5421b1,RS556-75a136da22d47c9be546,TS4L-76c7c936d87bc5bdb024,lane_2,tier_c,verification_ready_medium,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/North-Kingstown-Firefighters-Local-1651-CBA-Exp-4-30-2022.pdf,North Kingstown Firefighters Local 1651 CBA — expiring 4/30/2022,North Kingstown,RI,Northeast,safety_and_non_safety_bargaining_units,Firefighters (Public Safety),"North Kingstown Firefighters, Local 1651",Contract expiring 4/30/2022 (per filename),2018-05-01 (inferred,2022-04-30 (explicit,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8784989046e10a5421b1.txt,3cac35e023f95751bad5d83456d44a752991fbf613312de7128f147c6681c4d8,26365cc0dba90e8561c749de14e2688f36f9e95b3c99c17a1a44d964eeb48f2d,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"Regulations.............................................................................................. 1
Section 1.3 Management Rights ................................................................................................. 1
Section 1.4 No Strike; No Lock-Out........................................................................................... 2
Section 1.5 No Discrimination.................................................................................................... 2
Section 1.6 Definition ................................................................................................................. 2
Section 1.7 Exclusions .................................................",506,1215,c567bb9d2bb4aed90f5a073f577678b84efa5cbeb949cf052c39dc34e02a1c3a,"
Section 1.1 Recognition .............................................................................................................. 1
Section 1.2 Rules and ","............................................................... 3
Section 1.8 Residency ........................................................................",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-05450c09e5e9c8089be642f8,TXT378-8784989046e10a5421b1,RS556-75a136da22d47c9be546,TS4L-76c7c936d87bc5bdb024,lane_2,tier_c,verification_ready_medium,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/North-Kingstown-Firefighters-Local-1651-CBA-Exp-4-30-2022.pdf,North Kingstown Firefighters Local 1651 CBA — expiring 4/30/2022,North Kingstown,RI,Northeast,safety_and_non_safety_bargaining_units,Firefighters (Public Safety),"North Kingstown Firefighters, Local 1651",Contract expiring 4/30/2022 (per filename),2018-05-01 (inferred,2022-04-30 (explicit,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8784989046e10a5421b1.txt,3cac35e023f95751bad5d83456d44a752991fbf613312de7128f147c6681c4d8,26365cc0dba90e8561c749de14e2688f36f9e95b3c99c17a1a44d964eeb48f2d,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"administration of the department, discipline of its members and for the enforcement and
execution of all laws, ordinances and rules and regulations of the department.
Section 1.4 No Strike; No Lock-Out
The Union agrees that it will not call or support any strike, work stoppage, or work
slowdown against the Town that would impede the proper functioning of the Town Government
at any time. The Town agrees that it will not lock out any employees at any time. Any employee
engaging in such work stoppage, slowdown or strike shall be subject to IMMEDIATE
DISMISSAL by the employer without any rights, whatsoever, to any of the benefits prov",13221,13859,2942a78387e60844e21a7c5d9c3660c9cb05e03a489f02026ccdd8cc2291b744,"ement. Such rights and responsibilities shall include, but
not be limited to the responsibility for the efficient operation of the services of the department,

","ided in
this Agreement. The Union may grieve the questions of fact of the participation of an employee
in such activity, but not the scope of the disciplinary a",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
