wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
NY25-2026-07-20,11,NY,Mount Vernon,cog_2025_186665,186665,CITY OF MOUNT VERNON,municipal,place,71168,1,no,Westchester County [36119; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,Large unscouted Westchester city selected to deepen downstate safety/non-safety comparison without using a town or special district.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF MOUNT VERNON employer and Census ID 186665, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Westchester County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF MOUNT VERNON canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF MOUNT VERNON source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,12,NY,Troy,cog_2025_131273,131273,CITY OF TROY,municipal,place,50607,1,no,Rensselaer County [36083; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Capital Region city selected to compare an independent municipal employer with nearby Albany and Schenectady.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF TROY employer and Census ID 131273, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Rensselaer County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF TROY canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF TROY source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,13,NY,Niagara Falls,cog_2025_194798,194798,CITY OF NIAGARA FALLS,municipal,place,47599,1,no,Niagara County [36063; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Western-New York city selected for regional and municipal labor-market contrast with Buffalo.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF NIAGARA FALLS employer and Census ID 194798, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Niagara County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF NIAGARA FALLS canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF NIAGARA FALLS source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,14,NY,Binghamton,cog_2025_170449,170449,CITY OF BINGHAMTON,municipal,place,46727,1,no,Broome County [36007; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Southern Tier city selected as a medium-scale municipal employer and regional administrative anchor.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF BINGHAMTON employer and Census ID 170449, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Broome County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF BINGHAMTON canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF BINGHAMTON source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,15,NY,Poughkeepsie,cog_2025_212071,212071,CITY OF POUGHKEEPSIE,municipal,place,31772,1,no,Dutchess County [36027; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Hudson Valley city selected for a smaller single-county municipal-employer comparison.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF POUGHKEEPSIE employer and Census ID 212071, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Dutchess County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF POUGHKEEPSIE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF POUGHKEEPSIE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,16,NY,Newburgh,cog_2025_170594,170594,CITY OF NEWBURGH,municipal,place,28237,1,no,Orange County [36071; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Hudson Valley city selected for an independent Orange County municipal labor-market setting.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF NEWBURGH employer and Census ID 170594, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Orange County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF NEWBURGH canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF NEWBURGH source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,17,NY,Middletown,cog_2025_211394,211394,CITY OF MIDDLETOWN,municipal,place,30152,1,no,Orange County [36071; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Orange County city paired regionally with Newburgh while preserving a separate municipal employer.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF MIDDLETOWN employer and Census ID 211394, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Orange County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF MIDDLETOWN canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF MIDDLETOWN source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,18,NY,Ithaca,cog_2025_208858,208858,CITY OF ITHACA,municipal,place,32724,1,no,Tompkins County [36109; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Finger Lakes university-region city selected while explicitly excluding university and county substitutes.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF ITHACA employer and Census ID 208858, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Tompkins County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF ITHACA canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF ITHACA source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,19,NY,Saratoga Springs,cog_2025_212227,212227,CITY OF SARATOGA SPRINGS,municipal,place,28544,1,no,Saratoga County [36091; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Capital District/northern Hudson city selected for a distinct tourism and municipal-administration setting.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF SARATOGA SPRINGS employer and Census ID 212227, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Saratoga County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF SARATOGA SPRINGS canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF SARATOGA SPRINGS source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,20,NY,Watertown,cog_2025_212228,212228,CITY OF WATERTOWN,municipal,place,24157,1,no,Jefferson County [36045; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,North Country city selected to extend the batch beyond the major downstate and Thruway labor markets.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF WATERTOWN employer and Census ID 212228, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Jefferson County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF WATERTOWN canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF WATERTOWN source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,21,NY,Kingston,cog_2025_109582,109582,CITY OF KINGSTON,municipal,place,23777,1,no,Ulster County [36111; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Mid-Hudson city selected as a smaller independent municipal employer and county-seat comparison.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF KINGSTON employer and Census ID 109582, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Ulster County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF KINGSTON canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF KINGSTON source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,22,NY,Jamestown,cog_2025_194806,194806,CITY OF JAMESTOWN,municipal,place,27965,1,no,Chautauqua County [36013; county; government-units-primary=yes; basis=2020_place_by_county],clean_municipal_employer_candidate,Smaller western-New York city selected for scale contrast and a potentially clean city-employer boundary.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF JAMESTOWN employer and Census ID 194806, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Chautauqua County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF JAMESTOWN canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF JAMESTOWN source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
