wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
IL25.2-2026-07-20,11,IL,Elmhurst,cog_2025_162296,162296,CITY OF ELMHURST,municipal,place,45336,2,yes,Cook County [17031; county; government-units-primary=no; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,DuPage County city selected for a municipal employer comparison between the larger and smaller Illinois tiers.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF ELMHURST employer and Census ID 162296, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Cook County/DuPage County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF ELMHURST canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF ELMHURST source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,12,IL,Romeoville,cog_2025_102873,102873,VILLAGE OF ROMEOVILLE,municipal,place,40955,1,no,Will County [17197; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Will County village selected as a separate municipal labor-market comparison near Joliet and Bolingbrook.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF ROMEOVILLE employer and Census ID 102873, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Will County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF ROMEOVILLE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF ROMEOVILLE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,13,IL,Crystal Lake,cog_2025_162474,162474,CITY OF CRYSTAL LAKE,municipal,place,40861,1,no,McHenry County [17111; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,McHenry County city selected to extend coverage into the outer northwest metropolitan region.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF CRYSTAL LAKE employer and Census ID 162474, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute McHenry County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF CRYSTAL LAKE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF CRYSTAL LAKE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,14,IL,DeKalb,cog_2025_102649,102649,CITY OF DE KALB,municipal,place,40211,1,no,DeKalb County [17037; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,DeKalb County city selected as a regional administrative and university-market setting while excluding university employers.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF DE KALB employer and Census ID 102649, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute DeKalb County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF DE KALB canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF DE KALB source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,15,IL,Carpentersville,cog_2025_162404,162404,VILLAGE OF CARPENTERSVILLE,municipal,place,37099,1,no,Kane County [17089; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Kane County village selected for Fox River corridor diversity and a separate municipal employer from Elgin.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF CARPENTERSVILLE employer and Census ID 162404, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Kane County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF CARPENTERSVILLE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF CARPENTERSVILLE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,16,IL,Oswego,cog_2025_194718,194718,VILLAGE OF OSWEGO,municipal,place,37074,2,yes,Kendall County [17093; county; government-units-primary=yes; basis=2020_place_by_county] | Will County [17197; county; government-units-primary=no; basis=2020_place_by_county],regional_diversity_candidate,Kendall County village selected for outer-suburban growth and a clean municipal-government comparison.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact VILLAGE OF OSWEGO employer and Census ID 194718, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Kendall County/Will County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no VILLAGE OF OSWEGO canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued VILLAGE OF OSWEGO source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,17,IL,Pekin,cog_2025_162651,162651,CITY OF PEKIN,municipal,place,31126,2,yes,Peoria County [17143; county; government-units-primary=no; basis=2020_place_by_county] | Tazewell County [17179; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Tazewell County city selected for central-Illinois industrial and municipal-administration contrast with Peoria.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF PEKIN employer and Census ID 162651, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Peoria County/Tazewell County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF PEKIN canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF PEKIN source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,18,IL,Danville,cog_2025_102859,102859,CITY OF DANVILLE,municipal,place,28206,1,no,Vermilion County [17183; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Vermilion County city selected as an eastern-Illinois regional center outside the Chicago metropolitan labor market.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF DANVILLE employer and Census ID 102859, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Vermilion County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF DANVILLE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF DANVILLE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,19,IL,Granite City,cog_2025_125005,125005,CITY OF GRANITE CITY,municipal,place,26908,1,no,Madison County [17119; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Madison County industrial city selected for Metro East geographic and bargaining-institution contrast.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF GRANITE CITY employer and Census ID 125005, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Madison County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF GRANITE CITY canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF GRANITE CITY source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,20,IL,Urbana,cog_2025_124874,124874,CITY OF URBANA,municipal,place,38209,1,no,Champaign County [17019; county; government-units-primary=yes; basis=2020_place_by_county],continuity_with_il25_candidate,"Municipal counterpart to IL25 Champaign, whose successful scout returned no candidates; selected without treating Champaign's empty result as verification.",Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF URBANA employer and Census ID 124874, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Champaign County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF URBANA canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF URBANA source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.2-2026-07-20,21,IL,Rock Island,cog_2025_162602,162602,CITY OF ROCK ISLAND,municipal,place,36132,1,no,Rock Island County [17161; county; government-units-primary=yes; basis=2020_place_by_county],continuity_with_il25_candidate,Independent Rock Island County city selected to extend the IL25 Moline comparison across Quad Cities municipal employers.,Illinois second-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; expand geographic and employer-scale variation after IL25.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF ROCK ISLAND employer and Census ID 162602, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Rock Island County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF ROCK ISLAND canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF ROCK ISLAND source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
