blocker_record_id,source_layer,original_record_id,unit_type,claim_boundary,blocker_or_route,caveats,resolution
WCB-38a7e33e0208540d6cec2c9d,combined_broad,WCRS-93e7fb049bec07e5a6e41aa5,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-90175faa547b5f501b005e8d,combined_broad,WCRS-e6173c30d563665c6bc8805a,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d965db821130a16f4937d314,combined_broad,WCRS-e9b7bc1b1a52de5a87bc1772,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-4e6a7c6ed708fd66b5778309,combined_broad,WCRS-f6b2fd0b1150ebcf86ee8585,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0a9e8c79ef70afb2b3eb061f,combined_broad,WCRS-ea45975089838af68d6b08c7,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-fd363d7ec81b1b698fefa0c4,combined_broad,WCRS-bec44c257e480cabf771c9bc,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3d430bcfa4e8e7d672292408,combined_broad,WCRS-0c0dea9d08c3962b7f203360,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-1f2c038b06f45297543e2623,combined_broad,WCRS-fb7f7e20ca4c793e2c07e1f6,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-c0264653dbf61eab4f20cd49,combined_broad,WCRS-94e19f7eae695f2a29762612,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e910ad55a543df5e2002943d,combined_broad,WCRS-46d801723d73446222016cfd,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3eb16db19ac52103574fbd1f,combined_broad,WCRS-6d2bdd39e1454564f6dbb8bc,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8cbe0a20e25bddd01a715d86,combined_broad,WCRS-18d68376f6a0b8ae5e63d08c,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-f99e8e782581287cea21609f,combined_broad,WCRS-c4820de75f426137efd0d2e0,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-07953cfe7daabbe2e307ecb3,combined_broad,WCRS-91eb67f83d12488a42048ccc,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-1a8c3d988c6cdb38d97d4822,combined_broad,WCRS-01e7ec226395054bb8ffbf3c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3e118c5f85f8a825de33a8f5,combined_broad,WCRS-6da299915ed8f5e5749fa16d,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-73c5ab37c716fb5425f08203,combined_broad,WCRS-c901c79449ed29dcee446b6d,rated_span,repair_needed,source_navigation_only,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-aee51a16e1f5c4831197cd4d,combined_broad,WCRS-8773ecbdd030e5b22554df37,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-5813f2bba8ec48d9969071a8,combined_broad,WCRS-437bd9eb3f30d512b78ad039,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-22ebeee0952f505d407f939a,combined_broad,WCRS-ba35c818127037f72ebb4962,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-f1f4afdbd6fa4a92aff50326,combined_broad,WCRS-fdf002919ce75ca184d414ef,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3d9f3ce34b6fce5a3608f62a,combined_broad,WCRS-953459b86e78108ca9519f6e,rated_span,repair_needed,source_navigation_only,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-98367df3e69526c6b8e23b29,combined_broad,WCRS-9eeffaed64ae452163184fa0,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d0c289834ef4fb3897a8aa64,combined_broad,WCRS-0e377728b35c0521ab0b7836,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-b7d7f01aa1b49aac7a39923c,combined_broad,WCRS-1d9d099d93189166041efa86,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-fad3cc6b0147d666be177ecd,combined_broad,WCRS-b260eafa8072871ed3c50c92,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-5b5da58b6a69280bc49f3e5a,combined_broad,WCRS-fb65383b7533b76da455192d,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-2f41533e72851775f7fb7414,combined_broad,WCRS-f7665e3f4625837c52a7f573,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-45cb291c47478907088065fe,combined_broad,WCRS-a6d1c96ef3f8b6fcd30244ab,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-675e20fc65fe120aac0a4a90,combined_broad,WCRS-09e29b6c6f965593ecf7a282,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-06f5f44ef5940ab29d35bfd4,combined_broad,WCRS-dbbf6cd1c6654166c3e056bc,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6e76bdf86e8b58a624f927a9,combined_broad,WCRS-620843e0839fc4e262741ced,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-7f2761bdeb4a9f58140888f1,combined_broad,WCRS-1d0baab3c5627dce5c8ad00c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-4fbdc70d65fa586cf039573e,combined_broad,WCRS-a49f24394548104add2821dc,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ee29fdde70ea994b404c3a1e,combined_broad,WCRS-381ef16decf70cf6372238f6,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-306efb0b849472a773236ebb,combined_broad,WCRS-b64b8d51dea3664a7d2a62a9,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3a8d8b43502296801ef15f96,combined_broad,WCRS-f426461c09443adaff24472f,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d74b9eeeac0f5b13eef7c3d9,combined_broad,WCRS-1078f640b26105ce8781d363,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ff8f0cf416a7d54bf354eb7a,combined_broad,WCRS-418418c724fb46939c366263,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-addf898b597da452e35a32ff,combined_broad,WCRS-31bcff48aea8df7fc38bf17f,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-7f7d26b2a51862b187f2249a,combined_broad,WCRS-bec060c4162d5a29460ab7c4,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-517eae6dfa31395e746e7714,combined_broad,WCRS-21c29e9861044a141357b75c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ef205206d65ceee7cd81ae20,combined_broad,WCRS-32b7f3a416a1373c12f07e0f,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-10b3f57206465f01341ef8f8,combined_broad,WCRS-9bebb0d3af374846072510af,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e8b87d06f3684a1266809e03,combined_broad,WCRS-8ef4c9c28f37b81dbe2ffb2a,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-556bc25c1305b8521a020bfe,combined_broad,WCRS-f19732fa362c4a9f40433503,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-2d1d802a6bd87a8fcb4dc8d5,combined_broad,WCRS-6cee864c9c29597cdc218a4b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-473359e9812a5b2a3aad52f3,combined_broad,WCRS-ee0dbeb14a5100c45af966fe,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-17e927e358b1cb320530a263,combined_broad,WCRS-c830b723430691788249ffb1,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ed9c0df2b613f216dd357c2a,combined_broad,WCRS-89d08715ed0f350a3f940e40,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-fd27fafccfadc87deb8ae70e,combined_broad,WCRS-73e485d9f5762b080f2ad554,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-69fd2da6b0f165a98cc5e1dd,combined_broad,WCRS-4d5c72e347f293ab96788541,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-2b81a45cef6e827f6a175405,combined_broad,WCRS-fa7bf4da14424d4fc48bc304,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-02ae80d6a0c90dfd0b9f097f,combined_broad,WCRS-a5a67ae98cd4fd5302dcc816,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-53b48bf1ae511c1a4aeda9f4,combined_broad,WCRS-9571aafecc8c20d891068075,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6c4bfaa8957d148342c623f9,combined_broad,WCRS-ea4053db805203a378b019be,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8304f706e486702543445e2c,combined_broad,WCRS-a0994b02bc9769902b429278,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-f9642538e2f30f8044380c78,combined_broad,WCRS-72fe7eb5c3283adadd6eb91c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-23e8c4aa42c3dd46abdf1cb0,combined_broad,WCRS-7219dd8194080cdbb9db72f4,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a5e13f68ee3c290633f6862f,combined_broad,WCRS-a349c4334a2a51b1c9060529,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-259fe97bbf165392d64f5abf,combined_broad,WCRS-1199e762bb1d8ed6bf964caa,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d2842cfd34429bddf6509812,combined_broad,WCRS-8c74755bf0288a1328b9fd0c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-58654948f9c7a1a331425296,combined_broad,WCRS-f6efe061b78143e5fbaba4d7,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-386f3bef7224d94a462c279b,combined_broad,WCRS-fb4f81aa73509faccd5c28ab,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-1fff3ff85a0b5ddc69123dbe,combined_broad,WCRS-cc83aff57733e6f6ca462f1b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e112877b49130a6a04b585d9,combined_broad,WCRS-c2d46c29d4825b452eacea18,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-255e4ae67728e2c84f450c2f,combined_broad,WCRS-bcc629d928491708ee26d779,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-030abd9d1c3a83203f997f56,combined_broad,WCRS-e3a57c58bcfe674c33d72971,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3078149b0a9b82bd299f1df9,combined_broad,WCRS-573ffe11b34df564bef8a0f8,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-c649f0adbe88731a2dc205b6,combined_broad,WCRS-73014e68b57b3dad40b35edd,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6d42db95ba4e2127c9ba083a,combined_broad,WCRS-3950cb85d1eb26b9ce314a62,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-c588ee5b4bfa203c88d95d29,combined_broad,WCRS-040e98baa5caec9cf18bd2be,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-1af31e629a1994a5fb305cc7,combined_broad,WCRS-6d0d9212f2e7700ae0cd8e84,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-5db96f3a2f3d8f766878a6b7,combined_broad,WCRS-1cf76d2e8361dcb1f4e3851e,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8b8f01b8759e09ad0fd5daae,combined_broad,WCRS-d8e94b08904ef864e4a0ee06,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-9f1162a273333d4f8317efa6,combined_broad,WCRS-d33e9308ad7ac015d0168e4f,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6fb3a2854a40666f64beb23f,combined_broad,WCRS-131036bb221ac8d4dee48c0e,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-5cca99220a7210c649f5168f,combined_broad,WCRS-c9a3a2539ad5821c4554c3eb,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a81419182ef1876f2fff6d63,combined_broad,WCRS-be8052ace1cb2c547dd65a0e,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-51cb634d196d8092f43ec2e7,combined_broad,WCRS-5309ff8a86adf5c3ad9c4b9f,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-4895873dac3bcb75541bfca2,combined_broad,WCRS-aba96298e74ecbe807654333,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-7166394ec9186f5d2cf82969,combined_broad,WCRS-55a9f37cef15c29fa2699107,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
