evidence_id,row_document_id,attribute_taxonomy_version,primary_attribute,overall_evidence_quality,scout_priority_signal,no_wage_gap_claim,no_final_causal_claim,gabriel_backend,gabriel_model,gabriel_request_id,gabriel_attempt_count,qa_status,automatic_raise_mechanism__attribute_present,automatic_raise_mechanism__direction_of_pressure,automatic_raise_mechanism__evidence_strength,automatic_raise_mechanism__claim_relevance,automatic_raise_mechanism__reason_code,automatic_raise_mechanism__supporting_quote,automatic_raise_mechanism__claim_boundary,bargaining_power_signal__attribute_present,bargaining_power_signal__direction_of_pressure,bargaining_power_signal__evidence_strength,bargaining_power_signal__claim_relevance,bargaining_power_signal__reason_code,bargaining_power_signal__supporting_quote,bargaining_power_signal__claim_boundary,market_or_comparability_pressure__attribute_present,market_or_comparability_pressure__direction_of_pressure,market_or_comparability_pressure__evidence_strength,market_or_comparability_pressure__claim_relevance,market_or_comparability_pressure__reason_code,market_or_comparability_pressure__supporting_quote,market_or_comparability_pressure__claim_boundary,rank_or_specialization_premium__attribute_present,rank_or_specialization_premium__direction_of_pressure,rank_or_specialization_premium__evidence_strength,rank_or_specialization_premium__claim_relevance,rank_or_specialization_premium__reason_code,rank_or_specialization_premium__supporting_quote,rank_or_specialization_premium__claim_boundary,implementation_or_retroactivity_advantage__attribute_present,implementation_or_retroactivity_advantage__direction_of_pressure,implementation_or_retroactivity_advantage__evidence_strength,implementation_or_retroactivity_advantage__claim_relevance,implementation_or_retroactivity_advantage__reason_code,implementation_or_retroactivity_advantage__supporting_quote,implementation_or_retroactivity_advantage__claim_boundary,fiscal_constraint_signal__attribute_present,fiscal_constraint_signal__direction_of_pressure,fiscal_constraint_signal__evidence_strength,fiscal_constraint_signal__claim_relevance,fiscal_constraint_signal__reason_code,fiscal_constraint_signal__supporting_quote,fiscal_constraint_signal__claim_boundary,parity_or_internal_equity_signal__attribute_present,parity_or_internal_equity_signal__direction_of_pressure,parity_or_internal_equity_signal__evidence_strength,parity_or_internal_equity_signal__claim_relevance,parity_or_internal_equity_signal__reason_code,parity_or_internal_equity_signal__supporting_quote,parity_or_internal_equity_signal__claim_boundary,non_base_compensation_signal__attribute_present,non_base_compensation_signal__direction_of_pressure,non_base_compensation_signal__evidence_strength,non_base_compensation_signal__claim_relevance,non_base_compensation_signal__reason_code,non_base_compensation_signal__supporting_quote,non_base_compensation_signal__claim_boundary,base_wage_direct_value__attribute_present,base_wage_direct_value__direction_of_pressure,base_wage_direct_value__evidence_strength,base_wage_direct_value__claim_relevance,base_wage_direct_value__reason_code,base_wage_direct_value__supporting_quote,base_wage_direct_value__claim_boundary,safety_advantage_signal__attribute_present,safety_advantage_signal__direction_of_pressure,safety_advantage_signal__evidence_strength,safety_advantage_signal__claim_relevance,safety_advantage_signal__reason_code,safety_advantage_signal__supporting_quote,safety_advantage_signal__claim_boundary,non_safety_constraint_signal__attribute_present,non_safety_constraint_signal__direction_of_pressure,non_safety_constraint_signal__evidence_strength,non_safety_constraint_signal__claim_relevance,non_safety_constraint_signal__reason_code,non_safety_constraint_signal__supporting_quote,non_safety_constraint_signal__claim_boundary,gap_narrowing_signal__attribute_present,gap_narrowing_signal__direction_of_pressure,gap_narrowing_signal__evidence_strength,gap_narrowing_signal__claim_relevance,gap_narrowing_signal__reason_code,gap_narrowing_signal__supporting_quote,gap_narrowing_signal__claim_boundary,strike_or_no_strike_constraint__attribute_present,strike_or_no_strike_constraint__direction_of_pressure,strike_or_no_strike_constraint__evidence_strength,strike_or_no_strike_constraint__claim_relevance,strike_or_no_strike_constraint__reason_code,strike_or_no_strike_constraint__supporting_quote,strike_or_no_strike_constraint__claim_boundary,weak_or_no_claim_support__attribute_present,weak_or_no_claim_support__direction_of_pressure,weak_or_no_claim_support__evidence_strength,weak_or_no_claim_support__claim_relevance,weak_or_no_claim_support__reason_code,weak_or_no_claim_support__supporting_quote,weak_or_no_claim_support__claim_boundary
qualitative:lobs_2e1b80e6a5545bd3408ff66d,lobs_2e1b80e6a5545bd3408ff66d,v1.1,weak_or_no_claim_support,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0e74359bc4ab981e006a66565db8d481908b3e965ca5c568df,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,evidence_does_not_describe_an_automatic_rule,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_reference_negotiation_or_union_leverage,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_mention_market_comparison_or_competitive_justification,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_identify_pay_differentiation_by_rank_or_role,,",",false,not_applicable,not_supported,not_claim_ready,evidence_only_mentions_effective_timing_without_comparative_or_staged_terms,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_cite_budget_or_finance_constraints,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_use_parity_or_internal_equity_language,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_discuss_non_base_compensation_components,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_report_base_pay_amount_or_rate,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_state_a_safety_related_compensation_mechanism,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_indicate_constraints_on_non_safety_pay,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_describe_gap_narrowing_mechanism_or_comparison,,",",false,not_applicable,not_supported,not_claim_ready,evidence_does_not_mention_strike_or_no_strike_language,,",",true,not_applicable,weak,not_claim_ready,span_too_short_and_does_not_describe_any_mechanism_or_pay_parameter,at an effective level.,Single timing fragment without sufficient context for any rated compensation mechanism.
qualitative:lobs_2e344f5681c01d3d0c8d06ab,lobs_2e344f5681c01d3d0c8d06ab,v1.1,bargaining_power_signal,low,medium,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0cd3dc7ff54ba810006a66565fd4fc8193a7b53d655062db25,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_formula_or_discretion_span,,",  no evidence",true,gap_narrowing,moderate,direct_text_claim,span_states_must_be_bargained_between_parties_effective_dates,must be bargained between the parties,"Applies to officers effective July 1, 2028 or later; indicates bargaining requirement but does not specify wage amounts or outcomes.",false,not_applicable,not_supported,not_claim_ready,no_market_or_comparability_language_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_rank_or_classification_pay_differentiation_in_span,,",  no evidence",true,neutral_or_unclear,weak,documentary_mechanism_claim,span_mentions_effective_july_1_2028_or_later_timing_only,"effective July 1, 2028 or later",Timing constraint/requirement for when bargaining applies; does not establish retroactivity or a favorable pay timing effect.,false,not_applicable,not_supported,not_claim_ready,no_budget_funding_or_affordability_terms_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_terms_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_terms_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_salary_wage_rate_or_amount_reported_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_comparative_mechanism_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_language_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_gap_or_compression_relief_mechanism_described_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_language_in_span,,",  no evidence",false,not_applicable,not_supported,not_claim_ready,another_attribute_supported_so_not_applicable,,",  no evidence"
qualitative:lobs_2f02488c9320af9a78933fa7,lobs_2f02488c9320af9a78933fa7,v1.1,automatic_raise_mechanism,low,medium,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0a0904f313d0a21a006a6656653cec8190bc05a76947118cd5,1,schema_valid_exact_quote_verified,true,gap_narrowing,moderate,provisional_causal_candidate,step_anniversary_driven_increase_rule_language,The year of the step anniversary date changes as the employee moves step to step.,Indicates a step/seniority-style schedule tied to a step anniversary date; does not specify cross-category wage effects or final causality.,false,not_applicable,not_supported,not_claim_ready,no_bargaining_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_market_or_comparison_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_pay_differentiation_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_retroactivity_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_budget_or_funding_constraint_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_base_wage_amount_or_rate_specified_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_safety_or_police_fire_comparative_mechanism_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_explicit_gap_or_compression_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_language_in_span,,: ,false,not_applicable,not_supported,not_claim_ready,another_attribute_is_supported_so_weak_support_not_applicable,,:
qualitative:lobs_2f038cd732506dff8e6167a1,lobs_2f038cd732506dff8e6167a1,v1.1,implementation_or_retroactivity_advantage,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_001f227d219b2fc2006a665681bf0c8194a04cc96772e38547,2,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_language_in_span,,"The provided span does not indicate an automatic raise mechanism such as COLA, CPI, step, or seniority.",false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language_in_span,,"The provided span does not mention bargaining, negotiation, or dispute resolution.",false,not_applicable,not_supported,not_claim_ready,no_market_comparison_or_competitiveness_language_in_span,,The provided span does not justify pay by market or comparability.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_pay_differentiation_language_in_span,,The provided span does not indicate pay differences by rank/classification/specialty.,true,neutral_or_unclear,weak,provisional_causal_candidate,span_mentions_effective_date_only_without_timing_advantage_details,The effective date for the time in,"This only suggests a timing/effective-date term; it does not specify an advantage (retroactivity, staged increase, or comparative timing).",false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraint_language_in_span,,The provided span does not cite fiscal constraints.,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language_in_span,,"The provided span does not mention parity, compression, or internal equity.",false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_components_in_span,,"The provided span does not mention overtime, stipends, benefits, or other non-base compensation.",false,not_applicable,not_supported,not_claim_ready,no_base_wage_amount_or_rate_in_span,,The provided span does not directly state base wage/rate/step/grade/percentage.,false,not_applicable,not_supported,not_claim_ready,no_safety_relative_compensation_mechanism_in_span,,The provided span does not describe a mechanism advantaging safety pay relative to others.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_delayed_differentiation_language_in_span,,The provided span does not indicate constraints or weaker differentiation for non-safety pay.,false,not_applicable,not_supported,not_claim_ready,no_gap_equity_or_compression_relief_language_in_span,,The provided span does not mention mechanisms that could narrow safety/non-safety differences.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_provisions_in_span,,The provided span does not discuss strike rights or labor-peace/no-strike constraints.,false,not_applicable,not_supported,not_claim_ready,another_attribute_is_present_so_weak_or_no_claim_support_not_used,,Not applicable because implementation_or_retroactivity_advantage is already marked present.
qualitative:lobs_2f1e404f178dea58246ccac6,lobs_2f1e404f178dea58246ccac6,v1.1,implementation_or_retroactivity_advantage,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_01d7d636a2b6fc5b006a665667a7d08190991b34400f13c712,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_indicated,,"Not enough detail in the evidence span to show an automatic formula (e.g., COLA/CPI/step/seniority).",false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language,,"The span does not mention bargaining, arbitration, or negotiation effects.",false,not_applicable,not_supported,not_claim_ready,no_market_or_competitive_justification,,No market comparison or competitiveness justification is stated.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_differentiation,,The span does not describe pay differences by rank or specialty.,true,neutral_or_unclear,weak,documentary_mechanism_claim,timing_window_stated_without_comp_amount_or_comparison,"Effective July 1, 2005 through January 10, 2015","This indicates timing/implementation period, but the span does not specify retroactivity terms or comparative advantage.",false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraints,,The span does not reference fiscal limits or budget constraints.,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language,,No equity or parity language appears in the span.,false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_item_listed,,"The span does not mention overtime, stipends, leave, benefits, or reimbursements.",false,not_applicable,not_supported,not_claim_ready,no_amount_rate_or_pay_grade_stated,,The span states 'employees shall earn' but does not provide an explicit base wage value.,false,not_applicable,not_supported,not_claim_ready,no_safety_specific_comparison_or_mechanism,,The span does not reference police/fire or safety vs non-safety compensation.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_language,,No language suggests constraints or standardization affecting non-safety pay.,false,not_applicable,not_supported,not_claim_ready,no_equity_compression_mechanism_mentioned,,The span does not mention parity/compression relief or gap-narrowing mechanisms.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_labor_peace_language,,The span does not discuss strike rights or no-strike clauses.,false,not_applicable,not_supported,not_claim_ready,another_attribute_is_supported_in_this_phase,,Not used because implementation_or_retroactivity_advantage is marked present.
qualitative:lobs_2f215c16f89e2da52e92e3eb,lobs_2f215c16f89e2da52e92e3eb,v1.1,strike_or_no_strike_constraint,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0fed749053c5e26a006a6656687a348193b665b2bf70a8d218,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_or_cola_text,,://,true,neutral_or_unclear,weak,documentary_mechanism_claim,interest_arbitration_dispute_resolution_mentions_process_not_leverage,binding interest arbitration,Dispute resolution process; does not state bargaining leverage or pay bargaining outcomes.,false,not_applicable,not_supported,not_claim_ready,no_market_or_peer_comparison_terms,,://,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_compensation_language,,://,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_timing_terms,,://,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_or_funding_constraints,,://,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_or_compression_terms,,://,false,not_applicable,not_supported,not_claim_ready,no_overtime_stipend_longevity_benefit_language,,://,false,not_applicable,not_supported,not_claim_ready,no_wage_rate_grade_or_salary_amounts_reported,,://,false,not_applicable,not_supported,not_claim_ready,no_safety_pay_mechanism_or_comparative_language,,://,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_terms,,://,false,not_applicable,not_supported,not_claim_ready,no_equity_or_compression_mechanism_for_gap_narrowing,,://,true,neutral_or_unclear,weak,documentary_mechanism_claim,interest_arbitration_substitutes_for_dispute_resolution_without_explicit_strike_,the matter shall be submitted to binding interest arbitration,Labor dispute procedure; no explicit statement about strike rights or restrictions in this span.,false,not_applicable,not_supported,not_claim_ready,other_attribute_supported_interest_arbitration_mechanism,,://
qualitative:lobs_2f504053a6dfdc81d4de135d,lobs_2f504053a6dfdc81d4de135d,v1.1,weak_or_no_claim_support,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_05bb4c2108685d64006a66566c84388197b2e913f7a700626e,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_formula_or_cola_text,,No automatic raise rule is specified in the provided span.,false,not_applicable,not_supported,not_claim_ready,no_union_or_negotiation_language,,The span does not mention bargaining or negotiated leverage.,false,not_applicable,not_supported,not_claim_ready,no_market_comparison_or_competitiveness_terms,,No market or comparability justification is stated.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_differentiation_provided,,The span does not indicate pay differences by rank or specialty.,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_timing_language,,No implementation or retroactivity terms appear in the span.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraints_mentioned,,The span does not discuss fiscal or budget limits.,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_mechanism_text,,The span does not provide parity/equity mechanism language.,false,not_applicable,not_supported,not_claim_ready,no_non_base_benefit_items_listed,,"No overtime, stipend, benefits, or reimbursements are mentioned.",false,not_applicable,not_supported,not_claim_ready,no_wage_rate_or_pay_value_in_span,,The span does not directly state any wage or pay value.,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_compensation_mechanism,,The span does not describe any safety compensation advantage mechanism.,false,not_applicable,not_supported,not_claim_ready,no_constraint_on_non_safety_pay_described,,The span does not describe constraints or limitations on non-safety pay.,false,not_applicable,not_supported,not_claim_ready,no_gap_or_compression_language_present,,The span does not mention gap narrowing or compression relief.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_or_labor_peace_terms,,The span does not discuss strike rights or related restrictions.,true,not_applicable,weak,not_claim_ready,span_is_only_a_generic_scope_phrase,All Employees,"This span only indicates a broad group scope and does not contain any compensation mechanism, pay value, constraints, or timing details."
qualitative:lobs_2f5537f15cd5303a8e0d06ee,lobs_2f5537f15cd5303a8e0d06ee,v1.1,weak_or_no_claim_support,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_091eb2e571c2e5c5006a66566d5f80819784ae13557294bf4c,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_mechanism_specified_in_span,,"No wage adjustment rule (e.g., COLA/CPI/step/seniority/contract formula) is stated in the provided span.",false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language_in_span,,"The span does not mention unions, negotiation, arbitration, or similar bargaining processes.",false,not_applicable,not_supported,not_claim_ready,no_market_or_comparison_terms_in_span,,"No market comparison, recruitment/retention competitiveness, or peer-municipality references appear.",false,not_applicable,not_supported,not_claim_ready,no_rank_classification_pay_differential_in_span,,"The span does not specify any rank, certification, classification, or related differential pay.",false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_timing_terms_in_span,,The span provides no effective-date or retroactivity/timing language.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_language_in_span,,"The span does not cite fiscal constraints, budgeting limits, or funding constraints.",false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language_in_span,,"No language about parity, compression, or internal equity is present.",false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_terms_in_span,,"The span does not mention overtime, stipends, benefits, leave, reimbursement, or other non-base items.",false,not_applicable,not_supported,not_claim_ready,no_pay_rate_or_salary_value_in_span,,"No base wage, salary, rate, or pay amount is stated.",false,not_applicable,not_supported,not_claim_ready,no_safety_relative_compensation_mechanism_in_span,,The span does not describe any safety-specific compensation mechanism.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_in_span,,The span does not mention any constraint or standardization affecting non-safety pay.,false,not_applicable,not_supported,not_claim_ready,no_gap_or_equity_mechanism_language_in_span,,No mechanism related to narrowing differences between groups is described.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_labor_rights_language_in_span,,The span does not mention strike rights or work stoppage restrictions.,true,not_applicable,weak,not_claim_ready,span_only_identifies_eligibility_without_wage_mechanism,Eligible employees,"The provided span only indicates who is eligible but does not state any compensation terms, timing, constraints, or mechanisms relevant to the requested attributes."
qualitative:lobs_30accc6cdc19d75ec00d37fb,lobs_30accc6cdc19d75ec00d37fb,v1.1,implementation_or_retroactivity_advantage,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0d7786152a287fec006a66568c6340819097afdab729c349d5,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_language_in_span,,"The span does not state an automatic adjustment rule (e.g., COLA/CPI/steps/seniority/contract formula).",false,not_applicable,not_supported,not_claim_ready,no_union_or_negotiation_leverage_language_in_span,,"The span mentions an Agreement only as context for effectiveness, not bargaining leverage.",false,not_applicable,not_supported,not_claim_ready,no_market_comparison_or_competitiveness_language_in_span,,No market/peer/retention rationale is stated.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_compensation_differentiation_in_span,,No differentiation by rank/certification/specialty is described.,true,gap_narrowing,weak,documentary_mechanism_claim,span_states_effective_timing_for_agreement_wage_adjustments,Wage adjustments consistent with the Agreement will be effective as of January,This supports only that wage adjustments under an Agreement are timed to take effect in January; it does not specify magnitude or relative timing advantage.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraint_language_in_span,,No fiscal constraint is mentioned.,false,not_applicable,not_supported,not_claim_ready,no_parity_internal_equity_language_in_span,,No parity/compression/equity language appears.,false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_components_overtime_stipends_benefits_in_span,,The span does not mention non-base compensation items.,false,not_applicable,not_supported,not_claim_ready,no_base_wage_amount_rate_or_step_value_in_span,,The span does not provide an explicit wage value.,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_comparative_mechanism_in_span,,No safety/police/fire comparative mechanism is stated.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_language_in_span,,No constraint affecting non-safety pay is described.,false,not_applicable,not_supported,not_claim_ready,no_equity_or_compression_or_relative_difference_language_in_span,,The span does not indicate a mechanism to narrow a safety/non-safety pay gap.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_or_labor_peace_language_in_span,,No strike/work-stoppage terms are present.,false,not_applicable,not_supported,not_claim_ready,another_attribute_supported_so_weak_support_not_used,,Not applicable because implementation timing is supported.
qualitative:lobs_30ee0fd5877146507daca338,lobs_30ee0fd5877146507daca338,v1.1,implementation_or_retroactivity_advantage,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_06f856484df3393a006a66568c616c8190806bf80df5f7bdde,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_raise_language_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_bargaining_leverage_terms_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_market_or_competitiveness_language_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_classification_pay_differential_language_in_span,,Not supported by the provided evidence span.,true,neutral_or_unclear,weak,documentary_mechanism_claim,span_mentions_effective_date_timing_for_position_change_without_pay_amount_or_re,The effective date of the position change shall be as soon as possible but no,This only indicates timing for a position change; it does not specify pay amounts or whether changes are retroactive/advantageous versus a comparison.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_language_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_terms_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_base_wage_or_rate_or_step_value_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_safety_advantage_mechanism_language_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_differentiation_language_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_parity_compression_gap_narrowing_mechanism_language_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_or_work_stoppage_terms_in_span,,Not supported by the provided evidence span.,false,not_applicable,not_supported,not_claim_ready,another_attribute_supported_so_not_used,,Not applicable because implementation_or_retroactivity_advantage is present.
qualitative:lobs_3232855663389a176dfe533e,lobs_3232855663389a176dfe533e,v1.1,implementation_or_retroactivity_advantage,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0343da4fe1b15f12006a66568c65b88196962d403d12a2b47b,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_indicator_in_span,,Span contains no automatic COLA/CPI/step/seniority/contract formula language.,false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language_in_span,,Span contains no union/negotiation/arbitration/factfinding/leverage language.,false,not_applicable,not_supported,not_claim_ready,no_market_or_competitive_justification_in_span,,Span contains no market comparison or recruitment/retention rationale.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_pay_differentiation_in_span,,Span contains no rank/certification/classification/specialty pay differentiation.,true,neutral_or_unclear,weak,documentary_mechanism_claim,mentions_effective_timing_but_no_comparative_advantage,pay period (Wednesday following timecard submittal) and be effective that Wednesday at 3:,"Span provides an effective-timing instruction but does not specify a raise amount, retroactivity relative to another baseline, or comparative advantage.",false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraint_language_in_span,,Span contains no fiscal/budget/tax/affordability constraint language.,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language_in_span,,Span contains no parity/compression/internal equity language.,false,not_applicable,not_supported,not_claim_ready,no_overtime_stipend_benefit_or_non_base_comp_terms_in_span,,Span contains no explicit non-base compensation terms.,false,not_applicable,not_supported,not_claim_ready,no_direct_base_wage_amount_or_rate_in_span,,Span contains timing/payment-cycle text but no stated base wage value/rate/amount.,false,not_applicable,not_supported,not_claim_ready,no_safety_or_police_fire_comparative_mechanism_in_span,,Span does not reference safety occupations or differential safety compensation mechanisms.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_in_span,,Span does not describe non-safety compensation constraints or standardization.,false,not_applicable,not_supported,not_claim_ready,no_parity_or_gap_related_language_in_span,,Span provides timing details without any gap/compression/parity mechanism.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_labor_peace_language_in_span,,Span contains no strike/no-strike/work stoppage/essential-service/arbitration substitute terms.,false,not_applicable,not_supported,not_claim_ready,another_attribute_marked_present_so_avoid_weak_or_no_claim_support,,Not used because implementation timing attribute is present (though weak).
qualitative:lobs_323971bf7ffcee0473442d36,lobs_323971bf7ffcee0473442d36,v1.1,base_wage_direct_value,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_04ff75f6384b260d006a66569331608197ac19e264419b68d2,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_in_span,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_market_or_competitive_comparison,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_rank_or_certification_pay_differential_stated,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_staging_terms,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraints,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_mechanism,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,span_mentions_hourly_compensation_not_specific_non_base_benefit,,: not supported by span,true,neutral_or_unclear,moderate,direct_text_claim,explicit_hourly_compensation_statement,"shall be compensated at their hourly rate,",Direct statement of hourly-rate compensation; does not quantify wage level or compare groups.,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_relative_mechanism,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_language,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_parity_compression_or_gap_mechanism,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_terms_in_span,,: not supported by span,false,not_applicable,not_supported,not_claim_ready,not_used_when_other_attribute_present,,: not applicable
