extraction_case_id,document_identity_id,text_table_detection_id,page_number,page_role,bounded_evidence_pointer,text_chars,wage_term_count,numeric_token_count,table_like_line_count,qualitative_mechanism_term_count,non_base_wage_term_count,reference_signal,rendered_image_available,rendered_image_path,packet_page_count,packet_text_chars,packet_status,cumulative_cohort
cexrem_7b4d52a81880763a8ae85c85,doc_6b79b7fff367cc170a3aa876,ttd_9bcb5fe5e443c3717b1b27e7,19,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0028_sr_90b2b7dd9a256d4a1d7200fa.pdf#page=19,1499,4,9,0,0,2,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_bd6513466209542a4934/page_0019.jpg,4,3683,bounded_valid,remaining_parse_text_826_new
cexrem_7b4d52a81880763a8ae85c85,doc_6b79b7fff367cc170a3aa876,ttd_9bcb5fe5e443c3717b1b27e7,1,context_front,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0028_sr_90b2b7dd9a256d4a1d7200fa.pdf#page=1,148,0,4,0,2,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_bd6513466209542a4934/page_0001.jpg,4,3683,bounded_valid,remaining_parse_text_826_new
cexrem_55a1aa9edee2455edb807f61,doc_678e04748b29da50c6e1bcad,ttd_b804ace850e92c271c760ee2,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf#page=2,1491,2,52,0,2,7,yes,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_7214e2f70428f4cae649/page_0002.jpg,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_55a1aa9edee2455edb807f61,doc_678e04748b29da50c6e1bcad,ttd_b804ace850e92c271c760ee2,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf#page=1,244,0,10,0,1,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_7214e2f70428f4cae649/page_0001.jpg,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_55a1aa9edee2455edb807f61,doc_678e04748b29da50c6e1bcad,ttd_b804ace850e92c271c760ee2,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf#page=3,1497,1,12,0,8,0,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_55a1aa9edee2455edb807f61,doc_678e04748b29da50c6e1bcad,ttd_b804ace850e92c271c760ee2,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf#page=9,1499,5,14,0,3,18,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_55a1aa9edee2455edb807f61,doc_678e04748b29da50c6e1bcad,ttd_b804ace850e92c271c760ee2,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf#page=8,1261,7,12,0,1,16,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_55a1aa9edee2455edb807f61,doc_678e04748b29da50c6e1bcad,ttd_b804ace850e92c271c760ee2,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf#page=10,5,0,1,0,0,0,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_407722e872d3febebc274451,doc_dbad9cd1fc2560c993df7346,ttd_5ea9e73b5c1f986ce8cebe11,8,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_9c5d52dc460ebd5cfc4ce342.pdf#page=8,1453,0,7,0,2,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_dd244bbfa27fc6a0a116/page_0008.jpg,6,5989,bounded_valid,remaining_parse_text_826_new
cexrem_407722e872d3febebc274451,doc_dbad9cd1fc2560c993df7346,ttd_5ea9e73b5c1f986ce8cebe11,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_9c5d52dc460ebd5cfc4ce342.pdf#page=7,1475,0,5,0,7,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_dd244bbfa27fc6a0a116/page_0007.jpg,6,5989,bounded_valid,remaining_parse_text_826_new
cexrem_407722e872d3febebc274451,doc_dbad9cd1fc2560c993df7346,ttd_5ea9e73b5c1f986ce8cebe11,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_9c5d52dc460ebd5cfc4ce342.pdf#page=9,1480,0,4,0,2,0,yes,no,,6,5989,bounded_valid,remaining_parse_text_826_new
cexrem_407722e872d3febebc274451,doc_dbad9cd1fc2560c993df7346,ttd_5ea9e73b5c1f986ce8cebe11,32,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_9c5d52dc460ebd5cfc4ce342.pdf#page=32,1497,2,26,0,0,16,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_dd244bbfa27fc6a0a116/page_0032.jpg,6,5989,bounded_valid,remaining_parse_text_826_new
cexrem_407722e872d3febebc274451,doc_dbad9cd1fc2560c993df7346,ttd_5ea9e73b5c1f986ce8cebe11,31,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_9c5d52dc460ebd5cfc4ce342.pdf#page=31,82,0,1,0,2,0,no,no,,6,5989,bounded_valid,remaining_parse_text_826_new
cexrem_407722e872d3febebc274451,doc_dbad9cd1fc2560c993df7346,ttd_5ea9e73b5c1f986ce8cebe11,33,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_9c5d52dc460ebd5cfc4ce342.pdf#page=33,2,0,1,0,0,0,no,no,,6,5989,bounded_valid,remaining_parse_text_826_new
cexrem_e2e583869452f274736fbf86,doc_37f96ee78c60d0e69b37e6ae,ttd_21b99bd278e79d487bf4e48c,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0471_sr_8685c843b921e528f02463ba.pdf#page=1,1462,25,147,1,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_071ac8e1e2c98f58d7ed/page_0001.jpg,1,1462,bounded_valid,remaining_parse_text_826_new
cexrem_fc1c4886f0b9cb3ed32d8198,doc_83cce29a224428fb85372ba4,ttd_eaed26a75145d881225f4f89,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf#page=2,1481,20,186,9,1,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_132cea3ee5628e488480/page_0002.jpg,5,5958,bounded_valid,remaining_parse_text_826_new
cexrem_fc1c4886f0b9cb3ed32d8198,doc_83cce29a224428fb85372ba4,ttd_eaed26a75145d881225f4f89,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf#page=1,0,0,0,0,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_132cea3ee5628e488480/page_0001.jpg,5,5958,bounded_valid,remaining_parse_text_826_new
cexrem_fc1c4886f0b9cb3ed32d8198,doc_83cce29a224428fb85372ba4,ttd_eaed26a75145d881225f4f89,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf#page=3,1483,20,186,9,1,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_132cea3ee5628e488480/page_0003.jpg,5,5958,bounded_valid,remaining_parse_text_826_new
cexrem_fc1c4886f0b9cb3ed32d8198,doc_83cce29a224428fb85372ba4,ttd_eaed26a75145d881225f4f89,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf#page=4,1495,20,186,9,1,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_132cea3ee5628e488480/page_0004.jpg,5,5958,bounded_valid,remaining_parse_text_826_new
cexrem_fc1c4886f0b9cb3ed32d8198,doc_83cce29a224428fb85372ba4,ttd_eaed26a75145d881225f4f89,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf#page=5,1499,20,184,9,1,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_132cea3ee5628e488480/page_0005.jpg,5,5958,bounded_valid,remaining_parse_text_826_new
cexrem_06a6c2f877d5523991bffc4e,doc_1c5ce0b476efdf116092be6d,ttd_76dfee39fe63a1fe2592e985,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0471_sr_e280e190518ec5d9e00dc30c.pdf#page=1,464,1,64,0,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_482f6c0181f0771af91a/page_0001.jpg,1,464,bounded_valid,remaining_parse_text_826_new
cexrem_56b3d5daebde7331c06eefb4,doc_30ce550c927f1fcb2f312232,ttd_984937e82f2fde639f0273bd,8,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0487_sr_89c242d47c5db20e7e11cc87.pdf#page=8,1480,0,6,0,0,2,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_70ec7b95b5f43b115230/page_0008.jpg,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_56b3d5daebde7331c06eefb4,doc_30ce550c927f1fcb2f312232,ttd_984937e82f2fde639f0273bd,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0487_sr_89c242d47c5db20e7e11cc87.pdf#page=7,1491,0,13,0,0,1,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_70ec7b95b5f43b115230/page_0007.jpg,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_56b3d5daebde7331c06eefb4,doc_30ce550c927f1fcb2f312232,ttd_984937e82f2fde639f0273bd,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0487_sr_89c242d47c5db20e7e11cc87.pdf#page=9,1485,0,6,0,0,3,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_56b3d5daebde7331c06eefb4,doc_30ce550c927f1fcb2f312232,ttd_984937e82f2fde639f0273bd,21,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0487_sr_89c242d47c5db20e7e11cc87.pdf#page=21,1488,11,22,3,0,12,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_56b3d5daebde7331c06eefb4,doc_30ce550c927f1fcb2f312232,ttd_984937e82f2fde639f0273bd,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0487_sr_89c242d47c5db20e7e11cc87.pdf#page=20,55,2,3,0,0,0,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_56b3d5daebde7331c06eefb4,doc_30ce550c927f1fcb2f312232,ttd_984937e82f2fde639f0273bd,22,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0487_sr_89c242d47c5db20e7e11cc87.pdf#page=22,0,0,0,0,0,0,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_ed66a11a045084e7c067223f,doc_4cfedd1b271871a2e03f2da8,ttd_46bca05ef946acfe58c1fc3a,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_f1c1f91cf127870028e6233a.pdf#page=2,1497,8,25,2,0,3,yes,no,,6,5988,bounded_valid,remaining_parse_text_826_new
cexrem_ed66a11a045084e7c067223f,doc_4cfedd1b271871a2e03f2da8,ttd_46bca05ef946acfe58c1fc3a,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_f1c1f91cf127870028e6233a.pdf#page=1,147,0,5,0,0,0,no,no,,6,5988,bounded_valid,remaining_parse_text_826_new
cexrem_ed66a11a045084e7c067223f,doc_4cfedd1b271871a2e03f2da8,ttd_46bca05ef946acfe58c1fc3a,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_f1c1f91cf127870028e6233a.pdf#page=3,1491,2,26,1,0,7,no,no,,6,5988,bounded_valid,remaining_parse_text_826_new
cexrem_ed66a11a045084e7c067223f,doc_4cfedd1b271871a2e03f2da8,ttd_46bca05ef946acfe58c1fc3a,10,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_f1c1f91cf127870028e6233a.pdf#page=10,1472,8,26,2,1,0,no,no,,6,5988,bounded_valid,remaining_parse_text_826_new
cexrem_ed66a11a045084e7c067223f,doc_4cfedd1b271871a2e03f2da8,ttd_46bca05ef946acfe58c1fc3a,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_f1c1f91cf127870028e6233a.pdf#page=9,1380,3,24,0,0,19,no,no,,6,5988,bounded_valid,remaining_parse_text_826_new
cexrem_ed66a11a045084e7c067223f,doc_4cfedd1b271871a2e03f2da8,ttd_46bca05ef946acfe58c1fc3a,11,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_f1c1f91cf127870028e6233a.pdf#page=11,1,0,1,0,0,0,no,no,,6,5988,bounded_valid,remaining_parse_text_826_new
cexrem_a5724468211f889fbfd83ba4,doc_ef2846790b0144852762a932,ttd_6795bffbc75e8348e4897e73,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0209_sr_24d497829fab42d9ce35bd83.pdf#page=2,1440,7,26,2,0,0,yes,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_a5724468211f889fbfd83ba4,doc_ef2846790b0144852762a932,ttd_6795bffbc75e8348e4897e73,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0209_sr_24d497829fab42d9ce35bd83.pdf#page=1,125,0,4,0,0,0,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_a5724468211f889fbfd83ba4,doc_ef2846790b0144852762a932,ttd_6795bffbc75e8348e4897e73,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0209_sr_24d497829fab42d9ce35bd83.pdf#page=3,1488,3,28,0,0,10,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_a5724468211f889fbfd83ba4,doc_ef2846790b0144852762a932,ttd_6795bffbc75e8348e4897e73,10,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0209_sr_24d497829fab42d9ce35bd83.pdf#page=10,1495,15,45,5,1,0,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_a5724468211f889fbfd83ba4,doc_ef2846790b0144852762a932,ttd_6795bffbc75e8348e4897e73,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0209_sr_24d497829fab42d9ce35bd83.pdf#page=9,1448,5,23,0,0,4,yes,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_a5724468211f889fbfd83ba4,doc_ef2846790b0144852762a932,ttd_6795bffbc75e8348e4897e73,11,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0209_sr_24d497829fab42d9ce35bd83.pdf#page=11,1,0,1,0,0,0,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_4561c8f9a774443c87be4edc,doc_768bdab4abe4cb82cfef7102,ttd_2574304542d0ac3503a69293,36,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0001_sr_b5e4cbf91b4ca5579bedb541.pdf#page=36,1490,7,31,2,0,16,no,no,,4,4566,bounded_valid,remaining_parse_text_826_new
cexrem_4561c8f9a774443c87be4edc,doc_768bdab4abe4cb82cfef7102,ttd_2574304542d0ac3503a69293,35,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0001_sr_b5e4cbf91b4ca5579bedb541.pdf#page=35,1495,2,25,1,2,11,no,no,,4,4566,bounded_valid,remaining_parse_text_826_new
