auto_adjudication_id,calibration_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,prompt_sha256,prompt_chars,input_page_count,input_text_chars,prior_labels_in_prompt,raw_prompt_saved,raw_response_saved,response_chars,response_sha256,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
auto_adj_426cfefd6d32bb946b88,cal_2d661ee8ab7ef19340fbad0c,resp_0cd48c732a02a921006a650af56ebc81939b01fde1a8a72751,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,d0bf1b7f6ccf766ca9665f527dd695cbbf117930ecda22c432405cf8d5cefe8f,11777,6,5264,False,False,False,628,704d75d2e7e0140078f4f1c400c849564a999ed91634bcbe6e9e2a7ed7366e93,2962,329,3291,32.181963,,,False,False
auto_adj_833c12109041f0ee93c4,cal_32e26e9fd1b36d8f29174580,resp_03d7b9b0c3e5ca0a006a650af863488190b33a2cbdc668436e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,50e69884c96e35fca426500303298f4a7aa9cc95bb2b709c46e4c7718395635e,12490,6,6000,False,False,False,605,b12240acd31d26dd5ad5194ef0604e5219fd75d3c3c0f297a2c11f59dbb5e2f1,3446,428,3874,35.62926,,,False,False
auto_adj_5c2f0b1eeacb0a9a058e,cal_3641a73760e319fa915df354,resp_0dd10a062463e8bc006a650afbcc6881908e1f315a523dfdb2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,a460de92526fc714f94c09a12c2ba0fea3e15811b8b1ba26fb9e2f38037b06f7,7819,3,3112,False,False,False,658,d7fead558ede9b3858416f2a6e6ca47ef02ae5add00b4d358aa3517a58f8cd9f,2282,220,2502,37.617294,,,False,False
auto_adj_688e653cbc94dc81d2ff,cal_3780a6990e664d2e6c35ff2e,resp_00de671140c2fc3e006a650afe7f9c819692557be8d9cd2948,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,62532bc24d099f2dfeb5b0bab2180bb753b19f035f3a0857179ecd028d965c0b,14239,6,5134,False,False,False,634,ae2daeec89777cead54210d8dbc2b989a6575c13d60ae322a0f031ceb508121d,4552,188,4740,41.322525,,,False,False
auto_adj_9f92313addac62d96dda,cal_37bc3a947fbe1061dfff33b8,resp_0a430225d23cf566006a650b0182148194ae318abacc45f116,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,a26df783b8f4592395e15c6e150effaf6870d9f937c5870bd7c09d31e72abe15,8141,6,1706,False,False,False,649,a0f30549b8863416eacdd052d20ef4b0a45939168b400a30e0926baa06c1729f,2347,235,2582,43.985176,,,False,False
auto_adj_26b5162cd9c20c352ac6,cal_37ea2ac16336a1ebf64724bd,resp_0d307683bf7160c1006a650b0428c08196885311ec57e54afc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,db4b4afdbff4c178f4a50747f0d90a5bd7610a4f5912312fd33f594d0fa85baf,11306,4,6000,False,False,False,637,14fbef8c0f81f76dcd7a76b0555f0bf5f2301f5b23d0b8cd438415df932493f2,4390,426,4816,47.467059,,,False,False
auto_adj_0c25e617c2208fc5ae93,cal_3bb99602441b9cfadcc0f8cc,resp_064c5254046229bc006a650b07a360819399467eebb06f9457,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,aea8431cdd0922cd3cf6f620f4e8e803870e9f838a461a4a44774c39d6369f5d,11087,6,4582,False,False,False,627,793e1cc9c708fddc77c9bd300e3cd2e462d2a26b976d56e05be2a551ed09bd08,2859,277,3136,50.132272,,,False,False
auto_adj_b056fbd5606d2ea7fb1c,cal_433c56e99c2468011e67a57f,resp_020722784b4a3b35006a650b0a4d948193a9c61adb5b7ac2d8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0a3a2b1f5891c0d395f892b0f68af167d0ed3dfc2c1945796ec91ca8a50122d4,12575,6,6000,False,False,False,646,959a98457d4f782aa9974efcfee03b00c184e8c1e1d1f6167e36ce35f7ea2565,3318,284,3602,52.797007,,,False,False
auto_adj_ef8663367dc465b9a6f6,cal_444af6472fbcec8ba405d09d,resp_0034504d14f2cc3f006a650b0cf6a88197acbddd45da32d858,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,830415d83217266e2d95492e9de8ae94d4cd3c2c9b6d4b0fb9c06eac19c546c5,12551,6,6000,False,False,False,658,0170680bfa0db01ca326ad25bd6923e62a1c758409d582a8df2097976e6cc04f,3348,476,3824,56.825278,,,False,False
auto_adj_a659f48461568c6028ad,cal_4453630dbcea0b4cd5ed3aed,resp_0e27e26e2a1ba33e006a650b10fe30819492c5ace82f53b489,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,3fcfb176a404e3f71bee668e2faf0cc202dd95b2ccf20fbc6a3f6ea511e3e696,12545,6,6000,False,False,False,609,a71ba8fc80f52d01e40b7ff0ccf81df8348adb899a97f31f491b2fbd18f21124,4317,268,4585,59.446129,,,False,False
auto_adj_76b13f36d62cc6f55d85,cal_473055028533d315d7876b00,resp_0cbc172ad5f056eb006a650b139de08197aa8612cf4226591f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,89af3a95e0157b9fc593c1b2e858c5e39de8902683fcde0ba2d6bace214022e2,12570,6,6000,False,False,False,590,9c2ef9c84263a9a9286e67a1e59f70a05aebc25a49c22c1ec7d4c1d19a8804d2,3375,210,3585,61.976056,,,False,False
auto_adj_f87e7ca3e386d6ba0d83,cal_4bc1c73b4633dbdc54bcb906,resp_0a83be6b9523e4a8006a650b1625a08196985f504af86da55d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,63dc5e34ec20f0c0aeb58e08834d26b56c4efbbece368775fc665900be71f90b,12464,6,6000,False,False,False,626,dba5344102fd9071d9fea1aab8fc04676c4c18908917c694431b96cd549438ec,3393,444,3837,65.941913,,,False,False
auto_adj_13d84005126b00c0e416,cal_4c6f22b20218be88851ac92b,resp_0ec9669924e90f0c006a650b1a20d48196926f2f16576a08f3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,3145409179d74b59bcdb049b0b569c64c05db86c795a18678870b324dcd04882,12597,6,6000,False,False,False,619,2aa5277acaeb59fe652ef70109e1e420e54e923e070619891bdbf60c63690735,3112,230,3342,68.432878,,,False,False
auto_adj_8048db15d8e84bfbf58a,cal_50d728e95903683ee807533b,resp_0f3afbe5a7af8734006a650b1ca44c81908d1b64ad6245fc76,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,165319b26eaad20f5dcee18dd6571f6acafbf1e66917c1d18558093f2db030fc,8404,4,3082,False,False,False,618,10a02000f231f5d2e8dc094df47b7eefec2e0b6ace91388c90924fbef80ddd89,2794,391,3185,71.869314,,,False,False
auto_adj_dd6ded1fa899b4727e18,cal_56072a1d4fb5a9252e95b51b,resp_0a19d5f4322eb4f2006a650b20099c819795d721e8c50bff1d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,2e95e14a81ff7d2ebc84f9d243db68754c7637aac604472f2fd8082feac3df08,9833,4,4382,False,False,False,681,36186180604e9dc75d836d3a865b97cd4957a07d1a9037db0d3b4d4574cfd35a,2927,394,3321,75.358361,,,False,False
auto_adj_dc56e7c50a65f2c9a785,cal_577b9aee5b4319988b53305c,resp_09c7e2605f1a9377006a650b23895481909b03275e314af09e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,a0d26c42c10f8ce89044d0200e374180e9fc273ac7d74403486ccc8ed573c464,11914,5,6000,False,False,False,644,044f2fd9338701fe3bc29936038a66f110eb93157ed8b497b56616d086bce159,3035,220,3255,77.879912,,,False,False
auto_adj_03b8b439bb0c0d6c20cb,cal_588e854d43e77da72a9780c3,resp_019d72248369a0e4006a650b2612dc819494bb1ead05c2e4e8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,6ed603accdcc3334b9b85df88d3fa78d40951d086f7fa28fb1267aace23e1e9b,10529,6,4042,False,False,False,628,b853d985d4b15f5732b393d8c9246a95d2e35a554957a690968638154dcef3cd,3118,398,3516,81.335129,,,False,False
auto_adj_7797f23df46b105017c5,cal_5c6cd6ae0674c01ae035b5a2,resp_0ec783308682ecdd006a650b2990248193ab135faf0d0580ee,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,33b9e3a1db4db0f36aebf4a8cbe3f11b2396b41cefbd9b5dd9c6e5677720b7f4,11984,6,5440,False,False,False,618,61cf222e573857a323f484aa6deef2d7d4653c4a09cf964e2603d87dca17c7d2,3015,181,3196,84.435618,,,False,False
auto_adj_6bdd1c038e37531e2978,cal_5cbb457423d786b7a3866f7f,resp_086cbf2ddc8cc5d7006a650b2c9eb481948c87cb809291c553,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,e62609971eaa06d2c904147eb0dc8ee15184d38e1880b35cccfdd175b8ebce99,9992,6,3605,False,False,False,666,5906b3b635089830485669d3915b0c0592d0862ff0c33f9b72c68978aae4ed4f,2582,198,2780,86.378059,,,False,False
auto_adj_93f410d7727406f86a73,cal_5d23586e36bbf45e21e5e2ee,resp_08c7466af256180c006a650b2e9894819492b5975c58bf8724,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0b7145a6499a7eac4a07dc367c6a8801d0f6dbb2df737a7e32eba0cd880d738d,9037,6,2617,False,False,False,663,2e478adc867f3e86119605e64181bf13e2ee2c3bea7fd03308b24d033c62b978,2535,227,2762,88.966052,,,False,False
auto_adj_77adb8cf9fbcf80f3c0b,cal_5d3205e6297dfd63bbbe2dc9,resp_07bc20fa6c24fbb1006a650b3125588197a940b88a74cc7842,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,6e301464cd43165ddfbf495c4ca4fa63b37f47caa8cc0be56f734f8d00aee46a,7822,6,1388,False,False,False,617,e93cdb55c4da6674743aee9d8e02376eccdca232c4a65cc5f3c0f9889e2ca084,2462,232,2694,91.406703,,,False,False
auto_adj_fceb6a0378df2e7ecbcc,cal_6a61805f02ce043d6073a567,resp_06202bfd13b81f42006a650b339838819684d82ccbf67d7c0a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,62ec12c523cf03a2f7c7d14ab61df716d3048ed55e95b83ca08a36321c31dd29,9801,6,3203,False,False,False,657,de901063b33aaa0ce1db5ed4575c65f83e799b586e471d3c376bfb3a32be3f9c,2873,384,3257,94.682162,,,False,False
auto_adj_c50eee0e795e8f54dc23,cal_70ad13fa6c42e3580eff39b6,resp_056baaecbad97406006a650b36da5481938124235ce9a2d5dc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b8b2fd359764925bdbfbafc9c82cf127812eac8651fb7df7bbe81c6c66b59efa,12262,6,5738,False,False,False,657,c4d20adca4eb2a76f3ce4c22da21016a9489a88887b2f2c679e3b1d4b1354be3,3157,341,3498,97.734022,,,False,False
auto_adj_2a665a4d2da910d8f6da,cal_7193aa32c234257db832b86b,resp_0de70955b5b65078006a650b39ea688193ae1018f033bafdc9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,6c1e8c25a2bf68f424b3bddff6ab2e77f75c79a9a812ea990bdb6e9fafbacc54,11881,5,6000,False,False,False,625,6b68772d2e74e250c00b051d0307c5df926ebc7c38de8c95bade831d946333b2,3079,250,3329,100.263272,,,False,False
auto_adj_1de846f7f8944acf98ca,cal_757f44a538f5d916eb1c143b,resp_076d651c6baf311c006a650b3c795c819090fd341d87ed033c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,fe676138bf64de98cae2d16959bd262524a5328d28c2cb0ce5a360e7d98c3b4c,12583,6,6000,False,False,False,627,0feadd6d5910c97558564cc5ae6fed680fd9d9cddd9adfd35bb964a4443ef1a3,3633,252,3885,102.785251,,,False,False
auto_adj_d1336034deea7d804155,cal_7845f67d41be5d195219e6b6,resp_04a56b61e83f64fb006a650b3ef5e48197a7fe7d3778c4c06f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,6bd54d9e49764ba87fd8049d10fa8c5061c85c376ced5737019b3e6c57f2b3be,12484,6,6000,False,False,False,663,5bcb76a631e8544cbe5482816b417ea3569851cb82114ccbf18aed83b2d161c0,3415,337,3752,106.175605,,,False,False
auto_adj_dbce3053ca0d93bbda19,cal_7db0e44dde1faec77d813e1b,resp_03402b70ded883d9006a650b425c108195b75dabea76a9b1b7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,8855d93d24d5ab39fdefe2e2865c500d7def628b23739cd233604720c64374ef,11912,5,6000,False,False,False,632,69fbda3de0d2fa4e9768f014a09dd5a1d6839a199aac6f7f7ae4c280f3038d6c,3402,266,3668,109.158808,,,False,False
auto_adj_9dc52d9d45a68ce7b05a,cal_81d9a782eed3ef59e8cf53c8,resp_06bdbcb474947006006a650b455c748195abd0ed5a2108c908,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,e4ae6c969377a3634d19159b1c20bd072ecba898514a72d795556206dd324b18,14491,6,6000,False,False,False,645,9f3450670495cb558116f1c7935adac3fe475870a2fbf0e4bc844162aedc64f8,4491,316,4807,112.186395,,,False,False
auto_adj_68edecb45c7a7ce9f87e,cal_832e6ddab7670a3ef19d679e,resp_0af56fd73984ae98006a650b486cd08194bd6b51369579d52b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,3b708d9ad6ce0612b1dd3ceaceebd5572cb984a71caef913872e240ad73fa854,12382,6,6000,False,False,False,625,7371f31a222cd42751a83f1c47c6adf50f437727b115a1168e1f880dedb0949c,3208,377,3585,115.436095,,,False,False
auto_adj_a06f2534c58c9d575043,cal_8341f144d0dbe9b4f6f2dcda,resp_071497ffd519577d006a650b4b9b688195b6ad2b6a47594c06,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,4d33f6ecfb693a7eed06bcaab649b06fbdae5b4ec9b3a0fcb9087ea54bc35398,7990,5,2165,False,False,False,645,a1f04f4bcbfb88f73a11ade95258cd4b4fc34878ed3fdad71a9d5f5014d70d87,2426,265,2691,118.12494,,,False,False
auto_adj_15b5d3f983fc3b407255,cal_87047e8ea3c1d1bc56da2b90,resp_0ed3df463b3e0dcc006a650b4e4fa48195bc9b0048154d8db0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,dab52b162ae47704d3b3608ef529c02da83b7b9448c16edd1e9b1c529583f4b5,7883,6,1500,False,False,False,637,e56c68dc5de072b9c52ec5f1b0378797571d372c125e5ae3d64c9c422dabb7bc,2363,265,2628,120.784684,,,False,False
auto_adj_c63e49242b6ba464eb08,cal_871b8130bf4245601b1a841b,resp_08f9a5cf4b5c7bf9006a650b50f8748196bbf7146893035a73,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,68882cab1949c6ebef8e24b989d2951a2f7257fa06e0f3ff6253027734e61e17,10433,5,4533,False,False,False,701,f2107fff57d03d96a5c9381e338dec377c302a564b4007cbcfb5bf5171aad22c,3307,242,3549,124.227917,,,False,False
auto_adj_1add3ef13fc32414448a,cal_8dc01e6871029b30cc13920c,resp_07fa5282517f8830006a650b54675c8196bb92eee79396a8fe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,618242ca894e58f2ba750428221e601fbe9926d62491c2a30a5efda1e9debecf,10330,6,3872,False,False,False,649,8e22e06b7f951cbcd48217ef1082bb38beb376800f23b818cb04b5d0246e1342,2814,216,3030,127.047743,,,False,False
auto_adj_9b86438a26634d764987,cal_96ffbdb214517b3a6a6649d0,resp_064b891760cf957d006a650b5744cc8193b56b10febb849e4d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,abf3a98077044d3897f6fd43e76c22a8e1663e3443a6a22654cf57b2a5b8698d,12823,6,6000,False,False,False,627,a59e825adbb612ea1cff23b68f877031cacbf18d59418ef1173b82d9ca2ca0b3,3485,297,3782,130.293993,,,False,False
auto_adj_8010bf908f6ce8131c76,cal_9824026160d8547991edff93,resp_07fa1e81b494d712006a650b5a79f081908a03926e7f40aede,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,03a9802863cf4d7e623a57d10fa4afb270417f0a16ae56aa2105974bc15bbee2,8497,4,3259,False,False,False,646,fa6319238a95d26e566279bbaaadf8456251360ace0b32cca4a7628a2c1cc83b,2344,260,2604,132.765743,,,False,False
auto_adj_6e9a40fa3a9b0eedaaf8,cal_9b0d02f472072c62b56bf808,resp_0ee70bc8680c7994006a650b5cf2c48195b8954dad8a8c00d8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,90a54e5cc7933702fb1b88f0ecbaad5eb0a29473066a8ed86be944054fb72c6a,12707,6,6000,False,False,False,682,56d90064eb859eab0a932e70092e3348e4d8a9ddb9376434cae66ed442baa0fa,3446,246,3692,135.343395,,,False,False
auto_adj_647558bde251067e8b5d,cal_9be75c1e7fbfe27a4db1d91e,resp_0bbf6901d0d9d463006a650b5f92f481978b1f58ccabf6e94f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,24c3f767dbe54d516c2c5b2cde980f13ed015c78897a1b98f5c8062c3535e647,11932,5,6000,False,False,False,629,c08d86640ba0b1780e9a3c50fc7acfa6c9ea1a52845d6bcfd65e6cd8ecba812c,3614,332,3946,139.016724,,,False,False
auto_adj_34b2c1543b726943a6e3,cal_a4b5a28529bc2239da93dcb6,resp_00436b763314a2c9006a650b6338508195b02e81f1ceb865a7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5f448c94a1a159b7d13167ce3a95c69b5050fd0c35f96d38aa5d09b22dbdae34,12601,6,6000,False,False,False,636,324b57e1db8d1edbc11aa539a670ab18ee44b1118f03e889e1905810ab0a37f2,3325,237,3562,141.463686,,,False,False
auto_adj_0ade8eab71265bb03393,cal_a59e7db7416b7eda4426b2b0,resp_0ed181afc3d9ea05006a650b65a7d08194a1dfed6843583488,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,ba638ea0ad578be55501c8433933ae134db8e0e3d893f52fe50b2cfe093c51cd,10908,6,4452,False,False,False,614,b3d90185ac5c9ec6e22dc695c7081148c7d03d42f9b0f4efd00fb5245e7af795,3124,501,3625,145.448399,,,False,False
auto_adj_0d668d743701c524ceb2,cal_a6388ef8c82edf25da71cfe8,resp_07a83f3b5e4faa06006a650b69a12c8190bb8e2950dcbfb146,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b2136e28493fd05f9101c75bc346c2943a9e1e7a25e6d681f01fb4251d6ebb57,11960,5,6000,False,False,False,642,165e06318fe9f6f9a1e4a8f8849e5ece5e8999860bb11f310424eb37a57a808b,3282,262,3544,147.880353,,,False,False
auto_adj_1b943640b66f4b623921,cal_a64662143119f08d07ec503e,resp_0f263844eff8a871006a650b6c100c819387b6d73f827f6fa8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,dd68bb0002893a7a668b736415f9b808257f43fdf88242d6a504e2c8c2396034,12793,6,6000,False,False,False,643,1255aac659e6cb93853c9bfd46c09ba4c4fd299dcd8dbd768af9ce95d9665d8f,3452,221,3673,150.219311,,,False,False
auto_adj_22d28921d47459e1dd3f,cal_a697a3efcaf26dad1a05afd8,resp_078647513f5e13c5006a650b6e65cc819594c4a0ec40dd611c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,4c35a588c9edefd524bc2dca20dab4b31537ea2ec2895a51b39d3c91389c0fc4,6366,6,0,False,False,False,585,8bf627b4a532e57a433abb8c59294f6c9641e0bbf812b2a72447634e327eab7a,1894,188,2082,152.312206,,,False,False
auto_adj_3ca940e61f89bd229b2c,cal_aa5f30e289f7f1e3c57da1ca,resp_0b4f3884b49a1ef1006a650b707db88195bf190ee46ce185bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,7b06ae11df5c6f5bda1b0ab89c2054b1357683ee90d70b4bb3cb847b324c9a2b,12458,6,6000,False,False,False,689,ba04ff5423abfa33ef64c62dc1029d76b624d028adb70351b4cd0ee30760dabe,3121,251,3372,154.790437,,,False,False
auto_adj_bec926673ea3041e74f3,cal_ae1da4b80da66307314a0f9a,resp_0fd43431cab01c4b006a650b730eec8197bb3006c382ad36b4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,18203a3028e0022c92cfc3a157d52574c0ccf4ce3b50dc6a1160a359434d94ae,4953,1,1500,False,False,False,696,a6ad6dd8f1e8c9ecd6b7dcc05193e5fdee5e11d3ce53a6b2544fdfb7981d820d,1866,252,2118,157.475937,,,False,False
auto_adj_d227b9b2d2c05148c9f2,cal_affbd685e693a0ed30b460a4,resp_0cec74c787131015006a650b75a6688196bfd81e7aceb5caae,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,8ee035e1d007bf7b0b59275091f6713dbe521b274131cf9eb1261d5834f5e93e,12070,5,6000,False,False,False,645,49897fdbe7b319ce2d63ebce7a39ca34617b20a4f5e14dd7be87251138f11c83,3282,201,3483,160.068619,,,False,False
auto_adj_1eed5631fba7b6d0e288,cal_b5c70ca19baa946184d7d211,resp_0a747f9c67a8094c006a650b78441c8194a630b1cd8c427bea,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,3dd5352af4ce2dce76d222e03179822f2cb19a59c9a8933d2e21d7cb7d315cd0,10224,5,4265,False,False,False,660,e1622be20cc0f12b5ea36cc60406f7ae055b53c00a7e6e37947f627b5bc31cee,2961,495,3456,164.100898,,,False,False
auto_adj_a5d662985623914ca99b,cal_b843e234169740d000b06cc9,resp_0a7597fc7dc85081006a650b7c47e88196ac7ac2f3b2280b4c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0df0e8f281e5e26d13b89f5c93300df7bcf815fb23a54906335c87db67b1ffc4,11986,5,6000,False,False,False,660,f07fa2f3aec5d96bf5e0682393e3018a0d4ebd8966b2ed73183326310014c6a0,3346,330,3676,167.071843,,,False,False
auto_adj_55d50480646927e9eade,cal_bfedbccdcdd9bd76067ed767,resp_09dfa4fc48a08e79006a650b7f42c881939f4e1fa31e69c927,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,19ea1d1d7e950945debcaa3a7a0e597f8a60113cb5780919c9ce103f586afa97,11269,6,4762,False,False,False,615,7430ca3778aa6d7e780195fd91dc5352170fcbb252d6fe232ec010d642228237,2925,258,3183,169.515853,,,False,False
auto_adj_5e4ee0beadf500b1ef17,cal_c0ae2be0b8fa709bea2568b1,resp_099bc15583b5ed8d006a650b81b0488197971e6fc863bcd083,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,299b5f86f5e52a3eaaae281c6e8b6eaac249257eceff3e04cdf33fb2eacd41c7,7615,6,1147,False,False,False,699,7eb00e931f8b13b9113f3d40fed908c6a436387cc3da2d9a575ecc3bf32f5445,2213,273,2486,172.088161,,,False,False
auto_adj_09a8b4b4b79555a497a4,cal_c5879d65de3d7cab68f8285d,resp_0ef9e2d3f751dc3d006a650b844464819793c1662f42016312,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,2f5a0f9c9bc1ba43c3a79fd9ff49e84d83662ef6f8d39e37a0ff1689207d1a67,12548,6,6000,False,False,False,515,546a25930cdf516f4bd84498f2cdc52b374f10190a7cda236954f07491eeb91c,3274,154,3428,173.883132,,,False,False
