auto_adjudication_id,calibration_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,prompt_sha256,prompt_chars,input_page_count,input_text_chars,prior_labels_in_prompt,raw_prompt_saved,raw_response_saved,response_chars,response_sha256,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
auto_adj_6bd9fdde640e61d7ee7f,cal_2d661ee8ab7ef19340fbad0c,resp_0b249dce16a5e768006a65028bb4f88195bc8e10740a351851,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,a5e1894663c373ed7f2f30b482ba7099a66040a1963c4ace4570f7d458e14446,9166,6,3982,False,False,False,584,e32c30df13b7fe4fce9b71eeee22d8bb7fe3a5b83a04509adc2ec7c5608e395f,2573,255,2828,31.102965,,,False,False
auto_adj_5485b5e6ea33e6eeb639,cal_32e26e9fd1b36d8f29174580,resp_0a5e3fe536032e76006a65028e1a948194be5fb3d70dd0bcea,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,58f6a3a663e04fc9e032b7fc9e10ad2adbd8dbc7c0c42dfc26ba2f63127549ee,7530,3,3752,False,False,False,655,35de3f212e5bb3fa741f9af26ec850032297aead693bc0eeea8f8949f3e45c78,2199,284,2483,34.490435,,,False,False
auto_adj_6fbdd4def46ab6b43a18,cal_3641a73760e319fa915df354,resp_040b9e147b81e46e006a65029177dc8195b938931afaabacb8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,8b1dbae9469894dc2746d0760bb307a5df89c7cd2c99b370f834a4ba58cbad1d,6935,3,3112,False,False,False,673,a21461df440081e915f969609216a6c689c386686792bd0030392c69bd5d5bfd,2096,224,2320,36.785593,,,False,False
auto_adj_4302ee5bf0cef38484f3,cal_3780a6990e664d2e6c35ff2e,resp_0e951f7048f12669006a65029458e081968071dd9f82ffea70,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,04f7b45d022aa6b5d203830033673dc3784a7f0a9bcba95bc9b91657d261ee8f,11893,6,4169,False,False,False,699,082055e4288be6b626b165dc240e13f66bc6a6380230023b983e37c687e5e208,4046,291,4337,39.974024,,,False,False
auto_adj_83faf014bad6c4104ed2,cal_37bc3a947fbe1061dfff33b8,resp_09499b3907d53317006a650296f7b4819490ac20e83f875a5b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,9ad3f87f4576df790a5a87e30b1b45db9218f226fb815fee0a720e269c307460,6677,5,2000,False,False,False,607,d9c7b906592cc83926228b92ff2f953734d13bfa8e556216759c072a18839ab9,1973,300,2273,43.083297,,,False,False
auto_adj_506faddc6356b6827852,cal_37ea2ac16336a1ebf64724bd,resp_0a59c433607e5fa1006a65029a12188193ae0bd992fe392136,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f845b7a6e966643e35962c7f529c8c43a582e4b9745227c673339292607943b8,8303,3,4500,False,False,False,673,543c2b7a57d216eb2408896358011a1c5ce794eaf6c1d2f55bd9951d6f65477c,3352,374,3726,46.748887,,,False,False
auto_adj_f14462cbbb477d62a28a,cal_3bb99602441b9cfadcc0f8cc,resp_03e93c483482cf6d006a65029dc660819788659f5c8631b463,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,ed0785bc036bca03a764685a0cec60d84d8574bc320737a7b9490f66de2c26aa,10158,6,4941,False,False,False,613,dadf22d5bdff26915e9e104fc11f097076fde35ec4f021547f0a03ad10fb5017,2658,212,2870,49.077713,,,False,False
auto_adj_49dcd074348f72abedf9,cal_433c56e99c2468011e67a57f,resp_02299b9c17983ef4006a6502a01484819089aa7c2d51e8448b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,be0663a8e8dd2fd91f3ac46c3db19b63ccfcb7e82bfb965a42007e32bca24cdf,10087,6,4884,False,False,False,656,8c639ad6e65f33681d535e87b7ec3aab150ba1c900e55c880d5c8ff7f1039d97,2804,361,3165,52.500796,,,False,False
auto_adj_2f03f5ed45083a5d01bc,cal_444af6472fbcec8ba405d09d,resp_06fc54bd57025fea006a6502a3795881938b0e3c8bdeb00ef9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0fe9a8bb2d2de73e6e7e6bca014e4adddebc1950159a1373a8c733dc3c4f752d,8408,4,4130,False,False,False,700,6e368ded3d027484bd260482aaed83ed7a0a0281277de11b4377f029ebb37244,2388,396,2784,55.838351,,,False,False
auto_adj_5feb01bd749b29841990,cal_4453630dbcea0b4cd5ed3aed,resp_0a893bec8636b762006a6502a6d470819697409bf53a174c2d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5c27ccb31c7d13fb06aa79ce22cb20691afbc4e52be690ad8c5d890a6b460a5c,8316,3,4500,False,False,False,659,20b44749e6049c8c6eb216e148cf388147e51c8a6dd1a6c717d7a3137a2756c1,3052,247,3299,60.089441,,,False,False
auto_adj_2f3b77863ae174b8c6ab,cal_473055028533d315d7876b00,resp_0b8e745e185f17b1006a6502ab11b88193bc7015041b5cdff8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,395e42d99fa2261973f353f33ff59d38bf097c0b994b8845d03cf34d65d320c3,9781,6,4610,False,False,False,663,5f88ade8096f90c95b3a6f025114a6204a5c619863c0412799b139d697338b59,2777,185,2962,62.159049,,,False,False
auto_adj_286f7c133c3200ccf6e3,cal_4bc1c73b4633dbdc54bcb906,resp_0915902ee98a8953006a6502ad26cc81968206da7938e9cb29,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,179589415ec88bd2da8c18d4df39896bf1a81e797555666de41fab307395ea61,8634,4,4373,False,False,False,650,a586faa1836277e5fb2e9ee17e3a4ff3b373ac7da7e3b5bd102ef6c84a6f2c85,2533,364,2897,65.57875,,,False,False
auto_adj_1d1073e376d74d925fa6,cal_4c6f22b20218be88851ac92b,resp_090ec62ce77cc2a2006a6502b093d48195a45a26e969b0f4fd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f966aa73bee973c274d425b715e036fdaabd6fea6d8b776702c4a49947981f52,10451,6,5245,False,False,False,683,3a279edd0e3acfb72846ae7c8f23f6ec9cf1b4419cbbae4f87fa305f106f020b,2609,284,2893,68.339971,,,False,False
auto_adj_dcc1c76b024b227fde36,cal_50d728e95903683ee807533b,resp_07c98c33c349a426006a6502b354e481978bad7bc21abff21c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,7c769c31f11ace27169bf3ea270a12783afb23728540c15fd2259dc203ea71d5,5345,3,1582,False,False,False,690,3db64742ef4e9a7b7e06c8574a12d0e5a76cf6297af0908d0b80501cd8d46454,1696,343,2039,71.456312,,,False,False
auto_adj_74d5506d6f3807de9541,cal_56072a1d4fb5a9252e95b51b,resp_0a70ad7516a287c8006a6502b672a881938bc878aba60e4921,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,7f23155abad52966bece39df561e0a72b7c98afc4608deb3368b7d294cccba07,8734,4,4382,False,False,False,651,fefd19a8fa061edaa93cd3e6f56285d1b8f891fc528d3b7a659415e388883acd,2688,305,2993,75.321001,,,False,False
auto_adj_ba1618c0339661ed47b9,cal_577b9aee5b4319988b53305c,resp_051e702dbbcb1c19006a6502ba4f2081948c689ea74a93a273,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,67a42e4964f7d7d8f13db0f68adef3cff03b8b599b55ca1c8b6aa60d2ca68002,10775,5,6000,False,False,False,687,b55583aee76e93cc1e04ba6df99eef553ef265529037f4eef086f04ee9d8c308,2782,476,3258,79.342064,,,False,False
auto_adj_9455c09aa5e319bf87e9,cal_588e854d43e77da72a9780c3,resp_0723cc2fafb836ee006a6502be548881909b83598e490a626d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,23df086314054f0763d68e5c3616e5ab058510d8eaa63970edba640f802004eb,9243,6,4042,False,False,False,744,5bc74aea85ad441f9895cbc7fbbba5ff7657c2f49fa3a8107235556975a5bc2c,2831,256,3087,81.914611,,,False,False
auto_adj_c04a0d92986cd2461d8c,cal_5c6cd6ae0674c01ae035b5a2,resp_0d766c66d1af9403006a6502c156188195aaf095dc74832c32,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,60e8b9bc7169767dfd49fff139ed7a3952bfb5f08ee5e994cf9a0613250ca2b6,10030,6,4837,False,False,False,628,b34f6ab01582e882fc5281b3fc6994c5b2447c356c7ef1b291d53821d261ecff,2682,189,2871,90.829428,,,False,False
auto_adj_1463bec48a1de53bacca,cal_5cbb457423d786b7a3866f7f,resp_0da1795a2e5ddef2006a6502ca1ea48195bcf5fed1b576d792,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,2e43e52fe75dae23e23c14cca86c7dc3121bf5c9c1314a0af75d4028648aef3a,8304,6,3147,False,False,False,673,7ee6bc2d611522767b0ae6b03550314c1675641333d9c44c202b9de6cba61272,2320,238,2558,95.930594,,,False,False
auto_adj_451b03bfc4e80d232461,cal_5d23586e36bbf45e21e5e2ee,resp_052ec9156337b8ef006a6502cef1f8819780e4843f3af89e4a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5236bd20ed8c6d1a521b5531a1df1026a6f3bc7db589a267e6d16e394aa96691,7761,6,2617,False,False,False,629,44afe90de63624389116fb993bbdccd25a5de3714300c634f34a7fdb33f77702,2254,226,2480,99.495906,,,False,False
auto_adj_fcb120a0032588565f5f,cal_5d3205e6297dfd63bbbe2dc9,resp_026affdfd7d6b6ed006a6502d27b448195b8711f2c873c0ae2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5d30266780c8741fe060a90f242b7042056ad5c3fa7c88ae38492cec7c9b987f,6545,6,1388,False,False,False,582,cdcbf944f3ca30e687f08fc61da5b8071d4bbafef716a1776ffbabb14ba2e0af,2181,235,2416,102.074554,,,False,False
auto_adj_e0b7c5544c6b72aa166a,cal_6a61805f02ce043d6073a567,resp_007405ea270c27b7006a6502d50aa88194826702b8dad41b69,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,92c3697cacf4a43c9b76df167902395114cec9b9f2aae780f78266063b612ffa,8786,6,3554,False,False,False,622,e9550515dd5e13b4f92b385905c71a4dc1fe5fb27d898e7be2ab0b869fe8e833,2651,321,2972,104.97092,,,False,False
auto_adj_2174d7792878ace059bd,cal_70ad13fa6c42e3580eff39b6,resp_0836b62a325c3864006a6502d7f270819782fb233b76b60292,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,9a2b6afc161f33a09d5244cb5860dae1bd6056fbdf7ec5542737d89357c9d2d7,9739,6,4520,False,False,False,650,66e3b844efef3e9ed1806da1e2ac4c0ef5ca2f4ee3674e359d7378578b825b0e,2819,309,3128,108.320379,,,False,False
auto_adj_130cd6017a099ec94c9d,cal_7193aa32c234257db832b86b,resp_013f713327c15bf8006a6502db5180819693d80cf63fd64353,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,d10ead6953735448be9f809e5487817c99248b1250ea1a163dd40253052dfa06,10734,5,6000,False,False,False,621,4845aa77f181005055349c0303d132dc5895a1b0a4db928e0988999780926606,2825,266,3091,110.920264,,,False,False
auto_adj_5dd6fed728d4a2615810,cal_757f44a538f5d916eb1c143b,resp_0c0c4950461adb32006a6502ddea8881908653cbbbffe7508c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,699e3588e49f11fb510e89a3586be3e7d6043a59afd92387eda83379565dcbfc,11278,6,6000,False,False,False,689,d038eaeec8d81dd89a2b2fb2aed1fb1408c3df0fd8a0651ccb21209a14026eda,3549,330,3879,114.019871,,,False,False
auto_adj_2e92efb54450335a4519,cal_7845f67d41be5d195219e6b6,resp_0f3c982b965eb467006a6502e101208196aa58824f36a09943,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,3a724e0a433abdb4212354a33e0bbfec63e312549dc56597c850b661b68ab0cd,11211,6,6000,False,False,False,748,04fa8f09fdcb20617a9fd2760a9a14e294bac4dcc6e5e224821c173cb978eb1d,3126,460,3586,118.048673,,,False,False
auto_adj_c7304672dc404955d7ea,cal_7db0e44dde1faec77d813e1b,resp_0eb6339408f299b6006a6502e51a448193957cac3dda268a7d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,e133f62b1ec69ad188c61b959b667f38243185e75a5c9310081fbd6e73a427e1,10769,5,6000,False,False,False,672,ee5017f2efef119971705063ca1d6e9e58f757525dec08d0e276290eebba264d,3147,359,3506,121.783225,,,False,False
auto_adj_f187a8d7302433ceaf84,cal_81d9a782eed3ef59e8cf53c8,resp_053d37ac613a9480006a6502e8caa481959a695c68d8ce5245,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b1f4537e5f11f5d27c62569435d54bfa92eceb94a7016ed85605bda7d15bdc13,13120,6,5999,False,False,False,619,954fb284e1edf74c47a6bc2e86d322d6f4ff8bd5c6e3d9088a1e62d596a9f722,4542,323,4865,124.889599,,,False,False
auto_adj_1a5a47e257a5614de878,cal_832e6ddab7670a3ef19d679e,resp_075791a861133916006a6502ebe2988193b5b2729f8bdba65a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,02ee6d389d6f7a3a4c1a52923752dbe97a24bdef76cad3f2b0bda22fc4caca59,10682,6,5512,False,False,False,625,6254992b4f0381a954a7be66bb60cc5a0a7c8cd1c8dc0b100289498dbe882aac,3023,286,3309,127.673045,,,False,False
auto_adj_8da9af4b3af112b7104f,cal_8341f144d0dbe9b4f6f2dcda,resp_0ea7b24033db9900006a6502eea61c81949eaccd51ae61c49b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,25f6a652e1811a03412e0b43eddc9b45529a1e4447c07360639b0348824a3539,6842,5,2165,False,False,False,623,fe48b03b17b384824fd37dfddd18ab371a1899cfcb9063f29c35a52207a28c86,2177,185,2362,129.783845,,,False,False
auto_adj_c46e292c36c96d9df3f2,cal_87047e8ea3c1d1bc56da2b90,resp_0791ab73aa309c8c006a6502f0c36c8196a4ae1ad99bd2c3a9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,071df1b42285f480be188b59c454989c9a552aaea43b13f52b0f88e23706283b,6603,6,1500,False,False,False,665,b56ac0ae876836bbd6604f51a6b3a244e9ef9dbb681c8fb5e0755afbc8abd81b,2082,326,2408,133.71421,,,False,False
auto_adj_e62f40782ecfedcf83b0,cal_871b8130bf4245601b1a841b,resp_0041f9a57fc9c98c006a6502f4b1b881908e2cb203aa71f7ab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,73e3339fea7dfdcbb5f45e7f3d72b434802550d6c8a83245d0bf47fd4d33cc37,7282,4,3033,False,False,False,626,a4fd667d2761067dd21d770b227601de641aa0031b62554df141e36c70421d80,2574,288,2862,137.104381,,,False,False
auto_adj_83be17b47676374c0ed0,cal_8dc01e6871029b30cc13920c,resp_01b295c840101b5c006a6502f8150881948852f2b5448ed075,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,182e4972d294932c8df5f8383ec0ee3850538e95cbdf98b5112e72189a238044,9505,6,4357,False,False,False,671,978e03101761c869e4744df2faf11e9a768fd4adabb3e763c35c1ee476510809,2627,205,2832,139.346282,,,False,False
auto_adj_4f4930392eeb558a70b7,cal_96ffbdb214517b3a6a6649d0,resp_0631faa4b3412fc3006a6502fa5c748195a1a67a4ca56bfc96,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,25d5ef462cf3eb6c9040820574e9b718a4cf154f0dd151bbac2d58aefab2899f,10748,5,6000,False,False,False,637,2309a79e0738e245e21e08a6d221960daace77665e60ff22296c3355358aff50,2885,391,3276,143.44111,,,False,False
auto_adj_1dcfd507f3d063d25bcf,cal_9824026160d8547991edff93,resp_0095cf7cb5ccfedf006a6502fe724c8195ad1e3c885a0fa831,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,6a57d006c5a8ce7a3677a3268545a9632cb861936d1c432d8203507496717fd4,7481,4,3259,False,False,False,633,1165dc5ad9de4fcd9a6a0d8bf41089abd2c996ce0577ed94a60b8150eaf05ad3,2126,282,2408,146.267255,,,False,False
auto_adj_9b8bb3405d1f031feb36,cal_9b0d02f472072c62b56bf808,resp_0dd573c7a1190497006a6503014eb881979b6a397f60fecb45,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,c505ccebd2ac93eb961565ebecdaecf450ffd7d75f8b610f9f409a14742ea887,10875,5,6000,False,False,False,639,f09552005b994275ddec48e37df846e577da8f56de76048d414b722f783c431d,2991,209,3200,148.767847,,,False,False
auto_adj_486979730ee7ec86ca81,cal_9be75c1e7fbfe27a4db1d91e,resp_0dd416d7a362f21b006a650303c7b48190b6f7761f795a7f89,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,2104ebea5892b86b45b165afa4b170c6ddf6818d7f9dcc711dcf0460b7b48045,11216,6,6000,False,False,False,581,ff973cbf184f2b425b5891e4bd9137aa732a2b31b57ed1e09c41842de4cc5583,3424,288,3712,151.547726,,,False,False
auto_adj_5876bcebd2777e053c11,cal_a4b5a28529bc2239da93dcb6,resp_0cc285b2fd1058d9006a65030690e08196bc95ac462aa9fe55,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,be8caff3dd50a422f08bc37241e1b163795d4d91a6b5fdf2886ec1ad01afd153,10792,5,6000,False,False,False,660,ccd9bf2807cbcfc7145a1aebab37c94474bf44c7e42cedb616808093ce6f3c45,2895,258,3153,154.081789,,,False,False
auto_adj_ea3c5cc3db083449898d,cal_a59e7db7416b7eda4426b2b0,resp_07d63b910a97338e006a65030a5f008193a0e865a8e9a2b247,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f7131baea6587590a1e43d392b118664a40977fb22ac0dc88c014b739e6b56ab,9031,6,3861,False,False,False,741,a604fda22aabdf8186559dfadf29ced73657d5ce17f6648e9ac2c143a14b023c,2688,496,3184,169.165535,,,False,False
auto_adj_00c54154ec29e05c55ed,cal_a6388ef8c82edf25da71cfe8,resp_084c5534ee9abf59006a6503182e58819695aeb36f0b15a0ef,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,efc4fe4dfdd4f9048825519ce0defd6b17c38f3b96a79b1d60a3a0ba1400334a,10740,5,6000,False,False,False,590,9f32c782d5452cc8a57b709475e688449fd972e451d2bf6e46b3c6d352bbf1a5,3009,269,3278,171.809194,,,False,False
auto_adj_b61d199d455bc1a1e86b,cal_a64662143119f08d07ec503e,resp_0c6986cbc3c16d0a006a65031ae9c481948c86e710d84ec086,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,cced87cf9557986ca413e99d8ed701fb46a46667dcc9e3843be0e6c233482329,10244,6,4903,False,False,False,670,f9c580131b7e2794245365aba119592766edd2a8ed80a70086c5e4e6ccd2235c,2856,226,3082,174.557418,,,False,False
auto_adj_afbaa8d90cfb0c77f094,cal_a697a3efcaf26dad1a05afd8,resp_0aed1fb594b7f091006a65031d8f34819587518c2ab106dc4f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,89bcc4d695b4a46098795e87e51313d501fe8cbda5f52c78bcc5eb684b4d2b39,5087,6,0,False,False,False,595,3128ebe9c9bf095c3ebd34ba0f7fe23cdae2ea0963653ae00cc951e02722d5d8,1614,166,1780,176.63393,,,False,False
auto_adj_28b5892a6dd376bd03f2,cal_aa5f30e289f7f1e3c57da1ca,resp_05e7eee69beaf84f006a65031ff1a481939517329713237ea7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,20ba475a892e7caf76cfed89ad316d5799acd15026423df6d46dafec21459502,10705,5,6000,False,False,False,665,a9bd18930fc291afbc820d3e4c1eb5a75c93b6b17866a73b7754269f188e30cc,2688,236,2924,180.101866,,,False,False
auto_adj_b001a98e462940b21ff4,cal_ae1da4b80da66307314a0f9a,resp_0b7f18147f0550ad006a6503236148819585f24a236742d56c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,e51f82fb11fe9da489b6a92da509ff13078333375791c26237f5117c45bd24fe,4304,1,1500,False,False,False,655,16a73cfe7102712a58004df3d24af837a66d8d83e1e0d83380506cd7abb32d39,1738,262,2000,188.299298,,,False,False
auto_adj_fd5c25f21a13a5aa4736,cal_affbd685e693a0ed30b460a4,resp_003badac2ab2abe2006a65032b4d1c81978cd437df9c69ba28,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,a55702acae1c3a38f62f00fbfe8ae8b66f144d57b8a7456b64e22c462c448ea7,11386,6,6000,False,False,False,617,f37bf32120e22d51831c6055c8366b066e525bd0b7ce24a93dec3125c17c7234,3171,200,3371,190.539132,,,False,False
auto_adj_f208987130c7aa9434f6,cal_b5c70ca19baa946184d7d211,resp_0c737146286ac230006a65032d8b588194abc614e5e91fa5b6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,e3a992510a09c53b51061bbe191a64e0d7fcc654a61cd3f136d3840948c6abf7,9597,6,4288,False,False,False,672,d42ade6d669b388c708f0d79e848026a701d05fc4b6bd326d84d734e6c361b89,2847,387,3234,194.004268,,,False,False
auto_adj_80759b23f38b96fa5d44,cal_b843e234169740d000b06cc9,resp_0497841c85b84720006a650331029481958cb926451b92c741,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f05eeb71728188fa19091375c157ab3f5c6b1cae3580f930092fc532d77769bc,10788,5,6000,False,False,False,606,588dd3135f5c4afb3816e7fa465938b1bb983b0420b2ab3beaebc182387dc490,3112,430,3542,197.818733,,,False,False
auto_adj_a3b0b2375a5265b96457,cal_bfedbccdcdd9bd76067ed767,resp_0a21569fa242abb0006a650334cb288196a20709208da7be08,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,15952c28230a7d2598a465ef9ab52797f2f3eb09a6e6141aa74a04847120443c,8403,6,3262,False,False,False,622,78e4dc7639674c9252fc0a4d8c4afae9375a54de09f9463eb12cc9b954a5047a,2406,294,2700,200.583501,,,False,False
auto_adj_bdf42e9a86a975aba0aa,cal_c0ae2be0b8fa709bea2568b1,resp_0ea23c5cfef27d46006a6503378e988193a6caa39d899f8c2e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,7355f8b24f71dcddd9e79448887b0cd1f71128a563c1f0a85b294dfa9cbaa492,6269,6,1147,False,False,False,616,b15b74bdd4275504df2a18d75318827f6bb3517efb754c2685e5b8cc24200986,1916,259,2175,203.756211,,,False,False
auto_adj_38c978955fe7568100ae,cal_c5879d65de3d7cab68f8285d,resp_0e4dbc57813b33ef006a65033ac9f08190aa6eb9b9e1d28ce1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,246aff2cdea8cd45adaf1a473674a2b9b398d6bc602a3d4a1ffffea2ae80a458,9806,6,4600,False,False,False,702,7bdb4aa24deac16029a688dc473b07afcbab2d3e530a279e4c7dca003fedc1e3,2789,394,3183,207.342815,,,False,False
auto_adj_75319513b7660521c632,cal_c77ec0d95351aaf6fe61ae09,resp_062f316ca681bac6006a65033e52608190b71d52732afc6beb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,76532aba8166db6e300a6a277b6cd48c2cbb7bbf3a2221790ab6ad09e6c6eaef,9508,6,4330,False,False,False,644,c11f802b530764fc0005903ef32bac6b1f51be771252b8670ae8f492301a6a04,2590,299,2889,210.259758,,,False,False
