duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,confidence,raw_target_id
RESCAND-79b53ac25eefd6740bcab03a,RESCAND-79b53ac25eefd6740bcab03a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-b9e191de295ac1fe92f9772a
RESCAND-1c90d378275316e01c5899cb,RESCAND-1c90d378275316e01c5899cb,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-b9e191de295ac1fe92f9772a
RESCAND-bdc6a3cbd7763072dee1d379,RESCAND-bdc6a3cbd7763072dee1d379,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-b9e191de295ac1fe92f9772a
RESCAND-efc13b58ebefda53c0e7be1d,RESCAND-efc13b58ebefda53c0e7be1d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-b9e191de295ac1fe92f9772a
RESCAND-8f43a3d10151bf4ad17cb615,EXTCAND-a3f6b5baf9780ee478056fe4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-90593a1242ae3ec19efbca1f
RESCAND-b481cb82c17e9531739d5465,EXTCAND-9ff6e2c009662ad3e2ee019c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-90593a1242ae3ec19efbca1f
RESCAND-ceada54f95f588cf19d7a06d,EXTCAND-4e0e63527b63a025d32ab010,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-90593a1242ae3ec19efbca1f
RESCAND-24f77fca7b4be327f717738a,EXTCAND-402ddf4c62db89e05ba11d35,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-90593a1242ae3ec19efbca1f
RESCAND-5590383bc0d2c6dc9aab79fa,RESCAND-5590383bc0d2c6dc9aab79fa,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-90593a1242ae3ec19efbca1f
RESCAND-8f43a3d10151bf4ad17cb615,EXTCAND-a3f6b5baf9780ee478056fe4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-90593a1242ae3ec19efbca1f
RESCAND-1c7f91074d0457b6fd5e9441,RESCAND-1c7f91074d0457b6fd5e9441,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-90593a1242ae3ec19efbca1f
RESCAND-316e9859636433985e00e772,EXTCAND-a3f6b5baf9780ee478056fe4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-84a3feeecb30b30cf08dfa11,RESCAND-511d6f56606c7dbdba8c62d9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-6f73902a7bf57cd95fde0aa4,EXTCAND-b78c42adaf821a574988cbbe,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-01d3981a6f30621e50c37520,EXTCAND-402ddf4c62db89e05ba11d35,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-fd8805a04c645422a83d7303,EXTCAND-4e0e63527b63a025d32ab010,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-cc5e4916f114c98e008a7e3e,EXTCAND-c78fb10ba76a96184ec108d7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-e3e296f4b875e009cd193d86,EXTCAND-e90dd0ebae1ce0e3b36f06fa,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-7bc4e70e90b672a8fd3cd05c,EXTCAND-363bd40c2199787a974bca28,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-329a16365ea8853fdbd70fa9,EXTCAND-91ae0fa7e563bd48fc2e297c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-dc97126efc90504e0232c129,EXTCAND-876e0513eacf84cb1396edff,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-44734c4ee8b316ebf9c8c473,EXTCAND-5e883255446e2267e795968f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-316e9859636433985e00e772,EXTCAND-a3f6b5baf9780ee478056fe4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-8f3adab5d8f68375e9db0015,RESCAND-8f3adab5d8f68375e9db0015,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-9e0d848ddefbea4fb586fcd8,RESCAND-9e0d848ddefbea4fb586fcd8,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a19e82e52e2ac140333213da
RESCAND-2feb478256fc60e0ef72fc56,EXTCAND-d13104150cca0603c50f5aac,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-147a0b29c84ba0d584834569,EXTCAND-d756cac93f0cce9c73d6eda8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-25908b397c72af4a2c87d46c,EXTCAND-8724f39136565c404dfbd102,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-62b7487582a0eb69bbd521e4,EXTCAND-fd8ca067cacce7c66d00a858,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-21453fc0c0d16f84fe649f65,EXTCAND-24bf652b8d8156e8f483635a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-ab1c73a698f4fa45f751225f,EXTCAND-393b0541018f663f5469fb50,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-b9a8928e9e4f0efcd43a2ba4,EXTCAND-7aa0afa5d4700c31e863b137,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-fce4da38d12629fabf412cb0,EXTCAND-57a86352a84f0cddf3ba1f93,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-a2745450174ed420d30448e1,EXTCAND-5e883255446e2267e795968f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-b2532b87fe7fecb0114b6329,EXTCAND-3116c9e0a8f4e1c2fd2842bf,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-2feb478256fc60e0ef72fc56,EXTCAND-d13104150cca0603c50f5aac,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-aaae8ad839fdc0d3a8ae604f,RESCAND-aaae8ad839fdc0d3a8ae604f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-25908b397c72af4a2c87d46c,EXTCAND-8724f39136565c404dfbd102,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9aae871dd91635ea1238018c
RESCAND-81d7de37b562d0d1c059b875,EXTCAND-571a06ed73cb84b4bf1836b4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-598c98298df0bed92198f739
RESCAND-9973528dfa0b716e5bad8640,EXTCAND-4f554f196bf290f85cc1bdc7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-598c98298df0bed92198f739
RESCAND-1ae6b064425b4995212a56cb,RESCAND-1ae6b064425b4995212a56cb,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-598c98298df0bed92198f739
RESCAND-1c7620312dbb797f3e122a22,RESCAND-1c7620312dbb797f3e122a22,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-598c98298df0bed92198f739
RESCAND-9973528dfa0b716e5bad8640,EXTCAND-4f554f196bf290f85cc1bdc7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-598c98298df0bed92198f739
RESCAND-ed50ade0ef71936a79ce5040,EXTCAND-8ab9c96315636a5f2711a592,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-f82c5be6f3c6ee5312181c23,EXTCAND-5237a214304b6b52113cfb70,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-779797b9e03f80e9b9c61828,EXTCAND-31591bda6735f881520b69b1,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-3e2c7acc7fc253bdbfa517db,EXTCAND-7767b277640fab6c8bc93a58,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-877df6b40512cc72e54c51a1,EXTCAND-52546d09c93269c978df7992,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-6a02521630ac94f9254e8121,EXTCAND-8018c880ca63ed723a938d1d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-a37b9df3fa682448eff2bb3e,EXTCAND-71474694cf344c888e3dcd70,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-3b1c23438234c9a3d9ae51ad,EXTCAND-189271c5fe4adfc299021ede,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-aec9ff2ceafdf15dc420299c,EXTCAND-876e0513eacf84cb1396edff,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-bf37e10d68c438423db602f8,EXTCAND-2cf2cb44807ca8efb0c803e6,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-cf5747f2f0684dccc4b3b44f,EXTCAND-517ff0f2a1b97bdde39b7441,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-e269175cc52884b21a173d49,RESCAND-e269175cc52884b21a173d49,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-ed50ade0ef71936a79ce5040,EXTCAND-8ab9c96315636a5f2711a592,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-ab6970cce66a2d08f981f140,RESCAND-ab6970cce66a2d08f981f140,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-f82c5be6f3c6ee5312181c23,EXTCAND-5237a214304b6b52113cfb70,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-67e94bacdd76f32340f17c25
RESCAND-2000db8f24c1a93ee72214c9,EXTCAND-8d9be40aa6b24a53ca3590f8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-0ae1baa0c465871a400ee577,EXTCAND-bde870835480df693fb91136,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-f48ad33ea4cbf712d871b3ce,EXTCAND-0df9a185836c19060259b13e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-2b6cef2f35b871b3b042d043,EXTCAND-c06dc4b87d0636f7e90e94c3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-52911f9e0c76d48403a32dbf,EXTCAND-c58833af143eeda44e21f6c9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-c49ccb32c29eb7465a9268e3,EXTCAND-8bf1d5f76aa4570f49ab2b85,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-f3d11a43e5c09a8ad17f73f6,EXTCAND-90d43143b0bd288333e4d8eb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-0bdfe23a73c6b16999cfe238,EXTCAND-dfaf5a83e22596848e99d68a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-fe9195061c94dd44b9e51393,RESCAND-fe9195061c94dd44b9e51393,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-f48ad33ea4cbf712d871b3ce,EXTCAND-0df9a185836c19060259b13e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-0ae1baa0c465871a400ee577,EXTCAND-bde870835480df693fb91136,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-89bba986fc0a41b5dcb4ae49
RESCAND-645cc085ec5bb054d1563b63,EXTCAND-a7fd85401e524a4e6c4ccc27,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-cdeb7362d30f2f5952733af2,EXTCAND-4363eb73ebe30dafa50aef3a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-e79c6098e889bbb0566d1a08,EXTCAND-aec3d38b3f7f5baa7757fc76,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-e9b295730da404ba259f2d31,EXTCAND-941c63e22248310329b2c057,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-e45cbd3a8d69ee3145ae7c06,EXTCAND-c58833af143eeda44e21f6c9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-ac809b4ee50c6c49f00a158d,EXTCAND-fc635644cdfacec7c9ff1188,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-fad275c585bc0d2809811dfc,RESCAND-fad275c585bc0d2809811dfc,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-86e7b8da4b00053ea2e7e5dd,RESCAND-86e7b8da4b00053ea2e7e5dd,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-3ed7d6b8755fd64c99ae7465,RESCAND-3ed7d6b8755fd64c99ae7465,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d7720d4764921f0a6ddc6f4c
RESCAND-d668a26268500f46064d84aa,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-59a56932eb1cdc5758d655ac,RESCAND-249db374656c37da1a00c78f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-8d15bfd95f593d91f19aa280,RESCAND-68883d1c50c27c84c304a75e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-98676d4ecccad14bf0adccb8,EXTCAND-67cc11447823fb4e73f65c74,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-4d2405508c56211483a13173,EXTCAND-8b52926f8857c51d5b047368,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-92129e6cbcf705cc068cc4d1,EXTCAND-3dfde846893c21ea15ff49e7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-0ce60082133cb4dfbf6ee7dd,EXTCAND-b8b51efba81ebf83d68ffbc3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-cec202619d9d767e737913e0,EXTCAND-5662677475c65dc07f99abc4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-fdd0beea1b7468fa0af38064,EXTCAND-33e87ecb371256ba9e6e43ac,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-c735f5fc6d8c009b63213bc7,EXTCAND-876e0513eacf84cb1396edff,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-3ff1067b00655fdf1ec0032a,EXTCAND-5e883255446e2267e795968f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-b18a3e8be0170f78e409ee65,EXTCAND-ca18446ae3d793410e14294a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-f36bd9ccd1693a721641f2fd,EXTCAND-f83b7fef957a5f6230576858,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-87771481dc4691fc2cc6d03a,EXTCAND-3116c9e0a8f4e1c2fd2842bf,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-9ce9d96e48a949f457d1652e,EXTCAND-a97334b356bc5018e253bd5f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-0ce60082133cb4dfbf6ee7dd,EXTCAND-b8b51efba81ebf83d68ffbc3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-98676d4ecccad14bf0adccb8,EXTCAND-67cc11447823fb4e73f65c74,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-59a56932eb1cdc5758d655ac,RESCAND-249db374656c37da1a00c78f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-76d744256de14d9c3efe7ff5,RESCAND-76d744256de14d9c3efe7ff5,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-6ba24dbe0752b9a979db1d6c
RESCAND-6ce85ed4f08b40b3eeabe83f,EXTCAND-c9f2825bfe477d5165bfe328,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-7c1ee571b234bc74eedc21e5,EXTCAND-1eb0b95c6c48ff3c0398e134,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-633486a950a929beac6ff9dc,EXTCAND-53eb40e3e2ce842fcd619b35,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-42c611851329afc18555aa9c,EXTCAND-a767038aab7ded00fe1afc4e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-e7b89471d28c9ab8199642b7,EXTCAND-876e0513eacf84cb1396edff,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-abce3d2b6057127bbfe69a2b,EXTCAND-2b2fdd693bfbd249e3e3c869,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-47f9a258bb4f3e3d3abadeaa,EXTCAND-d0b9dde92ffc40c7a7dcbb15,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-f5746522ba3c6411d9954ddf,EXTCAND-414529edd5b8b527188f07f8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-49ce57b9488ae32708463463,EXTCAND-7f29d006c4d553f43528fc30,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
RESCAND-66cfae69baa592dc5ed2fd7b,EXTCAND-07c0bf6d848742771f96c349,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f0d7434b2b42103487659be6
