non_scalar_structuring_id,normalization_id,original_value_type,original_normalized_value,original_value_candidates,non_scalar_structure_type,non_scalar_structuring_status,structured_value_count,fake_scalar_created,structuring_basis,source_locator_lineage
BRMNSRES-6827da8733e973394ac238ef,BRMQNORM-20260803-008e33031f6286a41d16e40f,currency_amount,,"[120.0,75.0,80.0]",multiple_value_table,structured_without_scalar_collapse,3,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-03619-01"", ""final"": ""https://bluemoundtexas.gov/wp-content/uploads/2023/11/11.20.23-AGENDA-PACKET-website.pdf"", ""original"": ""https://bluemoundtexas.gov/wp-content/uploads/2023/11/11.20.23-AGENDA-PACKET-website.pdf"", ""scout_target_id"": ""BRM5-20260731-03619""}"
BRMNSRES-2e5879514dd93f44d0c61391,BRMQNORM-20260803-0091860ebfa5a04f45ec19bd,currency_amount,18.0,[18.0],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-10874-01"", ""final"": ""https://ralphotownship.org/app/download/16146883/20220913.pdf"", ""original"": ""https://www.ralphotownship.org/app/download/16146883/20220913.pdf"", ""scout_target_id"": ""BRM5-20260731-10874""}"
BRMNSRES-6820fa0d5d8a59325f4d885c,BRMQNORM-20260803-0098b513b4ce64ce6c2504d2,,,[],budget_or_pay_plan_context,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=budget_amount;evidence_category=quant_cpi_indexed_adjustment,"{""candidate_id"": ""BRM5C-BRM5-20260731-14072-01"", ""final"": ""https://town.springfield.wi.us/wp-content/uploads/10.15.24-TB-Minutes.pdf"", ""original"": ""https://www.town.springfield.wi.us/wp-content/uploads/10.15.24-TB-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-14072""}"
BRMNSRES-4450d345dfc2dcbc4a5ad4a1,BRMQNORM-20260803-009939a34aea7fdd1f16f016,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-10832-01"", ""final"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""original"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""scout_target_id"": ""BRM5-20260731-10832""}"
BRMNSRES-7d6f37ff8ceac3b1c2dd8154,BRMQNORM-20260803-009b264c17858bf657f99ca7,percentage,2.0,[2.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=quant_percentage_raise_or_cola,"{""candidate_id"": ""BRM5C-BRM5-20260731-09853-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""scout_target_id"": ""BRM5-20260731-09853""}"
BRMNSRES-348bb03691894bb0577d2439,BRMQNORM-20260803-009ead44f634c282410d7751,,,[],genuinely_no_quantitative_value,not_non_scalar_structure,0,false,value_type=missing;pay_basis=unknown_or_mixed;evidence_category=quant_retroactive_pay_or_lump_sum,"{""candidate_id"": ""BRM5C-BRM5-20260731-07373-01"", ""final"": ""https://cityofclarendontx.com/documents/451/2025_Covey_Employment_Agreement_OCR.pdf"", ""original"": ""https://cityofclarendontx.com/documents/451/2025_Covey_Employment_Agreement_OCR.pdf"", ""scout_target_id"": ""BRM5-20260731-07373""}"
BRMNSRES-856eb43767042a2bc2173a2a,BRMQNORM-20260803-009f6fbaf363bf7649f5daca,,,[],percentage_raise_or_cola,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=cola_cpi;evidence_category=quant_cpi_indexed_adjustment,"{""candidate_id"": ""BRM5C-BRM5-20260731-03252-01"", ""final"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""original"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""scout_target_id"": ""BRM5-20260731-03252""}"
BRMNSRES-f6c2779c717c41f45b9dfc71,BRMQNORM-20260803-00a80f78485a0c3b3a53acec,percentage,2.25,[2.25],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=quant_percentage_raise_or_cola,"{""candidate_id"": ""BRM5C-BRM5-20260731-17288-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf"", ""scout_target_id"": ""BRM5-20260731-17288""}"
BRMNSRES-ae6bfab5e593fcb1d0bbb8be,BRMQNORM-20260803-00ad8cdeabcce59863ed68d6,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-00500-01"", ""final"": ""https://villageofvirgil.net/wp-content/uploads/2023/04/2023-02-28-Code-Expanded2.pdf"", ""original"": ""https://villageofvirgil.net/wp-content/uploads/2023/04/2023-02-28-Code-Expanded2.pdf"", ""scout_target_id"": ""BRM5-20260731-00500""}"
BRMNSRES-d971026650a81e8a4827e2e2,BRMQNORM-20260803-00b13e6599a214dd40b89c4d,currency_amount,,"[1500.0,3338.0,4856.0]",budget_or_pay_plan_context,structured_without_scalar_collapse,3,false,value_type=currency_amount;pay_basis=budget_amount;evidence_category=qual_non_base_compensation_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-18166-02"", ""final"": ""https://eastfallowfield.org/2015pdf/2023_Proposed_East.Fallowfield.Township.Budget.pdf"", ""original"": ""https://www.eastfallowfield.org/2015pdf/2023_Proposed_East.Fallowfield.Township.Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-18166""}"
BRMNSRES-cfd5bb7e933606e16e6633d5,BRMQNORM-20260803-00c1e51030788459373d2aca,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-14177-03"", ""final"": ""https://d3n9y02raazwpg.cloudfront.net/cityofelmira/b206158e-8df0-11ed-9024-0050569183fa-ac35a5f0-ac44-4d79-9290-2e26ac1d98b1-1701379648.pdf"", ""original"": ""https://d3n9y02raazwpg.cloudfront.net/cityofelmira/b206158e-8df0-11ed-9024-0050569183fa-ac35a5f0-ac44-4d79-9290-2e26ac1d98b1-1701379648.pdf"", ""scout_target_id"": ""BRM5-20260731-14177""}"
BRMNSRES-3b4871492ccc6ef10dbded38,BRMQNORM-20260803-00d4584dfc5c7bc9c8ab9726,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-03456-01"", ""final"": ""https://tinicumtownship.org/wp-content/uploads/2025/12/2026-Final-Budget-All-Funds21.pdf"", ""original"": ""https://tinicumtownship.org/wp-content/uploads/2025/12/2026-Final-Budget-All-Funds21.pdf"", ""scout_target_id"": ""BRM5-20260731-03456""}"
BRMNSRES-c94cbf051a10dafffdb58e00,BRMQNORM-20260803-00da630611c9a9722b2c7837,currency_amount,,"[0.58,0.85,1.11,1.38,1.64,1.91,16.38,16.67,16.93,17.23,17.51,17.81,18.11,18.41,18.73]",multiple_value_table,structured_without_scalar_collapse,15,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-05998-01"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Legislation/Resolutions/2025/R-25-88%20Pay%20Rates%202026.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Legislation/Resolutions/2025/R-25-88%20Pay%20Rates%202026.pdf?t=202512171012090"", ""scout_target_id"": ""BRM5-20260731-05998""}"
BRMNSRES-ae64280a20e5b91b2c518c45,BRMQNORM-20260803-00f827a2f5297fa31aff728e,currency_amount,11000.0,[11000.0],budget_or_pay_plan_context,structured_without_scalar_collapse,1,false,value_type=currency_amount;pay_basis=budget_amount;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-02866-02"", ""final"": ""https://static1.squarespace.com/static/639390de9155a340ff2c2c88/t/690b822a8175045bce6a2db1/1762361898281/Town_of_Washington_Budget_Worksheet_2026_Approved_251104.pdf"", ""original"": ""https://www.washingtonisland-wi.gov/s/Town_of_Washington_Budget_Worksheet_2026_Approved_251104.pdf"", ""scout_target_id"": ""BRM5-20260731-02866""}"
BRMNSRES-1f6e66f595eaf281c4f93145,BRMQNORM-20260803-00fbdd76e87a38b90a0f9374,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_stipend_or_premium,"{""candidate_id"": ""BRM5C-BRM5-20260731-08397-03"", ""final"": ""https://labordecisions.dol.ks.gov/Documents/PDF/PEERA/75-udc-6-1976.pdf"", ""original"": ""https://labordecisions.dol.ks.gov/Documents/PDF/PEERA/75-udc-6-1976.pdf"", ""scout_target_id"": ""BRM5-20260731-08397""}"
BRMNSRES-d126de1b39f0ab4d3a85245b,BRMQNORM-20260803-00fe991130100e5e9b358c1f,percentage,3.0,[3.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-13411-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""scout_target_id"": ""BRM5-20260731-13411""}"
BRMNSRES-5ad4dc11e274757fb268878c,BRMQNORM-20260803-01026e85ed29ae9d15a03d30,currency_amount,35.22,[35.22],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-14599-01"", ""final"": ""https://penntownship.org/wp-content/uploads/2024/10/January-2-2024.pdf"", ""original"": ""https://penntownship.org/wp-content/uploads/2024/10/January-2-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-14599""}"
BRMNSRES-1b081749838b67a328da0a6a,BRMQNORM-20260803-010c948ae7b405bb9cc46992,percentage,3.0,[3.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=quant_percentage_raise_or_cola,"{""candidate_id"": ""BRM5C-BRM5-20260731-00400-01"", ""final"": ""https://villageofpearlcity.com/board-meeting-minutes/kp4fnqn036s5dsk0f8fiolq4755tbf"", ""original"": ""https://www.villageofpearlcity.com/board-meeting-minutes/kp4fnqn036s5dsk0f8fiolq4755tbf"", ""scout_target_id"": ""BRM5-20260731-00400""}"
BRMNSRES-d95e8598550503ceb128fae5,BRMQNORM-20260803-011e1c6ccf8136019754979e,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-16106-01"", ""final"": ""https://webgen1files1.revize.com/lakeisabellami/Government/Meeting%20Minutes/2023/2023-07-18-VC-packet.pdf"", ""original"": ""https://www.lakeisabellami.org/Government/Meeting%20Minutes/2023/2023-07-18-VC-packet.pdf"", ""scout_target_id"": ""BRM5-20260731-16106""}"
BRMNSRES-251f4086722a221ecd9b7f98,BRMQNORM-20260803-0127b264495406a07eba4268,currency_amount,11.5,[11.5],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-08886-01"", ""final"": ""https://fostertownship.org/cms/assets/_core/file/mi01042021reorg%281%29.pdf"", ""original"": ""https://fostertownship.org/cms/assets/_core/file/mi01042021reorg%281%29.pdf"", ""scout_target_id"": ""BRM5-20260731-08886""}"
BRMNSRES-4b82fa7c0687925b0997a7a7,BRMQNORM-20260803-012936d5341e48bbe7be363d,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=qual_non_base_compensation_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-09614-01"", ""final"": ""https://grantnebraska.socs.net/vnews/display.v/ART/6706f67d64d0c"", ""original"": ""https://grantnebraska.socs.net/vnews/display.v/ART/6706f67d64d0c"", ""scout_target_id"": ""BRM5-20260731-09614""}"
BRMNSRES-2914f93ab83dbffa1139bd9f,BRMQNORM-20260803-012d23478ada5fc09ae63729,,,[],budget_or_pay_plan_context,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=budget_amount;evidence_category=quant_salary_schedule_table,"{""candidate_id"": ""BRM5C-BRM5-20260731-04835-01"", ""final"": ""https://cms5.revize.com/revize/decatur/Document_Center/Forms/Financial%20Transparency/Approved-FY-21-Budget.pdf"", ""original"": ""https://cms5.revize.com/revize/decatur/Document_Center/Forms/Financial%20Transparency/Approved-FY-21-Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-04835""}"
BRMNSRES-cd79aa0cff2a4402427546b0,BRMQNORM-20260803-0134ffadf9b0571b6084f0df,currency_amount,1.5,[1.5],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-06034-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-10-1169.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-10-1169.pdf"", ""scout_target_id"": ""BRM5-20260731-06034""}"
BRMNSRES-50dd7f3a9832dea0dca2ea91,BRMQNORM-20260803-0138a27d7e70a14b07626129,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-04991-01"", ""final"": ""https://stantononline.com/wp-content/uploads/2019/08/City-of-Stanton_Personnel-Manual-07-01-19.pdf"", ""original"": ""https://stantononline.com/wp-content/uploads/2019/08/City-of-Stanton_Personnel-Manual-07-01-19.pdf"", ""scout_target_id"": ""BRM5-20260731-04991""}"
BRMNSRES-914d7c741eaa01eadf4997e8,BRMQNORM-20260803-013fc9ca248477d5dcda34bd,,,[],genuinely_no_quantitative_value,not_non_scalar_structure,0,false,value_type=missing;pay_basis=unknown_or_mixed;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-06831-02"", ""final"": ""https://townofstamfordny.us/application/files/8916/6809/9570/t.b.mtg._OCT._2022.pdf"", ""original"": ""https://townofstamfordny.us/application/files/8916/6809/9570/t.b.mtg._OCT._2022.pdf"", ""scout_target_id"": ""BRM5-20260731-06831""}"
BRMNSRES-d1b4350f09cd3042e2f3d830,BRMQNORM-20260803-01439dfe68737a66239663c8,currency_amount,26.74,[26.74],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=unknown_or_mixed;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-02213-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2023/23-MED-04-0377.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2023/23-MED-04-0377.pdf"", ""scout_target_id"": ""BRM5-20260731-02213""}"
BRMNSRES-2a29f8761bd987b25837df92,BRMQNORM-20260803-0143bd90f32d679a541da1f1,currency_amount,2.5,[2.5],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-14150-01"", ""final"": ""https://villageofbrownvilleny.gov/uploads/1/0/7/7/107725795/august_6_2025_executive.pdf"", ""original"": ""https://www.villageofbrownvilleny.gov/uploads/1/0/7/7/107725795/august_6_2025_executive.pdf"", ""scout_target_id"": ""BRM5-20260731-14150""}"
BRMNSRES-208d9c95f38ebf8893c5d9bd,BRMQNORM-20260803-01448f9aca78d86fc0a56c23,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-14383-01"", ""final"": ""https://pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/proposed/2025/cecil-twp-pf-c-24-32-w.pdf"", ""original"": ""https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/proposed/2025/cecil-twp-pf-c-24-32-w.pdf"", ""scout_target_id"": ""BRM5-20260731-14383""}"
BRMNSRES-096ce7d4f0f6e15222a194e1,BRMQNORM-20260803-015ba1343ac3f713749bb6de,currency_amount,1.0,[1.0],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-17159-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-0912.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-0912.pdf"", ""scout_target_id"": ""BRM5-20260731-17159""}"
BRMNSRES-cfeaf79d4d4dfe63afd5ba8c,BRMQNORM-20260803-0176b8de4c45fc146d357979,currency_amount,750.0,[750.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=currency_amount;pay_basis=cola_cpi;evidence_category=quant_cpi_indexed_adjustment,"{""candidate_id"": ""BRM5C-BRM5-20260731-11047-01"", ""final"": ""https://town-of-hamilton.org/images/Documents/Minutes/Minutes062322.pdf"", ""original"": ""https://town-of-hamilton.org/images/Documents/Minutes/Minutes062322.pdf"", ""scout_target_id"": ""BRM5-20260731-11047""}"
BRMNSRES-8996e370e3952254d9143098,BRMQNORM-20260803-01770339e0d80b19e4b05ebb,,,[],step_schedule,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=step_schedule;evidence_category=quant_salary_schedule_table,"{""candidate_id"": ""BRM5C-BRM5-20260731-17324-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2014/14-MED-10-1430.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2014/14-MED-10-1430.pdf"", ""scout_target_id"": ""BRM5-20260731-17324""}"
BRMNSRES-44b638daf72e3d87217ae3d5,BRMQNORM-20260803-0178e12ef8994f094b120c0d,percentage,2.8,[2.8],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=cola_cpi;evidence_category=quant_cpi_indexed_adjustment,"{""candidate_id"": ""BRM5C-BRM5-20260731-03247-02"", ""final"": ""https://greenwoodtwpcrawfordpa.gov/wp-content/uploads/2026/02/01-2026-Reorganization-minutes-.pdf"", ""original"": ""https://greenwoodtwpcrawfordpa.gov/wp-content/uploads/2026/02/01-2026-Reorganization-minutes-.pdf"", ""scout_target_id"": ""BRM5-20260731-03247""}"
BRMNSRES-b14c53ae34472dc8e3e39a27,BRMQNORM-20260803-0189cdf566af0f80ff88a174,,,[],budget_or_pay_plan_context,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=budget_amount;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-01243-01"", ""final"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""original"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-01243""}"
BRMNSRES-67029ccbd581de2bf4d6c002,BRMQNORM-20260803-018d75bad46678e2153e6cc6,currency_amount,50.0,[50.0],non_base_amount,structured_without_scalar_collapse,1,false,value_type=currency_amount;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-17216-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1281.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1281.pdf"", ""scout_target_id"": ""BRM5-20260731-17216""}"
