review_record_id,record_type,primary_outcome,source_evidence_pass,coordinate_pass,interpretation_boundary_pass,formula_pass,outcome_pass,rationale_pass,claim_consequence_pass,wording_boundary_pass,qa_pass
XREVIEW-949390725738585330b43bfc,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-98ed5982d4cc7b28fb85fe70,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9aedc5850f7e602324c20e96,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9e9a873a81f6f0fde05d4b53,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a2eb03d04ae1d4766fb3fa23,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b8bb979b95fc013fb556d76f,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c3233973a13d23744df8c602,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c70a4010eb6c758e21512655,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c7a5c05d9d9108a4cdab5a26,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ccd998f16a42d144b9fabe7a,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d7cb52b2a1248344ceb2dead,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-dd8b1cdb36670915a2cda958,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-de3af5059730db817b30568c,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e2f16c78634349e70326f38d,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-eb4ecaedd82ece397a2df837,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-f61b5d9712edd1898bf2a82c,implementation_sequence,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-494c6c1684d4c587e9363a20,local_comparison,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-582f580d1ea5f2db7b0c40bc,local_comparison,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-94b6f2ec014bbb9894e1b804,local_comparison,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-ba9c48cd83a1108a68c3ca5e,local_comparison,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-2c922f2c80b2d4279d7af936,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-2e9213b04aa6e2be03ba9d5b,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-455afce016cdf9dfdc5119d7,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-47fea6fe8d52016dd2bf7295,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-490b3c11573461d36216d9ee,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-5b03c165bb5555ea55ccbf71,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-79e6802944392b04e35e09a8,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8adf044e61628a51a31ae977,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9bfb9964ed660cf2d8d8fc7b,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9c15cc0de6b4d3e84cd8b1d2,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a5ffdd75330b7e61420da289,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b1e46d93d714482eb41f5c9c,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c1f93a66a8f0b4ad9069f315,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d09ec52462942efae65b583f,claim_recommendation,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a31de0ab62f7fd07aa3b0712,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e4cb97855a00c99539bdf247,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ec001c6cced94ca56bceec96,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9159ba7d571752556531dc65,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d6a579fcdf75dca1ec19604f,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-70629dfb47f03c006a876725,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c5bf8de1b6f833d4e32381c7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-787931b76a6ff1aa52d7261f,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-20fdb529729352a7c2ca6e9c,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b34687e19b25be2e948bbbe0,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-19e91d1f3d15a21a7782eaa4,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-3eb7bb51885d3d650be7041e,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-4800ff40c380af9708be446a,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8d0072e7f8768e44637533ee,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-abfef047fd754548f1dbb9d1,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-dad5d0d86180fe8ebb1e07f2,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-aa461849ff609a8ff3ad2ad0,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b7749fb71f9534f1ec29637d,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-000c756f77c826792156f6e4,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8aa8df0896d32e6fda0d41dd,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8aa587781c9bbbdbff0654fd,external_core_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-326efbefcd589cf57d4c475a,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8f393639b766de9cb5c7926c,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-aef77491c8b38ac3f944f9db,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-15dc0a411893f80ef59b967b,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d351872c4f812c1b6d3ceabb,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d1e9c80b0a7290169b8bbcbb,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-46c2fc40e9140fc5e96f80b7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0d46046a4765a5ec0369089b,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ed72f69d240ffde3a00fe51b,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-78021f8d8523eb34089a06d9,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e531df9aca4e78e83b9ab8c7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7d73c6e289dd87e3ef91b7da,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-22b4dd4b5c8472e8e6df5bbe,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-074fd2e4b5e44b5e350e0c07,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b69f6b2fcb9af1146bfae240,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-6111c0909d1234a258dca7ec,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8baa556a43121b655a06328c,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-6b9d7a2535e16854c444a7df,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-747f3b850cf4b9ee0d970892,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c7c7003de07b7a9bc171975b,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-15a00b2222148441f063d032,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-94a1832b9bf1dc55fee70124,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ede0abdfc513963111c3ded1,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-6bbf31affd634fc0d93e0ddd,external_core_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d8c252b4a47427071f4347da,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-29f93f6ec08717e8ab0db8a7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-614cec26fd01a3194c33ac50,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ceb5869be8047aa88c4f7a43,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c0141caa536a9aff484532f6,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-f8d4c6e8778e42a9072c006d,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-23acec0a47c0c3d3178e111d,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-93e95b32e767c8e10bdae677,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-24189205665d729da6f99eb4,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-be9db18c40527900d0e19980,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-be2e34fb43a5cb95dded0dea,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7c49938021545099b0a6ada5,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-94ed43555c134c3f5f4e8aa7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ad2070edfc8e824f65bc138b,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9c00726429769950a5078889,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-169083732f6fa2acec384e07,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-cc1c5ad3c8c027dd6f5fa0c7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-cfbdf9a9a4e3f307be612085,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-f4224412c266f4cf1571ed92,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9bc46440dd7f31a698dee9e1,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d1aa3c20eac8b5f852af7864,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-70c9f15f2d4c32e10ddd0fa3,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-79247aa8942f842a31c3930d,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-812caef5379b1b4efa1f1cca,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ccca8506e4dd1a1b06a26957,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-695cb4c9e403c5a0ab3e8529,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-cc11e665ab2f1650e2b044e0,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7a80dd9b3b340114b74ec61a,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-12cd0297ac077b8c00b69be8,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ccc6d61891f31efd16d2c90a,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-f5d572494e81b9d3cfe555a2,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0bdd3cffbaf754a6efe3ccd3,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-fdba0df1b6fbfd1f375917cd,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-f813dd558143c861258a50c7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8ccfa6268af0c31a028698d6,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d8fee8b99112d146c784e977,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-1d19d44037e5eaba550150b1,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e85b37a55c9ae0d5d0b554bd,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-2e20a983ae4a432f5818465b,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-018b6a72fc7c60b264a4d706,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d08ebe23d496af8c0aa30903,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-38287157f3027feabc983545,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a1d850f03aa1d779488ec258,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0b754e75ec10f69e28fea3c1,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-168f73480aebf23fea966fc7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-dc8ea777c2355248ca464a10,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7ef023af8d79dab62d3704e7,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ec750ab91bcc5c5d3266bb25,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c518821c073a736190f4d35d,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7142355793b7a418398be90c,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-1c436a2f3bd077c456b406cc,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-6fba258335db6775202dcb28,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-3f0be6511548a6cb0140267c,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-f08d621e30941eb7135253af,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ca25f5ce978d9a035e0e77ea,staffing_channel_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-111ad9c62379e30f3cff927e,staffing_channel_record,downgraded_to_context,True,True,True,True,True,True,True,True,True
XREVIEW-bb9d3fd2318bda20cd768259,staffing_channel_record,downgraded_to_context,True,True,True,True,True,True,True,True,True
XREVIEW-172532e1f816457fe907ea05,staffing_channel_record,downgraded_to_context,True,True,True,True,True,True,True,True,True
XREVIEW-6ac5ac481fbfa943b6e62b31,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-15e8cc6277bc45432e9f5529,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c9445782cc2bd69ad9e473a1,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9847ef4b2e9c41aecc5d9f8a,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e27dcd4cb27748cb3aa14add,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-f50748840fce0d234c0c2b35,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-192b8ab883b5b8c697cb0975,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ba42f361d187ccb86ab626b0,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c43bf552cb039f7776e74697,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-1461a92f423e806de3f9b3b5,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9dc347f9ee6ac875479626e6,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-98f142793754e7f1e85cfb30,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b3d80af39235f70a50a65dc7,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-598d50d7521779dda93bda1d,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-49d6dc93f0141f001e0d9efa,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-04002bb763257553e9f7e864,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-4d08e33b10b51ce51e041a36,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-ee744a5e7b38f40f8e8d513c,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-cfa33009b1c2b61d7d151a8a,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b77afe0aaf32cb17bb6166f2,growth_record,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-edb6dd8eddbd59f8e18e10f1,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-aa524e5879a2a49b6aabaf50,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8964d8029900da0a4c7f2d9b,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e31e0f3612414026bb2afe86,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-266ac0a4166115dbe9f88dd0,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8f24b19e92387265157b4641,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-43c931ec3809e952a36492e1,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-336df369a7359f4cd8129ddc,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b5c36fb7472b8965ab057b7e,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d5168c4704b924b5c17dc251,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-87f21e2b434ef5befb30ebf1,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b7b02226c8d8af41ccf10a3d,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0c7688a42ee141423ba79c71,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7d2b06a6e650cb4dcb9ab757,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-6b0d1027841e743e8d0b6ea0,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-5edcbbde2f0d2af0c104228a,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-78ca547e4cce91571758bae2,growth_record,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-c9f4202a369da7607b211133,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-53bffb53690506042091db87,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-77d076cc6e1bbe78e2d52ced,growth_record,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-cca417188fbdb5d1d5e8377f,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0c9307718e02ae3ddcdc6adc,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e089fd5ed487821bc87561ca,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-19dee7eaa859d159de11f3fd,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-795a575c2565c401bd8d69bc,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-6c103746ec1da205ca5469bc,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0f1a244768a01668f62aaae3,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0a7a3086a94fd1d45015f401,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b709b844e4add71f9bfe718c,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-d86bc891e27351d9df350bd7,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-08cc0c8b05edda48d6fcdd3b,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-2e2aad5f12aeb752c4c42098,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-3d6b0db734e06cf0e4abe3b6,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
