claim_recommendation,confidence_basis,correction_fields,cross_exam_result_id,department,exact_excerpt_or_table_row,expected_claim_consequence,formula,headline_id,implementation_sequence_id,lane_id,lineage_fields,linked_claim,mathematical_inputs,municipality,packet_memberships,period,primary_outcome,proposed_interpretation,record_type,registry_hash,rejection_reason,reproduced_result,review_record_id,reviewer_rationale,side,source_coordinates,source_hash,source_id,source_title,staffing_review_class,state,supporting_disposition,surrounding_context,unresolved_reason
,exact_source_clause,{},XRESULT-bbab3a2478b0b884785eebb0,,"Total revenues for all funds are $39,408,343, representing an increase of 8.4% over FY 2023.",retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-ca7151d38b110be771f1"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://borgertx.gov/ArchiveCenter/ViewFile/Item/262""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Borger,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-0c9307718e02ae3ddcdc6adc,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-fbeb1f1ac8a5716ee4fe7f60""}",,https://borgertx.gov/ArchiveCenter/ViewFile/Item/262,Canonical documentary growth source for Borger,,TX,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-93dbb244812387ba98dfde74,,"employee performance appraisal, shall receive an increase of 2%, effective",retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-0dfc88591a5eaf061abb"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://cms5.revize.com/revize/glendaleoh/council/2021/2021-12-06/2021-12-06%2C%20Council%20packet%2C%20exhibits.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Glendale,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-0dc7f026f0fac3f6bf8c445d,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-8d5d6bb78582002573a2fa13""}",,https://cms5.revize.com/revize/glendaleoh/council/2021/2021-12-06/2021-12-06%2C%20Council%20packet%2C%20exhibits.pdf,Canonical documentary growth source for Glendale,,OH,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-5a4dc0a06a17f6c5113f1454,,Rate is a 5% increase over the 2025 rate as a whole.,retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-fd6aa73001d820048f1f"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://cms2.revize.com/revize/entiatwa/12.14.2023%20Council%20Packet.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Entiat,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-0e2268432d8dcbf134991098,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-5881b6a6d96dbcb5b6e1df3e""}",,https://cms2.revize.com/revize/entiatwa/12.14.2023%20Council%20Packet.pdf,Canonical documentary growth source for Entiat,,WA,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-a77599494abce5ea057eda3f,,The current topped out sergeant will get a 3% increase in the first year and a 2%,retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-5a5035e1d7c26f2fb5f0"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Golden Beach,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-0e69255285d4ca610c92251e,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-5467feac33adfba9bb47895f""}",,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf,Canonical documentary growth source for Golden Beach,,FL,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-caf5dc321008f0bba8ead7b3,,"employee performance appraisal, shall receive an increase of 5%, effective",retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-1a55801bb661284b1582"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://cms5.revize.com/revize/glendaleoh/council/meeting%20materials/2022/221205%20reg/221205%20Council%20packet.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Glendale,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-0f1a244768a01668f62aaae3,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-e9e549401d09ba1d3d77f71f""}",,https://cms5.revize.com/revize/glendaleoh/council/meeting%20materials/2022/221205%20reg/221205%20Council%20packet.pdf,Canonical documentary growth source for Glendale,,OH,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-ccf78c727b7e510a208d0044,,Table reflects a 3% change between steps and 2% increase annually with proposed,retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-7c37579903f7b93bf60a"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://cms5.revize.com/revize/evartminew/Council%20Packet%208.23.22.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Evart,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-10aac47405f251925ac1fa16,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-5658a31c4c1a239caa7f3c5c""}",,https://cms5.revize.com/revize/evartminew/Council%20Packet%208.23.22.pdf,Canonical documentary growth source for Evart,,MI,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-ba1b743308ec8429df0ecda1,,"The Employer shall give all Union employees a 1% pay increase on May 1, 2023.",retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-d34c965d65efd1bd9b4d"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://static1.squarespace.com/static/5e66754612f5c46afd957255/t/6491b11b2aacae7f5e14732d/1687269659327/OFFICIAL%2BCOUNCIL%2BPROCEEDINGS%2B6-5-2023.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Harbor Beach,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-1211b9333940b6ce7cd6a9cf,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-35f92d1da22acf0f923299d0""}",,https://static1.squarespace.com/static/5e66754612f5c46afd957255/t/6491b11b2aacae7f5e14732d/1687269659327/OFFICIAL%2BCOUNCIL%2BPROCEEDINGS%2B6-5-2023.pdf,Canonical documentary growth source for Harbor Beach,,MI,contextualizes_claim,source_explicit_recurring_wage_or_schedule_growth,
,exact_source_clause,{},XRESULT-c4d3769f1ec2ecb51ddd8ca4,,"He stated this is not a raise per say, but more a token of appreciation of 3% increase.",retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-22cde29ea4b2ca8a8ea0"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://danielutah.gov/september-14-2020-council-minutes""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Daniel,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-131d00cc8c92cccf6d3a22de,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-7390084c844b4072a6cd91a6""}",,https://danielutah.gov/september-14-2020-council-minutes,Canonical documentary growth source for Daniel,,UT,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-8577ced33bfad579df087fcb,,calculate a 10% pay increase for the full time employees except for the police officer,retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-4687ae3b5772e16de13f"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://cityofmechanicsville.net/Minutes_files/Mi01102022.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Mechanicsville,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-1461a92f423e806de3f9b3b5,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-5fc69410b42dcb41f90c64e2""}",,https://cityofmechanicsville.net/Minutes_files/Mi01102022.pdf,Canonical documentary growth source for Mechanicsville,,IA,contextualizes_claim,prior_audit_exception_police_officer_expressly_excluded,
,exact_source_clause,{},XRESULT-ffa87548c4e5353153c35ca0,,"freezes the 2020 salary guide, provides a 2% salary increase for",retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-9c814449db894bfbe4d7"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://nj.gov/perc/documents/2020%20Interest%20Arbitration%20BIENNIAL%20REPORT.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Bedminster,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-15e8cc6277bc45432e9f5529,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-e029e94c9f4e69a8c53d0788""}",,https://nj.gov/perc/documents/2020%20Interest%20Arbitration%20BIENNIAL%20REPORT.pdf,Canonical documentary growth source for Bedminster,,NJ,contextualizes_claim,source_explicit_recurring_wage_or_schedule_growth,
,exact_source_clause,{},XRESULT-9684f9fae179dd6fd7a567b6,,Jackie Larsen expressed concern regarding the 6.8% increase.,retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-0c1f62f63657a531396f"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://edenvt.org/wp-content/uploads/2026/02/Eden-Town-Report-24-25.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Eden,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-16a474248ec2ae85722981d3,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-6112219393e952ea56a9edaf""}",,https://edenvt.org/wp-content/uploads/2026/02/Eden-Town-Report-24-25.pdf,Canonical documentary growth source for Eden,,VT,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
,exact_source_clause,{},XRESULT-22646a2e21aea74efda3d724,,"effective December 30, 2019, and a 3.0% raise effective December 28, 2020, and a 3.0% raise",retain only within reviewed boundary,,,,cross_exam_lane_004,"{""canonical_record_key"":""growth:B4X2500GROWTHSRC-203366d7a5e01d692715"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1278.pdf""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",Union,"[""documentary_growth_stratified_review""]",,upheld_with_narrower_wording,,growth_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-1739f584aa62cb604e5bfff1,"The source-reported growth value is retained as a bounded unit-cycle record; it supports only the disclosed mechanism-side cell, not a uniform or national comparison.",,"{""later_span_id"":"""",""prior_span_id"":"""",""span_id"":""B4X2500SPAN-20260730-de5e027b98be8b3d3bb8db67""}",,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1278.pdf,Canonical documentary growth source for Union,,OH,contextualizes_claim,insufficient_context_to_confirm_recurring_wage_growth,
