claim_recommendation,confidence_basis,correction_fields,cross_exam_result_id,department,exact_excerpt_or_table_row,expected_claim_consequence,formula,headline_id,implementation_sequence_id,lane_id,lineage_fields,linked_claim,mathematical_inputs,municipality,packet_memberships,period,primary_outcome,proposed_interpretation,record_type,registry_hash,rejection_reason,reproduced_result,review_record_id,reviewer_rationale,side,source_coordinates,source_hash,source_id,source_title,staffing_review_class,state,supporting_disposition,surrounding_context,unresolved_reason
,partial_context_only,{},XRESULT-345645b1b67b1f840f4450c1,unclear,0,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-29bec7a4f55280254d8addd4"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/82/EXTPAYLOAD-2caed1ed4282896f7ad1ab1d.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""0"",""safety_value"":""""}",cog_2025_168447,"[""core"",""staffing""]",2026,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-20264d1bd8a0d159c2f0393b,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""188056"",""character_start"":""188055"",""column"":"""",""page"":""101"",""row"":"""",""table_id"":""""}",82eccf074820570630ed5e2ef87ab9774851d9233a7b86937f1e906cbe78dc39,EXTSOURCE-2caed1ed4282896f7ad1ab1d,retained source EXTPAYLOAD-2caed1ed4282896f7ad1ab1d,,MN,contextualizes_claim,"Other Revenue 0 -32,793,247 -35,483,464 Other Financing -15,022,503 -15,903,753 -9,353,072 Total Revenues $32,843,879 $2,703,000 $2,863,464 Personnel Services $0 $0 $0 Commodities 0 0 0 Services 248,293 427,000 477,000 Public Aid Assistance 0 0 0 Capital Outlay 0 0 0 Other Charges 0 0 0 Grants 2,203,870 2,276,000 2,386,464 Other Financing Uses 0 0 0 Total Expenditures $2,452,163 $2,703,000 $2,863,464 Budgeted Positions (Full-Time Equivalents) 0 0 0 IV - 70 === PAGE 100 === Debt Retirement 2026 BUDGET Operations Proposed Budget Mission To provide for principal and interest payments on general obligation bonds and commercial paper certificates issued to finance approved capital projects; and to provide for principal and interest payments on ballpark sales tax revenue bonds. Department Description: Monies budgeted in this program fund the annual principal and interest payments on the cou",
,strong_bounded_context,{},XRESULT-5b9d421d3423da04829bf404,clerical,Clerk of Courts & Court,retain only within reviewed boundary,,,,cross_exam_lane_002,"{""canonical_record_key"":""staffing:EXTRECON-588fd5f54558b642d9987ef4"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ad/EXTPAYLOAD-9f07aa479f86bd31e8c80072.txt.gz""}",,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":""Clerk of Courts & Court"",""safety_value"":""""}",cog_2025_209858,"[""strict_staffing_channel_universe""]",2023,upheld_with_narrower_wording,supports_non_safety_reduction_channel,staffing_channel_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-20fdb529729352a7c2ca6e9c,"The source-local context supports the side and staffing type, but the record is descriptive channel-consistent evidence rather than an explicit causal response.",non_safety,"{""character_end"":""148387"",""character_start"":""148363"",""column"":"""",""page"":""69"",""row"":"""",""table_id"":""""}",adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,EXTSOURCE-9f07aa479f86bd31e8c80072,retained source EXTPAYLOAD-9f07aa479f86bd31e8c80072,descriptive_channel_consistent,,contextualizes_claim,erk of Courts 1 1 Court Assistant 9 9 Court Record Coordinator 1 1 Financial Associate II 1 1 Judicial Associate - Lead 6 -6 FAMILY COURT COMMISSIONER Family Court Commissioner 1 1 Administrative Associate III 2 -2 Court Commissioner 1 1 FAMILY COURT SERVICES Family Court Services Manager 1 1 Administrative Associate II 1 -1 Family Court Case Specialist - Mediation Services 1 1 Family Court Services Mediator 2 -1 1 TOTAL AUTHORIZED POSITIONS - Clerk of Courts & Court Related 41 2 0 0 -1 -1 40 1 67 === PAGE 68 === FT PT FT PT FT PT FT PT TABLE OF ORGANIZATION OF CLASSIFIED POSITIONS 2024 Position Changes After 2023 Budget Position Changes During 2024 Budget 2024 Adopted Budget 2023 Adopted Budget CORPORATION COUNSEL Corporation Counsel 1 1 Assistant Corporation Counsel 2 1 3 Assistant/Associate Corporation Counsel 1 1 Associate Corporation Counsel 1 1 Administrative Associate III 1 -1 Paralegal,
,partial_context_only,{},XRESULT-d79d649008c253001eda6472,unclear,2023,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-302e2515a0244d928b799e89"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/76/EXTPAYLOAD-c5e104f9fe7b34bb3479688e.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""2023"",""safety_value"":""""}",cog_2025_164488,"[""core"",""staffing""]",2023,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-216374f7ef0e0d439a153b5f,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""203602"",""character_start"":""203598"",""column"":"""",""page"":""125"",""row"":"""",""table_id"":""""}",7689aea6b75e9d29f45eb29f46447bd3b73b243ce2b9902f4e48af356864e5ba,EXTSOURCE-c5e104f9fe7b34bb3479688e,retained source EXTPAYLOAD-c5e104f9fe7b34bb3479688e,,IA,contextualizes_claim,r guardianship casesinvolving children. The residency language in Iowa Code continues to be an issue with the implementation of crisis services. The definition of residency needs to be updated during the Legislative Session. Issues: 1. Number of homeless individuals increasing 2. Landlords refusing to rent to individuals 2. Definition of Residency 124 === PAGE 125 === FINANCIAL & AUTHORIZED POSITIONS SUMMARY 2020-21 2021-22 2022-23 2022-23 2023-24 2023-24 PROGRAM: Veteran Services (1702) ACTUAL ACTUAL BUDGET PROJECTED REQUEST ADMIN REC AUTHORIZED POSITIONS: 24-N Veteran's Affairs Director 1.00 1.00 1.00 1.00 1.00 1.00 18-AFSCME Senior Office Assistant 0.15 0.15 0.15 0.15 0.15 0.15 TOTAL POSITIONS 1.15 1.15,
,partial_context_only,{},XRESULT-f0a516e059ec13a8ebdf0bfb,unclear,13,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-53d0acc5584d77e7397abcb1"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a3/EXTPAYLOAD-c609827dff27c1096b259b9c.visible_text.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""13"",""safety_value"":""""}",cog_2025_167531,"[""core"",""staffing""]",2026,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-2170f29164a38ff83f6cbb84,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""27931"",""character_start"":""27929"",""column"":"""",""page"":"""",""row"":"""",""table_id"":""""}",a3d89f19afa9b14ebee847a6a0e0c7d6b24d0a4808b6150b8e5a96d19a3e0476,EXTSOURCE-c609827dff27c1096b259b9c,retained source EXTPAYLOAD-c609827dff27c1096b259b9c,,MN,contextualizes_claim,"MINISTRATIVE SERVICES Samantha Buchanan, Associate Director (410) 260-8055 e-mail: samantha.buchanan2@maryland.gov HUMAN RESOURCE SERVICE & EMPLOYEE DEVELOPMENT (K00A0104, formerly 30.01.01.04) FY2026 appropriation: $3,502,547; authorized positions: 26 Caroline Asher, Director (410) 260-8081 e-mail: caroline.asher@maryland.gov INFORMATION TECHNOLOGY SERVICES (K00A0105, formerly 30.01.01.05) FY2026 appropriation: $2,374,112; authorized positions: 13 Deshaun M. Steele, Chief Information Officer (410) 260-8368 e-mail: deshaun.steele@maryland.gov APPLICATIONS & PROJECT MANAGEMENT Timothy D'Adamo, Assistant Director & Chief Data Officer (410) 260-260-8023 e-mail: timothy.dadamo@maryland.gov CUSTOMER SOLUTIONS Natosha L. James, Helpdesk Manager (443) 336-2302; e-mail: natosha.james@maryland.gov NATURAL RESOURCES POLICE WIRELESS COMMUNICATIONS David Christner, Director (301) 876-8653 e-mail: davi",
,partial_context_only,{},XRESULT-0d9471472303a95a43b8adcb,unclear,2,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-9f076efc3be8f3591f533a92"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7a/EXTPAYLOAD-dbee94a867271abe440b6a9e.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""2"",""safety_value"":""""}",cog_2025_160809,"[""core"",""staffing""]",undated-source-B4X2500LIVE-20260729-009821,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-21dbfcecf14535d21f0c5c96,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""3760780"",""character_start"":""3760779"",""column"":"""",""page"":""584"",""row"":"""",""table_id"":""""}",7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,EXTSOURCE-dbee94a867271abe440b6a9e,retained source EXTPAYLOAD-dbee94a867271abe440b6a9e,,AK,contextualizes_claim,"old size ....................... 2 . 5 1 ( X ) Average family size ........................... 3 . 2 7 ( X ) HOUSING OCCUPANCY Total housing units....................... 9 8 8 100.0 O c c u p i e dh o u s i n gu n i t s....................... 8 3 4 8 4 . 4 Vacant housing units.......................... 1 5 4 1 5 . 6 For seasonal, recreational, or occasional use ............................ 4 1 4 . 1 Homeowner vacancy rate (percent) ............. 2 . 7 ( X ) Rental vacancy rate (percent) .................. 8 . 3 ( X ) HOUSING TENURE Occupied housing units .................. 8 3 4 100.0 O w n e r - o c c u p i e dh o u s i n gu n i t s................. 1 8 3 2 1 . 9 Renter-occupied housing units ................. 6 5 1 7 8 . 1 Average household size of owner-occupied units. 2.74 (X) Average household size of renter-occupied units . 2.44 (X) - Represents zero or rounds to zero. (X) Not appli",
,partial_context_only,{},XRESULT-265482571a86d6a0fb68157a,unclear,0,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-84a499af78b02210802f512f"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/79/EXTPAYLOAD-1dce240818721969bdcfbb0c.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""0"",""safety_value"":""""}",cog_2025_106763,"[""core"",""staffing""]",2019,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-21fdf671f3c9e978e5da381b,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""966110"",""character_start"":""966109"",""column"":"""",""page"":""454"",""row"":"""",""table_id"":""""}",79b1c3b4d0843cdaf620b7f2fde37d40bc9a7fddcccfec5d522412762ce2585c,EXTSOURCE-1dce240818721969bdcfbb0c,retained source EXTPAYLOAD-1dce240818721969bdcfbb0c,,MN,contextualizes_claim,"Item Trades Pilot Program Program: Adult Workforce Development Fund: General Fund – 00100 Overall Impact ($000s) 2019 2020 2021 2022 2023 2024 None Personnel IT Fleet Contractual Services $50 Other Expenditures - Revenues $50 - - - - - Revenue Sources Expenditures Net Budgetary Impact Personnel Impacts 2019 2020 2021 2022 2023 2024 Change in FTE Count 0 0 0 0 0 0 Council Ado pted Budget: The Council approves $50,000 in one-time general funding for Trades Pilot Program. Rational e/Background: Building on the success of the Trades apprenticeship ready project with the American Indian communities of Northern Minnesota, the Trades Pilot Program model will be adapted to an urban focus and for an East African community. The construction trades apprenticeship readiness model focu sing on the Somali/East A",
,partial_context_only,{},XRESULT-4c6b4d97093655eaf236bf77,unclear,14.0,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-cb8e0b73054434f9ced8d965"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/82/EXTPAYLOAD-2caed1ed4282896f7ad1ab1d.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""14.0"",""safety_value"":""""}",cog_2025_168447,"[""core"",""staffing""]",2026,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-221506180ecd6b7a4aa5d1e0,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""160939"",""character_start"":""160935"",""column"":"""",""page"":""85"",""row"":"""",""table_id"":""""}",82eccf074820570630ed5e2ef87ab9774851d9233a7b86937f1e906cbe78dc39,EXTSOURCE-2caed1ed4282896f7ad1ab1d,retained source EXTPAYLOAD-2caed1ed4282896f7ad1ab1d,,MN,contextualizes_claim,"Licenses and Permits 0 0 0 Other Revenue 0 0 0 Other Financing 0 0 0 Total Revenues $494,170 $2,408,553 $2,433,577 Personnel Services $1,082,691 $2,288,091 $2,265,965 Commodities 1,689 1,000 1,850 Services 85,634 98,712 164,612 Public Aid Assistance 0 0 0 Capital Outlay 0 0 0 Other Charges 1,053 20,750 1,150 Grants 0 0 0 Other Financing Uses 0 0 0 Total Expenditures $1,171,068 $2,408,553 $2,433,577 Budgeted Positions (Full-Time Equivalents) 3.0 14.0 14.0 * Reflects the adjusted property tax requirement budget, not actual property tax collections. IV - 55 === PAGE 85 === Compliance 2026 BUDGET Operations Proposed Budget Mission Support, promote and oversee compliance with the rules and regulations that govern the County's work by leading the planning, coordination, and prioritization of compliance work across the organization. Department Description: Hennepin County Compliance provides le",
,strong_bounded_context,{},XRESULT-78bfb71f3862390918c14867,fire,23,retain only within reviewed boundary,,,,cross_exam_lane_002,"{""canonical_record_key"":""staffing:EXTRECON-96952ff93d0d20a67ba249a6"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0f/EXTPAYLOAD-c0cdae18ce88db32431c57cd.txt.gz""}",MECH-06,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":""23"",""safety_value"":""""}",cog_2025_162180,"[""strict_staffing_channel_universe""]",2023,upheld_with_narrower_wording,supports_safety_pressure_channel,staffing_channel_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-22b4dd4b5c8472e8e6df5bbe,"The source-local context supports the side and staffing type, but the record is descriptive channel-consistent evidence rather than an explicit causal response.",fire,"{""character_end"":""1480"",""character_start"":""1478"",""column"":"""",""page"":""3"",""row"":"""",""table_id"":""""}",0f97c73af92eeebf4f67a857c989627f135150096156db0f6db780eac3a3f0c0,EXTSOURCE-c0cdae18ce88db32431c57cd,retained source EXTPAYLOAD-c0cdae18ce88db32431c57cd,descriptive_channel_consistent,,contextualizes_claim,"ng the most recent statewide vacancy baseline Working estimate (Dec 2025) ~2,500 Statewide vacancies (planning range): ~2,000–3,000 (Not an official monthly statewide vacancy report.) Scenario range (illustrative) 5.0% vacancy rate 6.5% vacancy rate 8.0% vacancy rate ~1,900 ~2,450 ~3,000 Why vacancy pressure likely remains elevated in 2026 Baseline: FFCA/State Fire Marshal survey reported 1,469 firefighter FTE vacancies as of 2/1/2023 (~5% of budgeted positions in the sample). 2025 schedule compression adds demand: policy direction encourages limiting normally scheduled shifts to ~42 hours/week; this increases authorized staffing to hold minimums. Kelly days and related fatigue initiatives are expanding in negotiations, increasing authorized positions even where call volume is stable. Simple staffing math: moving from a 56-hour to a 42-hour standard workweek inc",
,partial_context_only,{},XRESULT-5fc2d2fe6f96ea69661578f5,unclear,"March 31, 2024",remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-85c8053b990d75bd6f8fd083"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/3e/EXTPAYLOAD-5a6e5d9d16d1ebbe0a9e7751.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""March 31, 2024"",""safety_value"":""""}",cog_2025_170794,"[""core"",""staffing""]",undated,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-236faa32b3249805bd035638,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""234762"",""character_start"":""234748"",""column"":"""",""page"":""78"",""row"":"""",""table_id"":""""}",3ec0ca4e769d98ada26fcfa37ae729fa224bc35f4fd57ca59f4837b9131bd7a8,EXTSOURCE-5a6e5d9d16d1ebbe0a9e7751,retained source EXTPAYLOAD-5a6e5d9d16d1ebbe0a9e7751,,NY,contextualizes_claim,"ic expectation of 735 to 750 uniformed police officers on the force by the end of FY 2025-26. ** Uniformed Fire positions were budgeted at 743 in the 2024-25 fiscal year and are budgeted to be reduced by one position in 2025-26. This position will be included in the fire department under non- uniform employees. At March 31, 2025, the number of firefighters totaled 695, an increase of 16 employees compared to the 679 filled positions on March 31, 2024. The City estimates approximately twenty retirements during the 2025-26 fiscal year and does not anticipates hiring any new firefighter recruits during 2025-26. However, it is noted that the Administration included approximately 60 vacancies as attrition savings in the proposed budget, which is an increase of thirteen vacancies compared to the current 47 vacant positions as of March 31, 2025. The City expanded the number of budgeted posi",
,strong_bounded_context,{},XRESULT-367542ade3063082b8fd4a96,police,812,retain only within reviewed boundary,,,,cross_exam_lane_002,"{""canonical_record_key"":""staffing:EXTRECON-15da9ca624eb823138624099"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/78/EXTPAYLOAD-8a9753ec6ec4d3325de1cf3a.txt.gz""}",MECH-06,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":""812"",""safety_value"":""""}",cog_2025_184103,"[""strict_staffing_channel_universe""]",undated-source-B4X2500LIVE-20260729-008912,upheld_with_narrower_wording,supports_safety_pressure_channel,staffing_channel_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-23acec0a47c0c3d3178e111d,"The source-local context supports the side and staffing type, but the record is descriptive channel-consistent evidence rather than an explicit causal response.",police,"{""character_end"":""111402"",""character_start"":""111399"",""column"":"""",""page"":""49"",""row"":"""",""table_id"":""""}",78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,EXTSOURCE-8a9753ec6ec4d3325de1cf3a,retained source EXTPAYLOAD-8a9753ec6ec4d3325de1cf3a,descriptive_channel_consistent,,contextualizes_claim,"budgetary projected favorable variance in General Charges largely attributed to a $4.7M favorable variance in health insurance, offset by a $2.1M unfavorable variance in other fringe benefits. • Transfers Out – no projected variance As of September 30, 2022, the vacant positions included: • City employees: 352 vacancies, or 12.8% of the budgeted 2,751 full-time equivalent (“FTE”) employees • Police: 67 vacancies, or 8.3% of the budgeted 812 FTEs • Fire: 60 vacancies, or 8.1% of the budgeted 743 FTEs The City is projecting a year-end surplus of $5.1M. • This projection includes $51.8M in ARPA funds • It is early in the year and subsequent events could have a significant impact on the City’s operations • The City is not projecting any budgetary difficulties for 2022-23 Interim Vice-Chair asked for clarification of the ARPA funds expended to date. Of the $55.4M disburse",
,strong_bounded_context,{},XRESULT-e960b3d249eebd6dfc0db475,police,25,retain only within reviewed boundary,,,,cross_exam_lane_002,"{""canonical_record_key"":""staffing:EXTRECON-f42bf580c5297d95af056c7b"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5f/EXTPAYLOAD-752ae5d4ea5813c5e07bee52.visible_text.txt.gz""}",MECH-06,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":""25"",""safety_value"":""""}",cog_2025_193555,"[""strict_staffing_channel_universe""]",2026,upheld_with_narrower_wording,supports_safety_pressure_channel,staffing_channel_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-24189205665d729da6f99eb4,"The source-local context supports the side and staffing type, but the record is descriptive channel-consistent evidence rather than an explicit causal response.",police,"{""character_end"":""10478"",""character_start"":""10476"",""column"":"""",""page"":"""",""row"":"""",""table_id"":""""}",5fe938870a7e1d51521f0b221aa8fa3b2667c34b489a05670b33621d49dc4f7b,EXTSOURCE-752ae5d4ea5813c5e07bee52,retained source EXTPAYLOAD-752ae5d4ea5813c5e07bee52,descriptive_channel_consistent,,contextualizes_claim,"s on how many vacancies the department needs to fill. Typically we hold between 1-3 classes per year. === DD 114 === Varies. The number of cadets hired will depend on the amount of vacancies within the police department. Past class sizes have ranged anywhere from 25 to over 100 cadets. === P 115 === Varies. The number of cadets hired will depend on the amount of vacancies within the police department. Past class sizes have ranged anywhere from 25 to over 100 cadets. === H2 116 === Military === P 117 === No. Waivers are not allowed at any time. === P 118 === Yes. Military personnel and veterans who have, or are anticipated to have, an honorable discharge are eligible and encouraged to apply. General discharge and uncharacterized discharge are also accepted but reviewed on a case-by-case basis. === P 119 === Applicants who are currently in the military must provide a letter from their",
,partial_context_only,{},XRESULT-ad65779229c1c8a5ab487fe6,unclear,110,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-eb1001741e2e982538983a1e"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/cc/EXTPAYLOAD-f90d5b78edab3c2485b7fd82.txt.gz""}",,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""110"",""safety_value"":""""}",cog_2025_209858,"[""core"",""staffing""]",2022,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-248c9b1633d171423bbea932,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""806592"",""character_start"":""806589"",""column"":"""",""page"":""318"",""row"":"""",""table_id"":""""}",cc3245ff403e31f918a52d486dfe6c93b11dfe6fd374b307bbefc3270799d025,EXTSOURCE-f90d5b78edab3c2485b7fd82,retained source EXTPAYLOAD-f90d5b78edab3c2485b7fd82,,WI,contextualizes_claim,"tives Team. Police Sergeant 3 4725 8 9 9 3 A Police Sergeant position is transferred from the Police Detective 4724 64 64 64 Technical Services Division in the 2023 Revised Budget. Police Officer 4723 20 20 20 4 The Clerk II position is reclassified as a Secretary Program Specialist 1C41 1 1 1 in the 2023 Revised Budget. Digital Evidence Technician 2625 2 2 2 Secretary 4 2619 0 1 1 Clerk II 4 2615 1 0 0 TOTAL AUTHORIZED POSITIONS 108 110 110 Total Full-Time Equivalent 108.0 110.0 110.0 General Fund Full-Time Positions 102 104 104 Federal/State Grant Fund Full-Time Positions 6 6 6 312 === PAGE 315 === 2024-2025 Adopted Budget Wichita, Kansas 2022 ACTUAL 2023 ADOPTED 2023 REVISED 2024 PROPOSED 2025 PROJECTED 8,000,229 8,230,257 8,527,025 8,757,",
,partial_context_only,{},XRESULT-64f37800661f9adda902ed10,unclear,22,remove from claim evidence; preserve lineage,none unless an existing documentary calculation is explicitly carried,,,cross_exam_lane_002,"{""canonical_record_key"":""obs:EXTOBS-7d83e1d804bec61bc1513cfe"",""context_basis"":""exact_character_window"",""source_accessible"":true,""source_pointer"":""artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/3e/EXTPAYLOAD-8a2ea62228afeccc7d9f6907.txt.gz""}",MECH-06,"{""denominator"":""see linked analytical result"",""non_safety_value"":"""",""numerator"":""see linked analytical result"",""raw_value"":""22"",""safety_value"":""""}",cog_2025_194856,"[""core"",""staffing""]",2024,downgraded_to_context,staffing_hypothesis_candidate,external_core_record,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-249ca48d6493a00d5ecd283a,"The retained value and coordinate are verified, but source-local context does not resolve all dimensions required for the proposed analytical role.",unclear,"{""character_end"":""9576"",""character_start"":""9574"",""column"":"""",""page"":""5"",""row"":"""",""table_id"":""""}",3e4f03e978ef5849ff8b99f35dc68d4334a97865abbd76f76b137f92e0a2e07a,EXTSOURCE-8a2ea62228afeccc7d9f6907,retained source EXTPAYLOAD-8a2ea62228afeccc7d9f6907,,OH,contextualizes_claim,8 C. Bid Procedures........................................................................................19 D. Probationary Period ................................................................................20 1. New Employees ...............................................................................20 2. Current Employees .........................................................................21 E. Vacancies - Successful Bidder 22--------------------------·············---------------······ F. Rate of Pay .............................................................................................22 G. Notification................................................................................................23 H. Medical Transfer .....................................................................................23 I. Open Positions ..................................,
